start	end	alignment-start	alignment-end
00:02:42.210	00:02:46.860	0	89
00:02:46.870	00:02:50.990	90	156
00:02:51.000	00:02:54.550	157	215
00:02:54.560	00:02:57.430	216	268
00:02:57.440	00:03:00.830	269	326
00:03:00.840	00:03:04.870	327	392
00:03:04.880	00:03:08.380	393	453
00:03:08.390	00:03:12.690	454	520
00:03:12.700	00:03:16.300	521	587
00:03:16.310	00:03:20.080	588	649
00:03:20.090	00:03:24.730	650	715
00:03:24.740	00:03:27.070	716	773
00:03:27.080	00:03:31.120	774	843
00:03:31.130	00:03:34.650	844	903
00:03:34.660	00:03:37.610	904	953
00:03:37.620	00:03:40.920	954	1004
00:03:40.930	00:03:43.600	1006	1060
00:03:43.610	00:03:47.100	1061	1124
00:03:47.110	00:03:49.270	1125	1177
00:03:49.280	00:03:53.020	1178	1239
00:03:53.030	00:03:56.500	1240	1297
00:03:56.510	00:04:00.220	1298	1361
00:04:00.230	00:04:02.930	1362	1419
00:04:02.940	00:04:05.550	1420	1481
00:04:05.560	00:04:09.150	1482	1537
00:04:09.160	00:04:13.090	1538	1612
00:04:13.100	00:04:16.700	1613	1673
00:04:16.710	00:04:19.950	1674	1729
00:04:19.960	00:04:24.090	1730	1800
00:04:24.100	00:04:27.120	1801	1862
00:04:27.130	00:04:31.890	1863	1936
00:04:31.900	00:04:34.530	1937	1981
00:04:34.540	00:04:37.960	1982	2043
00:04:37.970	00:04:41.770	2044	2097
00:04:41.780	00:04:44.970	2098	2153
00:04:44.980	00:04:49.060	2154	2208
00:04:49.070	00:04:54.780	2209	2269
00:04:54.790	00:04:59.070	2270	2320
00:04:59.080	00:05:01.910	2321	2375
00:05:01.920	00:05:05.870	2376	2437
00:05:05.880	00:05:09.990	2438	2508
00:05:10.000	00:05:14.110	2509	2569
00:05:14.120	00:05:18.650	2570	2628
00:05:18.660	00:05:21.080	2629	2681
00:05:21.090	00:05:23.430	2682	2720
00:05:23.440	00:05:26.710	2721	2802
00:05:26.720	00:05:29.650	2803	2853
00:05:29.660	00:05:33.520	2854	2898
00:05:33.530	00:05:37.880	2899	2963
00:05:37.890	00:05:40.520	2964	3027
00:05:40.530	00:05:44.310	3028	3082
00:05:44.320	00:05:48.690	3083	3144
00:05:48.700	00:05:51.590	3145	3197
00:05:51.600	00:05:54.260	3198	3255
00:05:54.270	00:06:00.930	3256	3307
00:06:00.940	00:06:04.420	3308	3368
00:06:04.430	00:06:07.660	3369	3427
00:06:07.670	00:06:11.310	3428	3479
00:06:11.320	00:06:13.590	3480	3535
00:06:13.600	00:06:17.990	3536	3597
00:06:18.000	00:06:21.110	3598	3657
00:06:21.120	00:06:26.420	3658	3709
00:06:26.430	00:06:29.160	3710	3760
00:06:29.170	00:06:33.760	3761	3820
00:06:33.770	00:06:36.990	3821	3881
00:06:37.000	00:06:40.710	3882	3933
00:06:40.720	00:06:43.150	3934	3981
00:06:43.160	00:06:46.810	3982	4039
00:06:46.820	00:06:48.680	4040	4088
00:06:48.690	00:06:51.390	4089	4141
00:06:51.400	00:06:56.450	4142	4204
00:06:56.460	00:06:59.550	4205	4268
00:06:59.560	00:07:06.010	4269	4326
00:07:06.020	00:07:08.400	4327	4375
00:07:08.410	00:07:11.780	4376	4441
00:07:11.790	00:07:13.980	4442	4512
00:07:13.990	00:07:16.630	4513	4577
00:07:16.640	00:07:19.760	4578	4638
00:07:19.770	00:07:23.170	4639	4705
00:07:23.180	00:07:30.650	4706	4761
00:07:30.660	00:07:33.660	4762	4822
00:07:33.670	00:07:37.970	4823	4890
00:07:37.980	00:07:43.360	4891	4954
00:07:43.370	00:07:46.570	4955	5004
00:07:46.580	00:07:50.560	5005	5067
00:07:50.570	00:07:53.720	5068	5135
00:07:53.730	00:07:56.570	5136	5182
00:07:56.580	00:08:01.460	5183	5234
00:08:01.470	00:08:03.740	5235	5286
00:08:03.750	00:08:05.470	5287	5337
00:08:05.480	00:08:08.660	5338	5390
00:08:08.670	00:08:10.770	5391	5439
00:08:10.780	00:08:14.000	5440	5493
00:08:14.010	00:08:17.080	5494	5546
00:08:17.090	00:08:19.450	5547	5619
00:08:19.460	00:08:22.100	5620	5672
00:08:22.110	00:08:25.620	5673	5721
00:08:25.630	00:08:28.280	5722	5767
00:08:28.290	00:08:30.040	5768	5817
00:08:30.050	00:08:32.610	5818	5866
00:08:32.620	00:08:35.760	5867	5923
00:08:35.770	00:08:39.050	5924	5984
00:08:39.060	00:08:41.950	5985	6042
00:08:41.960	00:08:45.860	6043	6107
00:08:45.870	00:08:50.740	6108	6181
00:08:50.750	00:08:55.720	6182	6242
00:08:55.730	00:08:59.540	6243	6322
00:08:59.550	00:09:02.690	6323	6367
00:09:02.700	00:09:05.650	6368	6424
00:09:05.660	00:09:08.540	6425	6471
00:09:08.550	00:09:11.930	6472	6534
00:09:11.940	00:09:15.800	6535	6598
00:09:15.810	00:09:17.940	6599	6651
00:09:17.950	00:09:21.760	6652	6714
00:09:21.770	00:09:27.160	6715	6787
00:09:27.170	00:09:29.470	6788	6846
00:09:29.480	00:09:32.780	6847	6906
00:09:32.790	00:09:36.320	6907	6957
00:09:36.330	00:09:41.190	6958	7003
00:09:41.200	00:09:45.330	7004	7062
00:09:45.340	00:09:49.800	7063	7107
00:09:49.810	00:09:52.830	7108	7163
00:09:52.840	00:09:55.250	7164	7209
00:09:55.260	00:09:59.190	7210	7258
00:09:59.200	00:10:02.340	7259	7321
00:10:02.350	00:10:04.520	7322	7371
00:10:04.530	00:10:07.800	7372	7430
00:10:07.810	00:10:11.320	7431	7488
00:10:11.330	00:10:14.240	7489	7547
00:10:14.250	00:10:17.340	7548	7600
00:10:17.350	00:10:21.250	7601	7663
00:10:21.260	00:10:24.350	7664	7721
00:10:24.360	00:10:28.250	7722	7776
00:10:28.260	00:10:32.080	7777	7828
00:10:32.090	00:10:34.400	7829	7875
00:10:34.410	00:10:37.650	7876	7937
00:10:37.660	00:10:42.700	7938	8011
00:10:42.710	00:10:46.000	8012	8067
00:10:46.010	00:10:47.990	8068	8128
00:10:48.000	00:10:50.760	8129	8185
00:10:50.770	00:10:54.650	8186	8250
00:10:54.660	00:10:58.750	8251	8319
00:10:58.760	00:11:01.270	8320	8366
00:11:01.280	00:11:07.420	8367	8421
00:11:07.430	00:11:10.120	8422	8470
00:11:10.130	00:11:13.260	8471	8535
00:11:13.270	00:11:15.410	8536	8586
00:11:15.420	00:11:17.460	8587	8640
00:11:17.470	00:11:19.140	8641	8689
00:11:19.150	00:11:23.650	8690	8745
00:11:23.660	00:11:27.960	8746	8806
00:11:27.970	00:11:33.260	8807	8867
