index	start	end	alignment-start	alignment-end
1	00:01:04.610	00:01:07.340	0	74
2	00:01:07.350	00:01:11.270	75	142
3	00:01:11.280	00:01:14.980	143	200
4	00:01:14.990	00:01:17.650	201	259
5	00:01:17.660	00:01:20.710	260	313
6	00:01:20.720	00:01:25.280	314	391
7	00:01:25.290	00:01:29.340	392	456
8	00:01:29.350	00:01:32.900	457	515
9	00:01:32.910	00:02:20.590	516	617
10	00:02:20.600	00:02:24.250	618	683
11	00:02:24.260	00:02:27.130	684	746
12	00:02:27.140	00:02:30.020	747	801
13	00:02:30.030	00:02:33.470	802	853
14	00:02:33.480	00:02:36.990	854	918
15	00:02:37.000	00:02:42.530	919	971
16	00:02:42.540	00:02:44.710	972	1024
17	00:02:44.720	00:02:48.230	1025	1093
18	00:02:48.240	00:02:52.620	1094	1158
19	00:02:52.630	00:02:56.620	1159	1216
20	00:02:56.630	00:02:59.550	1217	1263
21	00:02:59.560	00:03:04.040	1264	1340
22	00:03:04.050	00:03:08.800	1341	1405
23	00:03:08.810	00:03:13.250	1406	1471
24	00:03:13.260	00:03:16.350	1472	1527
25	00:03:16.360	00:03:19.780	1528	1583
26	00:03:19.790	00:03:22.590	1584	1631
27	00:03:22.600	00:03:26.230	1632	1699
28	00:03:26.240	00:03:28.350	1700	1745
29	00:03:28.360	00:03:32.630	1746	1819
30	00:03:32.640	00:03:36.120	1820	1875
31	00:03:36.130	00:03:40.560	1876	1936
32	00:03:40.570	00:03:47.320	1937	1994
33	00:03:47.330	00:03:51.380	1995	2081
34	00:03:51.390	00:03:55.590	2082	2141
35	00:03:55.600	00:03:58.980	2142	2198
36	00:03:58.990	00:04:01.980	2199	2257
37	00:04:01.990	00:04:04.320	2258	2310
38	00:04:04.330	00:04:07.540	2311	2373
39	00:04:07.550	00:04:11.470	2374	2435
40	00:04:11.480	00:04:14.650	2436	2481
41	00:04:14.660	00:04:17.760	2482	2531
42	00:04:17.770	00:04:25.060	2532	2609
43	00:04:25.070	00:04:29.070	2610	2670
44	00:04:29.080	00:04:32.440	2671	2725
45	00:04:32.450	00:04:37.390	2726	2811
46	00:04:37.400	00:04:39.590	2812	2853
47	00:04:39.600	00:04:44.110	2854	2911
48	00:04:44.120	00:04:48.590	2912	2975
49	00:04:48.600	00:04:51.280	2976	3026
50	00:04:51.290	00:04:55.110	3027	3089
51	00:04:55.120	00:05:00.520	3090	3161
52	00:05:00.530	00:05:04.150	3162	3218
53	00:05:04.160	00:05:09.260	3219	3289
54	00:05:09.270	00:05:13.460	3290	3346
55	00:05:13.470	00:05:17.270	3347	3411
56	00:05:17.280	00:05:21.110	3412	3472
57	00:05:21.120	00:05:26.720	3473	3566
58	00:05:26.730	00:05:29.240	3567	3625
59	00:05:29.250	00:05:32.300	3626	3679
60	00:05:32.310	00:05:35.060	3680	3734
61	00:05:35.070	00:05:38.110	3735	3794
62	00:05:38.120	00:05:41.940	3795	3870
63	00:05:41.950	00:05:43.660	3871	3926
64	00:05:43.670	00:05:46.760	3927	3997
65	00:05:46.770	00:05:50.630	3998	4047
66	00:05:50.640	00:05:54.720	4048	4107
67	00:05:54.730	00:05:58.820	4108	4181
68	00:05:58.830	00:06:03.570	4182	4249
69	00:06:03.580	00:06:07.420	4250	4304
70	00:06:07.430	00:06:11.300	4305	4368
71	00:06:11.310	00:06:15.560	4369	4430
72	00:06:15.570	00:06:18.710	4431	4489
73	00:06:18.720	00:06:22.030	4490	4547
74	00:06:22.040	00:06:25.710	4548	4605
75	00:06:25.720	00:06:29.470	4606	4663
76	00:06:29.480	00:06:33.630	4664	4728
77	00:06:33.640	00:06:44.670	4729	4821
78	00:06:44.680	00:06:48.970	4822	4902
79	00:06:48.980	00:06:53.970	4903	4975
80	00:06:53.980	00:06:57.290	4976	5032
81	00:06:57.300	00:07:01.090	5033	5087
82	00:07:01.100	00:07:06.180	5088	5138
83	00:07:06.190	00:07:08.720	5139	5189
84	00:07:08.730	00:07:12.180	5190	5243
85	00:07:12.190	00:07:16.850	5244	5309
86	00:07:16.860	00:07:21.980	5310	5371
87	00:07:21.990	00:07:25.230	5372	5430
88	00:07:25.240	00:07:29.260	5431	5500
89	00:07:29.270	00:07:34.030	5501	5569
90	00:07:34.040	00:07:39.000	5570	5646
91	00:07:39.010	00:07:42.460	5647	5736
92	00:07:42.470	00:07:46.270	5737	5799
93	00:07:46.280	00:07:51.660	5800	5859
94	00:07:51.670	00:07:57.060	5860	5922
95	00:07:57.070	00:07:59.670	5923	5979
96	00:07:59.680	00:08:03.490	5980	6023
97	00:08:03.500	00:08:08.300	6024	6078
98	00:08:08.310	00:08:12.090	6079	6137
99	00:08:12.100	00:08:16.970	6138	6193
100	00:08:16.980	00:08:19.910	6194	6247
101	00:08:19.920	00:08:24.700	6248	6310
102	00:08:24.710	00:08:29.160	6311	6362
103	00:08:29.170	00:08:35.180	6363	6438
104	00:08:35.190	00:08:40.180	6439	6490
105	00:08:40.190	00:08:47.760	6491	6566
106	00:08:47.770	00:08:53.540	6567	6620
107	00:08:53.550	00:09:01.210	6621	6678
108	00:09:01.220	00:09:06.040	6679	6743
109	00:09:06.050	00:09:11.820	6744	6803
110	00:09:11.830	00:09:16.700	6804	6877
111	00:09:16.710	00:09:20.410	6878	6960
112	00:09:20.420	00:09:26.780	6961	7022
113	00:09:26.790	00:09:30.650	7023	7080
114	00:09:30.660	00:09:33.370	7081	7124
115	00:09:33.380	00:09:37.220	7125	7174
116	00:09:37.230	00:09:42.950	7175	7251
117	00:09:42.960	00:09:46.030	7252	7319
118	00:09:46.040	00:09:52.540	7320	7384
119	00:09:52.550	00:09:57.050	7385	7453
120	00:09:57.060	00:10:00.440	7454	7513
121	00:10:00.450	00:10:03.180	7514	7586
122	00:10:03.190	00:10:05.680	7587	7638
123	00:10:05.690	00:10:09.830	7639	7722
124	00:10:09.840	00:10:13.580	7723	7779
125	00:10:13.590	00:10:16.480	7780	7837
126	00:10:16.490	00:10:21.980	7838	7899
127	00:10:21.990	00:10:26.140	7900	7957
128	00:10:26.150	00:10:29.580	7958	8018
129	00:10:29.590	00:10:33.670	8019	8087
130	00:10:33.680	00:10:36.570	8088	8145
131	00:10:36.580	00:10:40.670	8146	8241
132	00:10:40.680	00:10:42.310	8242	8290
133	00:10:42.320	00:10:45.400	8291	8342
