start	end	alignment-start	alignment-end
00:01:15.670	00:01:19.160	0	91
00:01:19.170	00:01:22.120	92	149
00:01:22.130	00:01:26.030	150	223
00:01:26.040	00:01:29.280	224	280
00:01:29.290	00:01:32.470	281	341
00:01:32.480	00:01:36.640	342	411
00:01:36.650	00:01:40.740	412	476
00:01:40.750	00:01:43.080	477	528
00:01:43.090	00:01:46.780	529	608
00:01:46.790	00:01:50.370	609	672
00:01:50.380	00:01:55.080	673	743
00:01:55.090	00:01:58.420	744	810
00:01:58.430	00:02:30.900	811	915
00:02:30.910	00:02:35.630	916	995
00:02:35.640	00:02:39.830	996	1052
00:02:39.840	00:02:43.810	1053	1115
00:02:43.820	00:02:47.900	1116	1181
00:02:47.910	00:02:51.440	1182	1238
00:02:51.450	00:02:54.110	1239	1295
00:02:54.120	00:02:57.850	1296	1402
00:02:57.860	00:03:01.710	1403	1444
00:03:01.720	00:03:08.020	1445	1495
00:03:08.030	00:03:14.170	1496	1542
00:03:14.180	00:03:20.530	1543	1613
00:03:20.540	00:03:25.200	1614	1661
00:03:25.210	00:03:32.100	1662	1709
00:03:32.110	00:03:38.590	1710	1776
00:03:38.600	00:03:45.840	1777	1835
00:03:45.850	00:03:53.100	1836	1905
00:03:53.110	00:03:56.670	1906	1968
00:03:56.680	00:04:01.060	1969	2046
00:04:01.070	00:04:03.890	2047	2105
00:04:03.900	00:04:08.100	2106	2184
00:04:08.110	00:04:12.170	2185	2254
00:04:12.180	00:04:16.160	2255	2328
00:04:16.170	00:04:19.550	2329	2387
00:04:19.560	00:04:22.830	2388	2454
00:04:22.840	00:04:26.570	2455	2524
00:04:26.580	00:04:31.380	2525	2623
00:04:31.390	00:04:37.280	2624	2671
00:04:37.290	00:04:41.940	2672	2736
00:04:41.950	00:04:50.120	2737	2792
00:04:50.130	00:04:56.630	2793	2851
00:04:56.640	00:05:00.710	2852	2902
00:05:00.720	00:05:06.080	2903	2970
00:05:06.090	00:05:09.850	2971	3042
00:05:09.860	00:05:13.930	3043	3101
00:05:13.940	00:05:17.150	3102	3173
00:05:17.160	00:05:20.620	3174	3233
00:05:20.630	00:05:23.520	3234	3296
00:05:23.530	00:05:27.580	3297	3370
00:05:27.590	00:05:31.080	3371	3432
00:05:31.090	00:05:35.980	3433	3483
00:05:35.990	00:05:39.400	3484	3532
00:05:39.410	00:05:42.090	3533	3587
00:05:42.100	00:05:45.680	3588	3648
