start	end	alignment-start	alignment-end
00:01:55.690	00:01:58.700	2	72
00:01:58.710	00:02:03.800	73	152
00:02:03.810	00:02:07.020	153	213
00:02:07.030	00:02:10.740	214	271
00:02:10.750	00:02:14.990	272	341
00:02:15.000	00:02:18.370	342	405
00:02:18.380	00:02:21.050	406	456
00:02:21.060	00:02:51.600	457	555
00:02:51.610	00:02:55.170	556	613
00:02:55.180	00:02:58.210	614	672
00:02:58.220	00:03:02.470	673	760
00:03:02.480	00:03:06.140	761	818
00:03:06.150	00:03:09.830	819	879
00:03:09.840	00:03:11.490	880	930
00:03:11.500	00:03:13.960	931	987
00:03:13.970	00:03:15.890	988	1041
00:03:15.900	00:03:19.030	1042	1084
00:03:19.040	00:03:22.130	1085	1140
00:03:22.140	00:03:25.150	1141	1186
00:03:25.160	00:03:29.490	1187	1238
00:03:29.500	00:03:34.090	1239	1324
00:03:34.100	00:03:37.470	1325	1386
00:03:37.480	00:03:40.810	1387	1442
00:03:40.820	00:03:44.240	1443	1499
00:03:44.250	00:03:47.430	1500	1556
00:03:47.440	00:03:51.790	1557	1633
00:03:51.800	00:03:55.860	1634	1705
00:03:55.870	00:03:59.340	1706	1776
00:03:59.350	00:04:04.580	1777	1861
00:04:04.590	00:04:07.650	1862	1915
00:04:07.660	00:04:10.040	1916	1965
00:04:10.050	00:04:15.310	1966	2063
00:04:15.320	00:04:18.780	2064	2131
00:04:18.790	00:04:21.730	2132	2193
00:04:21.740	00:04:24.660	2194	2261
00:04:24.670	00:04:27.760	2262	2364
00:04:27.770	00:04:30.420	2365	2423
00:04:30.430	00:04:35.480	2424	2499
00:04:35.490	00:04:38.770	2500	2560
00:04:38.780	00:04:42.650	2561	2639
00:04:42.660	00:04:45.860	2640	2692
00:04:45.870	00:04:49.690	2693	2762
00:04:49.700	00:04:53.650	2763	2837
00:04:53.660	00:04:57.430	2838	2941
00:04:57.440	00:05:01.630	2942	2995
00:05:01.640	00:05:04.960	2996	3047
00:05:04.970	00:05:08.010	3048	3122
00:05:08.020	00:05:11.900	3123	3230
00:05:11.910	00:05:16.410	3231	3287
00:05:16.420	00:05:19.970	3288	3355
00:05:19.980	00:05:22.720	3356	3416
00:05:22.730	00:05:26.610	3417	3483
00:05:26.620	00:05:29.590	3484	3533
00:05:29.600	00:05:32.320	3534	3589
00:05:32.330	00:05:34.450	3590	3630
00:05:34.460	00:05:37.650	3631	3701
00:05:37.660	00:05:40.140	3702	3754
00:05:40.150	00:05:44.740	3755	3835
00:05:44.750	00:05:48.540	3836	3898
00:05:48.550	00:05:51.640	3899	3955
00:05:51.650	00:05:54.180	3956	4003
00:05:54.190	00:05:57.810	4004	4060
00:05:57.820	00:06:00.980	4061	4123
00:06:00.990	00:06:03.810	4124	4186
00:06:03.820	00:06:08.900	4187	4296
00:06:08.910	00:06:16.590	4297	4356
00:06:16.600	00:06:20.960	4357	4402
00:06:20.970	00:06:24.970	4403	4464
00:06:24.980	00:06:30.970	4465	4538
00:06:30.980	00:06:34.530	4539	4593
00:06:34.540	00:06:40.110	4594	4650
00:06:40.120	00:06:46.520	4651	4747
00:06:46.530	00:06:51.790	4748	4806
00:06:51.800	00:06:57.830	4807	4877
00:06:57.840	00:07:02.200	4878	4938
00:07:02.210	00:07:05.550	4939	4999
00:07:05.560	00:07:08.360	5000	5051
00:07:08.370	00:07:11.770	5052	5101
00:07:11.780	00:07:16.980	5102	5197
00:07:16.990	00:07:20.990	5198	5260
00:07:21.000	00:07:25.930	5261	5337
00:07:25.940	00:07:30.240	5338	5397
00:07:30.250	00:07:36.100	5398	5458
00:07:36.110	00:07:38.990	5459	5510
00:07:39.000	00:07:44.290	5511	5601
00:07:44.300	00:07:46.120	5602	5701
00:07:46.130	00:07:47.970	5702	5775
00:07:47.980	00:07:51.780	5776	5833
00:07:51.790	00:07:53.900	5834	5880
00:07:53.910	00:07:55.850	5881	5927
00:07:55.860	00:07:58.230	5928	5974
00:07:58.240	00:08:01.500	5975	6046
00:08:01.510	00:08:04.500	6047	6113
00:08:04.510	00:08:08.060	6114	6177
00:08:08.070	00:08:11.570	6178	6235
00:08:11.580	00:08:15.140	6236	6308
00:08:15.150	00:08:18.510	6309	6370
00:08:18.520	00:08:23.050	6371	6445
00:08:23.060	00:08:25.700	6446	6493
00:08:25.710	00:08:30.500	6494	6534
00:08:30.510	00:08:33.410	6535	6587
00:08:33.420	00:08:38.050	6588	6650
00:08:38.060	00:08:40.630	6651	6699
00:08:40.640	00:08:45.300	6700	6754
00:08:45.310	00:08:49.040	6755	6843
00:08:49.050	00:08:52.210	6844	6902
00:08:52.220	00:09:04.200	6903	6990
00:09:04.210	00:09:08.430	6991	7035
00:09:08.440	00:09:14.910	7036	7088
00:09:14.920	00:09:17.940	7089	7141
00:09:17.950	00:09:22.000	7142	7204
00:09:22.010	00:09:25.350	7205	7252
00:09:25.360	00:09:31.730	7253	7335
00:09:31.740	00:09:34.020	7336	7389
00:09:34.030	00:09:38.770	7390	7465
00:09:38.780	00:09:41.570	7466	7524
00:09:41.580	00:09:44.060	7525	7582
00:09:44.070	00:09:46.710	7583	7637
00:09:46.720	00:09:50.800	7638	7706
00:09:50.810	00:09:53.480	7707	7755
00:09:53.490	00:09:57.840	7756	7820
00:09:57.850	00:10:01.900	7821	7895
00:10:01.910	00:10:05.000	7896	7961
00:10:05.010	00:10:08.380	7962	8025
00:10:08.390	00:10:13.000	8026	8083
00:10:13.010	00:10:15.860	8084	8139
00:10:15.870	00:10:19.250	8140	8201
00:10:19.260	00:10:23.060	8202	8267
00:10:23.070	00:10:27.270	8268	8336
00:10:27.280	00:10:30.980	8337	8393
00:10:30.990	00:10:35.900	8394	8457
00:10:35.910	00:10:40.530	8458	8518
00:10:40.540	00:10:44.780	8519	8583
00:10:44.790	00:10:48.410	8584	8640
00:10:48.420	00:10:52.850	8641	8710
00:10:52.860	00:10:56.610	8711	8768
00:10:56.620	00:10:58.970	8769	8821
00:10:58.980	00:11:03.500	8822	8873
00:11:03.510	00:11:08.320	8874	8943
00:11:08.330	00:11:21.560	8944	9047
00:11:21.570	00:11:25.830	9048	9125
00:11:25.840	00:11:30.330	9126	9207
00:11:30.340	00:11:33.080	9208	9267
00:11:33.090	00:11:36.760	9268	9332
00:11:36.770	00:11:39.320	9333	9389
00:11:39.330	00:11:43.050	9390	9455
00:11:43.060	00:11:46.630	9456	9516
00:11:46.640	00:11:50.520	9517	9586
00:11:50.530	00:11:53.590	9587	9641
00:11:53.600	00:11:56.030	9642	9750
00:11:56.040	00:11:59.220	9751	9808
00:11:59.230	00:12:03.020	9809	9888
00:12:03.030	00:12:06.730	9889	9950
00:12:06.740	00:12:10.060	9951	10004
00:12:10.070	00:12:13.990	10005	10056
00:12:14.000	00:12:18.750	10057	10110
00:12:18.760	00:12:22.950	10111	10172
00:12:22.960	00:12:27.920	10173	10227
00:12:27.930	00:12:31.600	10228	10284
00:12:31.610	00:12:35.220	10285	10324
00:12:35.230	00:12:38.520	10325	10372
00:12:38.530	00:12:42.520	10373	10425
00:12:42.530	00:12:45.940	10426	10476
00:12:45.950	00:12:48.320	10477	10531
00:12:48.330	00:12:50.830	10532	10579
00:12:50.840	00:12:54.260	10580	10641
00:12:54.270	00:12:57.710	10642	10686
00:12:57.720	00:13:00.770	10687	10746
00:13:00.780	00:13:05.390	10747	10800
00:13:05.400	00:13:08.530	10801	10849
00:13:08.540	00:13:11.690	10850	10910
00:13:11.700	00:13:16.200	10911	10960
00:13:16.210	00:13:18.780	10961	11036
00:13:18.790	00:13:20.760	11037	11080
00:13:20.770	00:13:25.800	11081	11164
00:13:25.810	00:13:29.100	11165	11228
00:13:29.110	00:13:34.460	11229	11300
00:13:34.470	00:13:39.040	11301	11364
00:13:39.050	00:13:42.190	11365	11427
00:13:42.200	00:13:47.300	11428	11496
00:13:47.310	00:13:50.260	11497	11555
00:13:50.270	00:13:54.450	11556	11604
00:13:54.460	00:13:57.140	11605	11652
00:13:57.150	00:13:59.930	11653	11713
00:13:59.940	00:14:03.290	11714	11767
00:14:03.300	00:14:06.070	11768	11811
00:14:06.080	00:14:08.720	11812	11882
00:14:08.730	00:14:14.520	11882	11937
00:14:14.530	00:14:18.290	11938	11992
00:14:18.300	00:14:21.710	11993	12057
00:14:21.720	00:14:25.670	12058	12140
00:14:25.680	00:14:28.500	12141	12198
00:14:28.510	00:14:32.350	12199	12271
00:14:32.360	00:14:36.460	12272	12324
00:14:36.470	00:14:40.900	12325	12387
00:14:40.910	00:14:45.070	12388	12445
00:14:45.080	00:14:48.490	12446	12506
