index	start	end	alignment-start	alignment-end
1	00:02:05.570	00:02:08.570	0	74
2	00:02:08.580	00:02:12.390	75	140
3	00:02:12.400	00:02:16.540	141	203
4	00:02:16.550	00:02:19.830	204	255
5	00:02:19.840	00:02:24.510	256	332
6	00:02:24.520	00:03:05.250	333	412
7	00:03:05.260	00:03:09.290	413	476
8	00:03:09.300	00:03:13.930	477	533
9	00:03:13.940	00:03:17.660	534	605
10	00:03:17.670	00:03:21.300	606	672
11	00:03:21.310	00:03:25.890	673	751
12	00:03:25.900	00:03:30.030	752	806
13	00:03:30.040	00:03:33.780	807	878
14	00:03:33.790	00:03:36.460	879	932
15	00:03:36.470	00:03:41.000	933	1015
16	00:03:41.010	00:03:43.410	1016	1055
17	00:03:43.420	00:03:46.330	1056	1104
18	00:03:46.340	00:03:51.070	1105	1155
19	00:03:51.080	00:03:54.770	1156	1198
20	00:03:54.780	00:03:59.290	1199	1253
21	00:03:59.300	00:04:01.260	1254	1296
22	00:04:01.270	00:04:03.810	1297	1345
23	00:04:03.820	00:04:06.760	1346	1391
24	00:04:06.770	00:04:10.450	1392	1460
25	00:04:10.460	00:04:13.090	1461	1514
26	00:04:13.100	00:04:16.090	1515	1571
27	00:04:16.100	00:04:19.660	1572	1635
28	00:04:19.670	00:04:23.850	1636	1706
29	00:04:23.860	00:04:27.020	1707	1763
30	00:04:27.030	00:04:30.790	1764	1821
31	00:04:30.800	00:04:34.410	1822	1889
32	00:04:34.420	00:04:38.400	1890	1960
33	00:04:38.410	00:04:41.380	1961	2014
34	00:04:41.390	00:04:46.620	2015	2092
35	00:04:46.630	00:04:50.070	2093	2151
36	00:04:50.080	00:04:53.800	2152	2219
37	00:04:53.810	00:04:57.220	2220	2275
38	00:04:57.230	00:05:01.780	2276	2351
39	00:05:01.790	00:05:06.040	2352	2428
40	00:05:06.050	00:05:10.070	2429	2496
41	00:05:10.080	00:05:14.280	2497	2562
42	00:05:14.290	00:05:17.130	2563	2618
43	00:05:17.140	00:05:20.940	2619	2681
44	00:05:20.950	00:05:24.010	2682	2737
45	00:05:24.020	00:05:26.940	2738	2791
46	00:05:26.950	00:05:30.720	2792	2846
47	00:05:30.730	00:05:33.580	2847	2913
48	00:05:33.590	00:05:38.180	2914	2968
49	00:05:38.190	00:05:42.060	2969	3031
50	00:05:42.070	00:05:45.780	3032	3085
51	00:05:45.790	00:05:49.690	3086	3147
52	00:05:49.700	00:05:52.550	3148	3208
53	00:05:52.560	00:05:55.960	3209	3262
54	00:05:55.970	00:05:58.690	3263	3311
55	00:05:58.700	00:06:02.830	3312	3365
56	00:06:02.840	00:06:14.320	3366	3439
57	00:06:14.330	00:06:26.150	3440	3492
58	00:06:26.160	00:06:37.310	3493	3537
59	00:06:37.320	00:06:41.900	3538	3615
60	00:06:41.910	00:06:45.700	3616	3674
61	00:06:45.710	00:06:48.970	3675	3728
62	00:06:48.980	00:06:52.830	3729	3803
63	00:06:52.840	00:06:56.850	3804	3863
64	00:06:56.860	00:07:00.510	3864	3927
65	00:07:00.520	00:07:03.720	3928	3987
66	00:07:03.730	00:07:06.920	3988	4052
67	00:07:06.930	00:07:09.990	4053	4110
68	00:07:10.000	00:07:14.070	4111	4176
69	00:07:14.080	00:07:16.990	4177	4230
70	00:07:17.000	00:07:21.300	4231	4288
71	00:07:21.310	00:07:24.660	4289	4345
72	00:07:24.670	00:07:26.620	4346	4398
73	00:07:26.630	00:07:29.530	4399	4448
74	00:07:29.540	00:07:34.180	4449	4514
75	00:07:34.190	00:07:47.020	4515	4623
76	00:07:47.030	00:07:51.450	4624	4691
77	00:07:51.460	00:07:55.670	4692	4758
78	00:07:55.680	00:08:00.020	4759	4889
79	00:08:00.030	00:08:06.460	4890	4962
80	00:08:06.470	00:08:12.460	4963	5012
81	00:08:12.470	00:08:17.400	5013	5072
82	00:08:17.410	00:08:20.810	5073	5133
83	00:08:20.820	00:08:25.130	5134	5208
84	00:08:25.140	00:08:31.220	5209	5263
85	00:08:31.230	00:08:34.700	5264	5329
86	00:08:34.710	00:08:38.390	5330	5394
87	00:08:38.400	00:08:43.100	5395	5470
88	00:08:43.110	00:08:47.250	5471	5534
89	00:08:47.260	00:08:52.940	5535	5607
90	00:08:52.950	00:08:55.790	5608	5662
91	00:08:55.800	00:08:59.510	5663	5721
92	00:08:59.520	00:09:02.500	5722	5780
93	00:09:02.510	00:09:06.770	5781	5848
94	00:09:06.780	00:09:09.760	5849	5914
95	00:09:09.770	00:09:13.420	5915	5985
96	00:09:13.430	00:09:19.940	5986	6070
97	00:09:19.950	00:09:25.230	6071	6125
98	00:09:25.240	00:09:28.740	6126	6174
99	00:09:28.750	00:09:34.380	6175	6229
100	00:09:34.390	00:09:38.680	6230	6298
101	00:09:38.690	00:09:42.090	6301	6354
102	00:09:42.100	00:09:45.860	6355	6419
103	00:09:45.870	00:09:53.030	6420	6480
104	00:09:53.040	00:09:56.520	6481	6539
105	00:09:56.530	00:10:00.710	6540	6584
106	00:10:00.720	00:10:03.770	6585	6640
107	00:10:03.780	00:10:07.620	6641	6686
108	00:10:07.630	00:10:12.290	6687	6748
109	00:10:12.300	00:10:14.730	6749	6803
110	00:10:14.740	00:10:21.120	6804	6884
111	00:10:21.130	00:10:24.080	6885	6954
112	00:10:24.090	00:10:27.380	6955	7008
113	00:10:27.390	00:10:30.900	7009	7078
114	00:10:30.910	00:10:34.810	7079	7147
115	00:10:34.820	00:10:37.680	7148	7205
116	00:10:37.690	00:10:41.820	7206	7278
117	00:10:41.830	00:10:47.780	7279	7352
118	00:10:47.790	00:10:50.200	7353	7417
119	00:10:50.210	00:10:52.360	7418	7473
120	00:10:52.370	00:10:56.020	7474	7570
121	00:10:56.030	00:10:58.740	7571	7622
122	00:10:58.750	00:11:02.860	7623	7691
123	00:11:02.870	00:11:06.720	7692	7747
124	00:11:06.730	00:11:09.730	7748	7796
125	00:11:09.740	00:11:11.930	7797	7851
126	00:11:11.940	00:11:16.490	7852	7904
127	00:11:16.500	00:11:18.510	7905	7972
128	00:11:18.520	00:11:20.720	7973	8047
129	00:11:20.730	00:11:24.550	8048	8116
130	00:11:24.560	00:11:27.600	8117	8180
131	00:11:27.610	00:11:30.390	8181	8237
132	00:11:30.400	00:11:33.230	8238	8302
133	00:11:33.240	00:11:37.400	8303	8341
134	00:11:37.410	00:11:41.160	8342	8384
135	00:11:41.170	00:11:44.730	8385	8449
136	00:11:44.740	00:11:48.760	8450	8499
137	00:11:48.770	00:11:52.780	8500	8553
138	00:11:52.790	00:11:56.260	8554	8621
139	00:11:56.270	00:11:59.380	8622	8675
140	00:11:59.390	00:12:02.610	8676	8775
141	00:12:02.620	00:12:05.300	8776	8843
142	00:12:05.310	00:12:09.040	8844	8904
143	00:12:09.050	00:12:12.420	8905	8945
144	00:12:12.430	00:12:16.290	8946	9008
145	00:12:16.300	00:12:22.360	9009	9073
146	00:12:22.370	00:12:24.850	9074	9140
147	00:12:24.860	00:12:29.240	9141	9196
148	00:12:29.250	00:12:35.230	9197	9261
149	00:12:35.240	00:12:39.560	9262	9317
150	00:12:39.570	00:12:41.990	9318	9383
151	00:12:42.000	00:12:46.480	9384	9446
152	00:12:46.490	00:12:50.250	9447	9518
153	00:12:50.260	00:12:53.970	9519	9597
154	00:12:53.980	00:12:59.760	9598	9653
155	00:12:59.770	00:13:04.080	9654	9710
156	00:13:04.090	00:13:10.760	9711	9780
157	00:13:10.770	00:13:14.050	9781	9830
158	00:13:14.060	00:13:18.300	9831	9896
159	00:13:18.310	00:13:22.540	9897	9945
160	00:13:22.550	00:13:26.620	9946	10008
161	00:13:26.630	00:13:29.460	10009	10054
162	00:13:29.470	00:13:31.950	10055	10117
163	00:13:31.960	00:13:33.940	10118	10182
164	00:13:33.950	00:13:36.020	10183	10258
165	00:13:36.030	00:13:39.050	10259	10353
166	00:13:39.060	00:13:42.010	10354	10413
167	00:13:42.020	00:13:44.810	10414	10479
168	00:13:44.820	00:13:46.400	10480	10525
169	00:13:46.410	00:13:48.440	10526	10580
170	00:13:48.450	00:13:52.260	10581	10634
171	00:13:52.270	00:13:55.820	10635	10691
172	00:13:55.830	00:13:59.370	10692	10754
173	00:13:59.380	00:14:02.150	10755	10811
174	00:14:02.160	00:14:05.160	10812	10870
175	00:14:05.170	00:14:07.700	10871	10926
176	00:14:07.710	00:14:10.080	10927	10975
177	00:14:10.090	00:14:13.510	10976	11044
178	00:14:13.520	00:14:15.880	11045	11096
179	00:14:15.890	00:14:18.890	11097	11152
180	00:14:18.900	00:14:20.390	11153	11203
