index	starts	ends	content
1	00:02:01.890	00:02:05.270	Good evening. These were the top headline stories today. President
2	00:02:05.280	00:02:08.450	Reagan considered ways to increase the pressure on the captors
3	00:02:08.460	00:02:12.840	of 40 American hostages, including a blockade of Lebanon. Syria
4	00:02:12.850	00:02:15.810	and Israel offered to help in the crisis. House and
5	00:02:15.820	00:02:19.180	Senate negotiators gave up efforts to reach a compromise agreement
6	00:02:19.190	00:02:22.770	on a budget to reduce the deficit. An Oklahoma fireworks
7	00:02:22.780	00:02:27.530	plant exploded, killing at least 21. Jim? The NewsHour tonight
8	00:02:27.540	00:02:29.870	is the news of the day, two focus segments and
9	00:02:29.880	00:02:34.520	a newsmaker interview. Focus one, President Reagan's options against Lebanon,
10	00:02:34.530	00:02:38.090	first with Senate Foreign Relations Committee chairman Richard Lugar, then
11	00:02:38.100	00:02:42.060	with Jesse Jackson, former Defense Secretary Donald Rumsfeld and former
12	00:02:42.070	00:02:45.810	State Department official Joseph Sisco. Focus two, the falling out
13	00:02:45.820	00:02:48.850	of House and Senate conferees over the budget, with two
14	00:02:48.860	00:02:52.070	of the principal players, Congressman William Gray and Senator William
15	00:02:52.080	00:02:56.270	Armstrong. The newsmaker interview is with Senator Robert Packwood, chairman
16	00:02:56.280	00:02:58.550	of the Senate Finance Committee and a key man in
17	00:02:58.560	00:03:21.260	the move for tax reform. President Reagan has decided to let
18	00:03:21.270	00:03:24.200	diplomacy work a while longer to free the 40 American
19	00:03:24.210	00:03:27.710	hostages in Beirut. White House spokesman Larry Speakes said late
20	00:03:27.720	00:03:31.660	today the President is considering several concrete options, but decided
21	00:03:31.670	00:03:34.750	to hold back to see if diplomatic efforts will work.
22	00:03:34.760	00:03:37.530	Speakes said the options include shutting down the flow of
23	00:03:37.540	00:03:41.470	goods and services into Lebanon through boycotts and other economic
24	00:03:41.480	00:03:45.530	measures, and closing down Beirut airport to all traffic. Both
25	00:03:45.540	00:03:48.490	of these steps, he said, would require cooperation of other
26	00:03:48.500	00:03:50.520	countries; the point of it all would be to put
27	00:03:50.530	00:03:54.160	pressure on the Shiite Moslems to release the hostages. Mr.
28	00:03:54.170	00:03:58.320	Reagan met today with his top diplomatic, military and intelligence
29	00:03:58.330	00:04:03.120	advisers, including Secretary of State Shultz and Defense Secretary Weinberger.
30	00:04:03.130	00:04:06.240	Robin? There were these other developments in the hostage crisis
31	00:04:06.250	00:04:09.710	today. White House spokesman Speakes said Syria had agreed to
32	00:04:09.720	00:04:13.230	help, but Washington had seen no evidence of it. Israel's
33	00:04:13.240	00:04:16.350	Prime Minister Shimon Peres sent a letter to President Reagan
34	00:04:16.360	00:04:20.650	pledging full cooperation. Previously Israel has expressed sympathy, but said
35	00:04:20.660	00:04:25.580	the situation is an American affair. United Nations Secretary-General Javier
36	00:04:25.590	00:04:28.750	Perez de Cuellar issued a statement calling for the early
37	00:04:28.760	00:04:33.930	release of the 735 Lebanese prisoners still held by Israel.
38	00:04:33.940	00:04:37.030	The International Red Cross says it was visiting all 40
39	00:04:37.040	00:04:40.760	hostages today in Beirut. We will take a long look
40	00:04:40.770	00:04:44.560	at the hostage situation in our lead focus segment tonight.
41	00:04:44.570	00:04:47.190	In El Salvador today there was a follow-up to last
42	00:04:47.200	00:04:50.510	week's killing of four U.S. Marines. A leftist guerrilla group
43	00:04:50.520	00:04:53.130	said the raid was only the beginning of a war
44	00:04:53.140	00:04:57.110	against American servicemen in El Salvador. The off-duty Marines had
45	00:04:57.120	00:05:00.040	been assigned to the U.S. Embassy in San Salvador. They
46	00:05:00.050	00:05:04.330	were shot while eating at an outdoor cafe. House and
47	00:05:04.340	00:05:07.790	Senate conferees today gave up for the time being their
48	00:05:07.800	00:05:10.750	efforts to find a compromise budget to cut the federal
49	00:05:10.760	00:05:14.760	deficit. They were unable to reconcile differences between the Republican
50	00:05:14.770	00:05:19.420	Senate budget plan, which cuts Social Security cost-of-living increases, and
51	00:05:19.430	00:05:22.990	the Democratic House plan, which leaves the COLAs intact, but
52	00:05:23.000	00:05:26.770	makes deeper cuts in defense. The impasse was described by
53	00:05:26.780	00:05:34.230	Senate Budget Committee chairman Pete Domenici. I have concluded that
54	00:05:34.240	00:05:39.560	no good purpose can be served in continuing this conference
55	00:05:39.570	00:05:43.730	at this time. Knowing full well the importance of a
56	00:05:43.740	00:05:49.550	major deficit reduction package, I have, nonetheless, concluded that we
57	00:05:49.560	00:05:53.400	should no longer proceed. I don't want this to be
58	00:05:53.410	00:05:59.120	interpreted in any way that the House conferees, and in
59	00:05:59.130	00:06:02.960	particular the distinguished chairman of the House conference, have not
60	00:06:02.970	00:06:06.750	tried their very best. It's just one of those situation
61	00:06:06.760	00:06:10.710	where now that, consistent with the confines of these two
62	00:06:10.720	00:06:14.200	budget resolutions, there seems to the senator from New Mexico,
63	00:06:14.210	00:06:17.020	chairman of this conference and the chairman of the Senate
64	00:06:17.030	00:06:21.150	conferees, that no useful purpose will be served, with the
65	00:06:21.160	00:06:25.170	situation being what it is, for us to proceed. We'll
66	00:06:25.180	00:06:28.000	discuss the budget deadlock in a focus section later in
67	00:06:28.010	00:06:30.740	the program when we also have a newsmaker interview on
68	00:06:30.750	00:06:33.730	the shape of tax reform with Senate Finance Committee chairman
69	00:06:33.740	00:06:37.520	Robert Packwood. More than 20 people died today in a
70	00:06:37.530	00:06:41.530	series of explosions at an Oklahoma fireworks factory. Thirty-one people
