start	end	alignment-start	alignment-end
00:00:24.130	00:00:27.050	2	72
00:00:27.060	00:00:31.120	73	132
00:00:31.130	00:00:35.900	133	199
00:00:35.910	00:00:39.350	200	257
00:00:39.360	00:00:43.330	258	316
00:00:43.340	00:00:48.030	317	384
00:00:48.040	00:02:24.420	385	472
00:02:24.430	00:02:28.320	473	526
00:02:28.330	00:02:32.470	527	588
00:02:32.480	00:02:36.560	589	646
00:02:36.570	00:02:41.890	647	709
00:02:41.900	00:02:46.690	710	776
00:02:46.700	00:02:50.610	777	837
00:02:50.620	00:02:54.240	838	899
00:02:54.250	00:02:58.630	900	960
00:02:58.640	00:03:01.140	961	1014
00:03:01.150	00:03:05.490	1015	1082
00:03:05.500	00:03:09.760	1083	1138
00:03:09.770	00:03:14.420	1139	1214
00:03:14.430	00:03:18.070	1215	1266
00:03:18.080	00:03:21.100	1267	1330
00:03:21.110	00:03:25.030	1331	1404
00:03:25.040	00:03:28.910	1405	1460
00:03:28.920	00:03:32.530	1461	1525
00:03:32.540	00:03:35.320	1526	1584
00:03:35.330	00:03:39.670	1585	1655
00:03:39.680	00:03:43.550	1656	1718
00:03:43.560	00:03:47.760	1719	1783
00:03:47.770	00:03:51.350	1784	1843
00:03:51.360	00:03:55.110	1844	1904
00:03:55.120	00:03:58.440	1905	1967
00:03:58.450	00:04:02.830	1968	2034
00:04:02.840	00:04:06.580	2035	2080
00:04:06.590	00:04:12.100	2081	2150
00:04:12.110	00:04:15.480	2151	2201
00:04:15.490	00:04:19.810	2202	2264
00:04:19.820	00:04:22.780	2265	2314
00:04:22.790	00:04:25.740	2315	2364
00:04:25.750	00:04:29.780	2365	2413
00:04:29.790	00:04:34.470	2414	2474
00:04:34.480	00:04:38.990	2475	2538
00:04:39.000	00:04:42.630	2539	2589
00:04:42.640	00:04:47.890	2590	2651
00:04:47.900	00:04:50.760	2652	2709
00:04:50.770	00:04:54.840	2710	2764
00:04:54.850	00:04:59.160	2765	2829
00:04:59.170	00:05:02.480	2830	2889
00:05:02.490	00:05:05.240	2890	2939
00:05:05.250	00:05:10.390	2940	3004
00:05:10.400	00:05:13.920	3005	3054
00:05:13.930	00:05:19.920	3055	3136
00:05:19.930	00:05:24.080	3137	3197
00:05:24.090	00:05:28.030	3198	3262
00:05:28.040	00:05:32.180	3263	3321
00:05:32.190	00:05:36.400	3322	3389
00:05:36.410	00:05:39.940	3390	3441
00:05:39.950	00:05:44.890	3442	3507
00:05:44.900	00:05:49.110	3508	3573
00:05:49.120	00:05:52.930	3574	3627
00:05:52.940	00:05:57.350	3628	3677
00:05:57.360	00:06:00.920	3678	3727
00:06:00.930	00:06:05.160	3728	3773
00:06:05.170	00:06:09.170	3774	3831
00:06:09.180	00:06:12.340	3832	3888
00:06:12.350	00:06:17.180	3889	3942
00:06:17.190	00:06:21.700	3943	3992
00:06:21.710	00:06:24.630	3993	4043
00:06:24.640	00:06:28.010	4044	4102
00:06:28.020	00:06:33.670	4103	4172
00:06:33.680	00:06:37.930	4173	4231
00:06:37.940	00:06:40.440	4232	4275
00:06:40.450	00:06:43.630	4276	4325
00:06:43.640	00:06:48.770	4326	4386
00:06:48.780	00:07:03.990	4387	4494
00:07:04.000	00:07:08.280	4495	4557
