index	start	end	alignment-start	alignment-end
1	00:02:19.610	00:02:22.860	0	96
2	00:02:22.870	00:02:25.270	97	144
3	00:02:25.280	00:02:28.570	145	195
4	00:02:28.580	00:02:33.360	196	262
5	00:02:33.370	00:02:37.080	263	330
6	00:02:37.090	00:03:07.890	331	409
7	00:03:07.900	00:03:11.220	410	474
8	00:03:11.230	00:03:14.430	475	528
9	00:03:14.440	00:03:18.740	529	601
10	00:03:18.750	00:03:21.610	602	662
11	00:03:21.620	00:03:24.650	663	715
12	00:03:24.660	00:03:27.860	716	764
13	00:03:27.870	00:03:30.720	765	818
14	00:03:30.730	00:03:34.790	819	899
15	00:03:34.800	00:03:40.280	899	967
16	00:03:40.290	00:03:44.920	968	1037
17	00:03:44.930	00:03:49.050	1038	1096
18	00:03:49.060	00:03:52.850	1097	1146
19	00:03:52.860	00:03:56.150	1147	1211
20	00:03:56.160	00:04:01.240	1212	1293
21	00:04:01.250	00:04:03.900	1294	1343
22	00:04:03.910	00:04:08.330	1344	1404
23	00:04:08.340	00:04:12.550	1405	1472
24	00:04:12.560	00:04:17.740	1473	1556
25	00:04:17.750	00:04:20.740	1557	1618
26	00:04:20.750	00:04:25.370	1619	1672
27	00:04:25.380	00:04:28.520	1673	1729
28	00:04:28.530	00:04:34.090	1730	1780
29	00:04:34.100	00:04:36.760	1781	1832
30	00:04:36.770	00:04:38.730	1833	1876
31	00:04:38.740	00:04:41.220	1877	1924
32	00:04:41.230	00:04:49.950	1925	1982
33	00:04:49.960	00:04:53.070	1983	2032
34	00:04:53.080	00:04:55.720	2033	2080
35	00:04:55.730	00:05:05.360	2081	2136
36	00:05:05.370	00:05:09.020	2137	2196
37	00:05:09.030	00:05:12.850	2197	2260
38	00:05:12.860	00:05:28.430	2261	2318
39	00:05:28.440	00:05:32.610	2319	2386
40	00:05:32.620	00:05:35.380	2387	2442
41	00:05:35.390	00:05:42.730	2443	2496
42	00:05:42.740	00:05:49.040	2497	2549
43	00:05:49.050	00:05:52.660	2550	2606
44	00:05:52.670	00:05:57.970	2607	2653
45	00:05:57.980	00:06:00.320	2654	2698
46	00:06:00.330	00:06:03.030	2699	2749
47	00:06:03.040	00:06:08.530	2750	2794
48	00:06:08.540	00:06:14.650	2795	2846
49	00:06:14.660	00:06:23.310	2847	2915
50	00:06:23.320	00:06:31.310	2916	2971
51	00:06:31.320	00:06:33.960	2972	3023
52	00:06:33.970	00:06:36.660	3024	3078
53	00:06:36.670	00:06:39.570	3079	3129
54	00:06:39.580	00:06:45.700	3130	3174
55	00:06:45.710	00:06:49.620	3175	3229
56	00:06:49.630	00:06:54.300	3230	3285
57	00:06:54.310	00:06:59.160	3286	3387
58	00:06:59.170	00:07:03.320	3388	3442
59	00:07:03.330	00:07:08.910	3443	3501
60	00:07:08.920	00:07:12.080	3502	3562
61	00:07:12.090	00:07:16.340	3563	3616
62	00:07:16.350	00:07:19.370	3617	3681
63	00:07:19.380	00:07:25.030	3682	3747
64	00:07:25.040	00:07:28.350	3748	3800
65	00:07:28.360	00:07:35.000	3801	3872
66	00:07:35.010	00:07:38.460	3873	3940
67	00:07:38.470	00:07:40.980	3941	3987
68	00:07:40.990	00:07:48.650	3988	4042
69	00:07:48.660	00:07:51.950	4043	4098
70	00:07:51.960	00:07:54.520	4099	4143
71	00:07:54.530	00:08:01.700	4144	4203
72	00:08:01.710	00:08:04.360	4204	4256
73	00:08:04.370	00:08:10.890	4257	4334
74	00:08:10.900	00:08:16.000	4335	4379
75	00:08:16.010	00:08:22.280	4380	4449
76	00:08:22.290	00:08:29.250	4450	4499
77	00:08:29.260	00:08:33.510	4500	4540
78	00:08:33.520	00:08:40.200	4541	4631
79	00:08:40.210	00:08:42.280	4632	4679
80	00:08:42.290	00:08:44.250	4680	4729
81	00:08:44.260	00:08:48.900	4730	4800
82	00:08:48.910	00:08:51.080	4801	4864
83	00:08:51.090	00:08:53.190	4865	4910
84	00:08:53.200	00:08:55.980	4911	4971
85	00:08:55.990	00:08:59.510	4972	5021
86	00:08:59.520	00:09:02.030	5022	5083
87	00:09:02.040	00:09:04.350	5084	5139
88	00:09:04.360	00:09:16.720	5140	5216
