start	end	alignment-start	alignment-end
00:02:26.520	00:02:30.250	2	95
00:02:30.260	00:02:34.180	96	160
00:02:34.190	00:02:38.280	161	220
00:02:38.290	00:02:41.330	220	273
00:02:41.340	00:02:44.130	274	327
00:02:44.140	00:02:48.320	328	419
00:02:48.330	00:02:52.400	420	484
00:02:52.410	00:02:56.630	485	585
00:02:56.640	00:03:00.210	586	646
00:03:00.220	00:03:03.470	647	731
00:03:03.480	00:03:06.820	732	793
00:03:06.830	00:03:50.850	794	902
00:03:50.860	00:03:55.150	903	970
00:03:55.160	00:03:58.220	971	1032
00:03:58.230	00:04:02.350	1033	1104
00:04:02.360	00:04:05.790	1105	1167
00:04:05.800	00:04:08.850	1168	1224
00:04:08.860	00:04:18.570	1225	1361
00:04:18.580	00:04:27.480	1362	1414
00:04:27.490	00:04:30.350	1415	1479
00:04:30.360	00:04:35.400	1480	1529
00:04:35.410	00:04:41.280	1530	1593
00:04:41.290	00:04:44.630	1594	1652
00:04:44.640	00:04:47.330	1653	1707
00:04:47.340	00:04:51.820	1708	1785
00:04:51.830	00:04:54.800	1786	1841
00:04:54.810	00:04:57.660	1842	1896
00:04:57.670	00:05:01.860	1897	1962
00:05:01.870	00:05:04.400	1963	2016
00:05:04.410	00:05:09.810	2017	2094
00:05:09.820	00:05:12.790	2095	2141
00:05:12.800	00:05:16.250	2142	2208
00:05:16.260	00:05:20.460	2209	2272
00:05:20.470	00:05:23.680	2273	2336
00:05:23.690	00:05:26.940	2337	2395
00:05:26.950	00:05:46.790	2396	2526
00:05:46.800	00:05:50.070	2527	2589
00:05:50.080	00:05:53.280	2590	2641
00:05:53.290	00:05:56.480	2642	2686
00:05:56.490	00:06:00.910	2687	2766
00:06:00.920	00:06:04.300	2767	2834
00:06:04.310	00:06:08.120	2835	2899
00:06:08.130	00:06:11.140	2900	2951
00:06:11.150	00:06:14.950	2952	3021
00:06:14.960	00:06:23.900	3022	3069
00:06:23.910	00:06:28.620	3070	3135
00:06:28.630	00:06:33.370	3136	3190
00:06:33.380	00:06:35.260	3191	3233
00:06:35.270	00:06:38.270	3234	3276
00:06:38.280	00:06:43.920	3277	3373
00:06:43.930	00:06:48.080	3374	3421
