start	end	alignment-start	alignment-end
00:01:53.740	00:01:56.660	2	66
00:01:56.670	00:02:00.450	67	119
00:02:00.460	00:02:03.080	120	170
00:02:03.090	00:02:07.840	171	244
00:02:07.850	00:02:11.130	245	298
00:02:11.140	00:02:40.120	299	380
00:02:40.130	00:02:44.040	381	438
00:02:44.050	00:02:47.870	439	503
00:02:47.880	00:02:51.010	504	562
00:02:51.020	00:02:54.440	563	622
00:02:54.450	00:02:57.500	623	683
00:02:57.510	00:03:00.580	684	738
00:03:00.590	00:03:08.070	739	829
00:03:08.080	00:03:10.840	830	886
00:03:10.850	00:03:13.950	887	944
00:03:13.960	00:03:20.040	945	1009
00:03:20.050	00:03:22.840	1010	1062
00:03:22.850	00:03:28.720	1063	1127
00:03:28.730	00:03:33.200	1128	1184
00:03:33.210	00:03:35.250	1185	1228
00:03:35.260	00:03:38.780	1229	1281
00:03:38.790	00:03:41.760	1282	1340
00:03:41.770	00:03:46.440	1341	1406
00:03:46.450	00:03:50.990	1407	1477
00:03:51.000	00:03:54.100	1478	1531
00:03:54.110	00:03:58.720	1532	1610
00:03:58.730	00:04:02.620	1611	1666
00:04:02.630	00:04:06.020	1667	1727
00:04:06.030	00:04:08.060	1728	1775
00:04:08.070	00:04:12.070	1776	1841
00:04:12.080	00:04:16.780	1842	1920
00:04:16.790	00:04:20.930	1921	1985
00:04:20.940	00:04:25.700	1986	2062
00:04:25.710	00:04:29.850	2063	2123
00:04:29.860	00:04:33.890	2124	2193
00:04:33.900	00:04:39.240	2194	2267
00:04:39.250	00:04:42.080	2268	2324
00:04:42.090	00:04:45.080	2325	2380
00:04:45.090	00:04:47.670	2381	2429
00:04:47.680	00:04:51.700	2430	2500
00:04:51.710	00:04:56.500	2501	2558
00:04:56.510	00:04:58.760	2559	2610
00:04:58.770	00:05:02.870	2611	2683
00:05:02.880	00:05:06.990	2684	2750
00:05:07.000	00:05:10.780	2751	2811
00:05:10.790	00:05:15.620	2812	2871
00:05:15.630	00:05:18.860	2872	2935
00:05:18.870	00:05:22.570	2936	2987
00:05:22.580	00:05:26.380	2988	3057
00:05:26.390	00:05:31.150	3058	3110
00:05:31.160	00:05:35.500	3111	3178
00:05:35.510	00:05:38.420	3179	3234
00:05:38.430	00:05:42.730	3235	3296
00:05:42.740	00:05:46.760	3297	3349
00:05:46.770	00:05:51.510	3350	3419
00:05:51.520	00:05:54.950	3420	3478
00:05:54.960	00:05:58.750	3479	3543
00:05:58.760	00:06:02.170	3544	3591
00:06:02.180	00:06:15.300	3592	3689
00:06:15.310	00:06:18.000	3690	3734
00:06:18.010	00:06:22.060	3735	3782
00:06:22.070	00:06:26.280	3783	3852
00:06:26.290	00:06:30.940	3853	3922
00:06:30.950	00:06:34.250	3923	3980
00:06:34.260	00:06:36.930	3981	4029
00:06:36.940	00:06:40.900	4030	4096
00:06:40.910	00:06:48.630	4097	4186
00:06:48.640	00:06:52.800	4187	4252
00:06:52.810	00:06:57.140	4253	4319
00:06:57.150	00:07:06.140	4320	4386
00:07:06.150	00:07:09.160	4387	4437
00:07:09.170	00:07:13.780	4438	4499
00:07:13.790	00:07:16.950	4500	4550
00:07:16.960	00:07:20.590	4551	4613
00:07:20.600	00:07:23.230	4614	4659
00:07:23.240	00:07:26.450	4660	4747
00:07:26.460	00:07:31.670	4748	4804
00:07:31.680	00:07:36.830	4805	4851
00:07:36.840	00:07:43.650	4852	4947
00:07:43.660	00:07:47.490	4948	5010
00:07:47.500	00:07:51.660	5011	5080
00:07:51.670	00:07:56.740	5081	5141
00:07:56.750	00:08:00.250	5142	5202
00:08:00.260	00:08:04.520	5203	5265
00:08:04.530	00:08:09.520	5266	5362
00:08:09.530	00:08:11.690	5363	5421
00:08:11.700	00:08:16.250	5422	5512
00:08:16.260	00:08:20.850	5513	5589
00:08:20.860	00:08:25.610	5590	5649
00:08:25.620	00:08:30.320	5650	5709
00:08:30.330	00:08:33.180	5710	5753
00:08:33.190	00:08:36.680	5754	5820
00:08:36.690	00:08:39.160	5821	5880
00:08:39.170	00:08:42.150	5881	5938
00:08:42.160	00:08:45.230	5939	5993
00:08:45.240	00:08:48.840	5994	6085
00:08:48.850	00:08:52.850	6086	6146
00:08:52.860	00:08:56.760	6147	6205
00:08:56.770	00:08:59.760	6206	6259
00:08:59.770	00:09:02.690	6260	6310
00:09:02.700	00:09:06.140	6311	6361
00:09:06.150	00:09:09.690	6362	6419
00:09:09.700	00:09:13.310	6420	6479
00:09:13.320	00:09:16.770	6480	6546
00:09:16.780	00:09:20.840	6547	6608
00:09:20.850	00:09:24.670	6609	6657
00:09:24.680	00:09:29.490	6658	6717
00:09:29.500	00:09:33.000	6718	6779
00:09:33.010	00:09:37.670	6780	6866
00:09:37.680	00:09:41.020	6867	6920
00:09:41.030	00:09:44.070	6921	6973
00:09:44.080	00:09:48.840	6974	7038
00:09:48.850	00:09:52.620	7039	7110
00:09:52.630	00:10:01.300	7111	7178
00:10:01.310	00:10:06.380	7179	7230
00:10:06.390	00:10:13.400	7231	7292
00:10:13.410	00:10:17.050	7293	7351
00:10:17.060	00:10:21.620	7352	7405
00:10:21.630	00:10:26.430	7406	7498
00:10:26.440	00:10:30.630	7499	7603
00:10:30.640	00:10:34.000	7604	7654
00:10:34.010	00:10:38.000	7655	7719
00:10:38.010	00:10:41.200	7720	7789
00:10:41.210	00:10:45.370	7790	7836
00:10:45.380	00:10:51.150	7837	7886
00:10:51.160	00:10:54.470	7887	7940
00:10:54.480	00:10:58.130	7941	8024
00:10:58.140	00:11:02.390	8025	8138
00:11:02.400	00:11:06.860	8139	8205
00:11:06.870	00:11:10.450	8206	8263
00:11:10.460	00:11:14.040	8264	8313
00:11:14.050	00:11:17.780	8314	8369
00:11:17.790	00:11:22.280	8370	8437
00:11:22.290	00:11:27.110	8438	8502
00:11:27.120	00:11:30.930	8503	8560
00:11:30.940	00:11:37.340	8561	8623
00:11:37.350	00:11:41.560	8624	8696
00:11:41.570	00:11:46.670	8697	8774
00:11:46.680	00:11:50.460	8775	8830
00:11:50.470	00:11:55.190	8831	8901
00:11:55.200	00:11:57.840	8902	8952
00:11:57.850	00:12:00.260	8953	9016
00:12:00.270	00:12:04.750	9017	9090
00:12:04.760	00:12:08.590	9091	9150
00:12:08.600	00:12:12.500	9151	9219
00:12:12.510	00:12:16.960	9220	9303
00:12:16.970	00:12:19.890	9304	9362
00:12:19.900	00:12:23.490	9363	9428
00:12:23.500	00:12:27.110	9429	9486
00:12:27.120	00:12:30.590	9487	9554
00:12:30.600	00:12:35.240	9555	9628
00:12:35.250	00:12:37.830	9629	9680
00:12:37.840	00:12:41.700	9681	9748
00:12:41.710	00:12:45.300	9749	9803
00:12:45.310	00:12:48.950	9804	9854
00:12:48.960	00:12:51.850	9855	9948
00:12:51.860	00:12:55.090	9949	10012
00:12:55.100	00:13:00.010	10013	10068
00:13:00.020	00:13:03.440	10069	10124
00:13:03.450	00:13:06.990	10125	10183
00:13:07.000	00:13:10.470	10184	10237
00:13:10.480	00:13:14.090	10238	10339
00:13:14.100	00:13:15.930	10340	10385
00:13:15.940	00:13:19.090	10386	10432
00:13:19.100	00:13:22.350	10433	10498
00:13:22.360	00:13:24.450	10499	10547
00:13:24.460	00:13:27.710	10548	10597
00:13:27.720	00:13:29.990	10598	10642
00:13:30.000	00:13:34.360	10643	10696
00:13:34.370	00:13:36.550	10697	10737
00:13:36.560	00:13:39.370	10738	10791
00:13:39.380	00:13:44.200	10792	10872
00:13:44.210	00:13:46.040	10873	10917
00:13:46.050	00:13:49.630	10918	11004
00:13:49.640	00:13:52.280	11005	11055
00:13:52.290	00:13:56.350	11056	11113
00:13:56.360	00:13:59.570	11114	11158
00:13:59.580	00:14:02.330	11159	11215
00:14:02.340	00:14:04.490	11216	11261
00:14:04.500	00:14:06.530	11262	11312
00:14:06.540	00:14:08.960	11313	11377
00:14:08.970	00:14:12.780	11378	11441
00:14:12.790	00:14:17.430	11442	11515
00:14:17.440	00:14:20.450	11516	11570
00:14:20.460	00:14:23.700	11571	11674
00:14:23.710	00:14:26.880	11675	11731
00:14:26.890	00:14:30.630	11732	11796
00:14:30.640	00:14:34.510	11797	11863
00:14:34.520	00:14:36.720	11864	11901
