start,end,scene-label,text-transcript
00:07:25.277,00:07:28.777,chyron,Dr. Scott McIvor\nGeneticist
00:09:38.027,00:09:41.277,chyron,Fred De Sam Lazaro\nKTCA
00:10:42.527,00:10:46.277,chyron,Dr. Scott McIvor\nGeneticist
00:12:51.527,00:12:55.777,chyron,Dr. Francis Collins\nHuman Genome Project
00:14:24.277,00:14:28.527,chyron,Steven Holtzman\nMillennium Pharmaceuticals
00:15:42.027,00:15:45.527,chyron,Mary Jo Ellis Kahn\nPatient Advocate
00:16:32.277,00:16:37.027,chyron,Patricia King\nGeorgetown Law School
00:17:46.527,00:17:50.527,chyron,Dr. Francis Collins\nHuman Genome Project
00:18:46.277,00:18:50.777,chyron,Steven Holtzman\nMillennium Pharmaceuticals
00:19:53.527,00:19:58.027,chyron,Mary Jo Ellis Kahn\nPatient Advocate
00:22:08.527,00:22:14.527,chyron,Patricia King\nGeorgetown Law School
00:23:47.027,00:23:53.027,chyron,Dr. Francis Collins\nHuman Genome Project
00:25:04.777,00:25:10.027,chyron,Steven Holtzman\nMillennium Pharmaceuticals
00:26:30.777,00:26:36.777,chyron,Patricia King\nGeorgetown Law School
00:28:35.527,00:28:41.027,chyron,Mary Jo Ellis Kahn\nPatient Advocate
00:31:02.777,00:31:07.527,chyron,Steve Kelley\nSan Diego Union-Tribune
00:31:48.277,00:31:52.277,chyron,Doug Marlette\nNewsday
00:32:31.277,00:32:36.527,chyron,Ann Telnaes\nNorth America Syndicate
00:32:59.027,00:33:03.527,chyron,Michael Ramirez\nMemphis Commercial Appeal
00:34:50.777,00:34:55.777,chyron,Ann Telnaes\nNorth America Syndicate
00:35:21.777,00:35:25.777,chyron,Doug Marlette\nNewsday
00:38:04.027,00:38:08.527,chyron,Steve Kelley\nSan Diego Union-Tribune
00:38:35.277,00:38:40.027,chyron,Michael Ramirez\nMemphis Commercial Appeal
00:39:36.277,00:39:39.777,chyron,Steve Kelley\nSan Diego Union-Tribune
00:41:17.277,00:41:22.777,chyron,Michael Ramirez\nMemphis Commercial Appeal
00:41:50.527,00:41:56.027,chyron,Ann Telnaes\nNorth America Syndicate
00:42:37.777,00:42:42.527,chyron,Doug Marlette\nNewssday
00:43:27.277,00:43:32.527,chyron,Steve Kelley\nSan Diego Union-Tribune
00:45:24.777,00:45:29.777,chyron,Ann Telnaes\nNorth America Syndicate
00:46:05.277,00:46:09.027,chyron,Steve Kelley\nSan Diego Union-Tribune
00:46:25.277,00:46:30.777,chyron,Doug Marlette\nNewsday
00:47:04.027,00:47:08.777,chyron,Michael Ramirez\nMemphis Commercial Appeal
00:48:15.777,00:48:20.277,chyron,Doug Marlette\nNewsday
00:49:19.027,00:49:22.277,chyron,Ann Telnaes\nNorth America Syndicate
00:49:31.027,00:49:35.277,chyron,Steve Kelley\nSan Diego Union-Tribune
00:50:38.527,00:50:42.777,chyron,Michael Ramirez\nMemphis Commercial Appeal
00:51:32.777,00:51:37.277,chyron,Richard Rodriguez\nPacific News Service
