start,end,scene-label,text-transcript
00:05:17.027,00:05:21.527,chyron,Sen. BOB DOLE\n(R) KANSAS
00:06:35.277,00:06:38.277,chyron,WILLIAM McGOWAN\nMCI
00:08:05.277,00:08:11.277,chyron,MERRILL BROWN\nWASHINGTON POST
00:09:51.277,00:09:55.527,chyron,MERRILL BROWN\nWASHINGTON POST
00:11:27.777,00:11:32.777,chyron,MERRILL BROWN\nWASHINGTON POST
00:15:47.277,00:15:52.027,chyron,JOHN JACOB\nNATIONAL URBAN LEAGUE
00:18:18.527,00:18:23.277,chyron,JOHN JACOB\nNATIONAL URBAN LEAGUE
00:20:56.527,00:21:02.277,chyron,JOHN JACOB\nNATIONAL URBAN LEAGUE
00:22:42.277,00:22:45.277,chyron,Sen. JOHN DANFORTH\n(R) MISSOURI
00:30:29.027,00:30:32.777,chyron,SISTER THERESE
00:31:02.777,00:31:07.527,chyron,FATHER DAVID
00:33:25.277,00:33:28.527,chyron,SISTER MARIA
00:43:02.527,00:43:08.277,chyron,Dr. HOWARD ORY\nCENTERS FOR DISEASE CONTROL
00:45:15.277,00:45:21.027,chyron,Dr. HOWARD ORY\nCENTERS FOR DISEASE CONTROL
00:46:38.777,00:46:44.277,chyron,Dr. DIANA PETITTI\nUNIVERSITY OF CALIFORNIA
00:48:52.277,00:48:57.027,chyron,Dr. DIANA PETITTI\nUNIVERSITY OF CALIFORNIA
00:50:48.277,00:50:53.527,chyron,Dr. HOWARD ORY\nCENTERS FOR DISEASE CONTROL
00:51:38.027,00:51:43.777,chyron,Dr. DIANA PETITTI\nUNIVERSITY OF CALIFORNIA
00:53:05.027,00:53:09.527,chyron,Dr. DIANA PETITTI\nUNIVERSITY OF CALIFORNIA
00:54:09.527,00:54:14.027,chyron,Dr. HOWARD ORY\nCENTERS FOR DISEASE CONTROL
00:55:44.527,00:55:47.027,chyron,Dr. HOWARD ORY\nCENTERS FOR DISEASE CONTROL
00:56:45.277,00:56:48.277,chyron,Dr. GEORGE SCHALLER\nWORLD WILDLIFE FUND
