start,end,scene-label,text-transcript
00:04:51.777,00:04:56.527,chyron,Brig. Gen. Daniel Menard\nCOMMANDER OF COALITION FORCES IN KANDAHAR
00:05:39.527,00:05:43.777,chyron,Joby Warrick\nTHE WASHINGTON POST
00:06:49.777,00:06:58.527,chyron,Joby Warrick\nTHE WASHINGTON POST
00:08:43.527,00:08:53.777,chyron,Joby Warrick\nTHE WASHINGTON POST
00:09:39.277,00:09:47.027,chyron,Matt Apuzzo\nTHE ASSOCIATED PRESS
00:11:19.527,00:11:25.777,chyron,Matt Apuzzo\nTHE ASSOCIATED PRESS
00:12:22.777,00:12:35.777,chyron,Matt Apuzzo\nTHE ASSOCIATED PRESS
00:13:54.027,00:13:57.277,chyron,Hari Sreenivasan
00:14:21.527,00:14:25.777,chyron,DECEMBER 10\nUsman Anwar\nSARGODHA DISTRICT POLICE CHIEF
00:14:55.027,00:15:02.777,chyron,DECEMBER 11\nMustafa Abu Maryam\nISLAMIC CIRCLE OF NORTH AMERICA
00:18:37.277,00:18:41.777,chyron,Charles Allen\nFORMER INTELLIGENCE OFFICIAL
00:19:54.277,00:20:02.277,chyron,Tyler Drumheller\nFORMER CIA OFFICIAL
00:20:57.777,00:21:07.527,chyron,Paul Pillar\nFORMER CIA OFFICIAL
00:21:41.277,00:21:47.027,chyron,Charles Allen\nFORMER INTELLIGENCE OFFICIAL
00:22:46.027,00:22:48.277,chyron,Tyler Drumheller\nFORMER CIA OFFICIAL
00:23:54.527,00:24:00.027,chyron,Paul Pillar\nFORMER CIA OFFICIAL
00:24:46.027,00:24:49.027,chyron,Charles Allen\nFORMER INTELLIGENCE OFFICIAL
00:25:36.027,00:25:42.027,chyron,Tyler Drumheller\nFORMER CIA OFFICIAL
00:26:17.027,00:26:21.777,chyron,Paul Pillar\nFORMER CIA OFFICIAL
00:26:52.027,00:26:57.527,chyron,Charles Allen\nFORMER INTELLIGENCE OFFICIAL
00:28:22.027,00:28:25.777,chyron,ROBERT SHILLER\nYALE UNIVERSITY
00:29:42.027,00:29:47.027,chyron,ALAN BLINDER\nPRINCETON UNIVERSITY
00:29:58.277,00:30:02.777,chyron,CAROLINE HOXBY\nSTANFORD UNIVERSITY
00:30:23.027,00:30:27.277,chyron,ZVI BODIE\nBOSTON UNIVERSITY
00:30:58.527,00:31:02.527,chyron,FRANK LEVY\nMASSACHUSETTS INSTITUTE OF TECHNOLOGY
00:31:42.777,00:31:47.027,chyron,JOSEPH STIGLITZ\nCOLUMBIA UNIVERSITY
00:32:19.027,00:32:23.527,chyron,WILLIAM DARITY\nDUKE UNIVERSITY
00:32:51.777,00:32:56.027,chyron,KEN ARROW\nSTANFORD UNIVERSITY
00:33:53.277,00:33:57.277,chyron,ROBERT SHILLER\nYALE UNIVERSITY
00:34:07.777,00:34:12.027,chyron,"GEORGE AKERLOF\nUNIVERSITY OF CALIFORNIA, BERKELEY"
00:34:33.027,00:34:37.527,chyron,ANDREW LO\nMASSACHUSETTS INSTITUTE OF TECHNOLOGY
00:35:28.027,00:35:29.527,chyron,MARTIN FELDSTEIN\nHARVARD UNIVERSITY
00:35:41.027,00:35:44.277,chyron,"LAURA TYSON\nUNIVERSITY OF CALIFORNIA, BERKELEY"
00:38:11.277,00:38:18.527,chyron,Michael Beschloss\nPRESIDENTIAL HISTORIAN
00:39:03.527,00:39:11.027,chyron,Andrew Kohut\nPEW RESEARCH CENTER
00:40:06.777,00:40:12.527,chyron,Amy Walter\nTHE HOTLINE
00:44:43.777,00:44:47.277,chyron,Andrew Kohut\nPEW RESEARCH CENTER
00:45:16.777,00:45:23.777,chyron,Michael Beschloss\nPRESIDENTIAL HISTORIAN
00:45:54.027,00:46:01.277,chyron,Amy Walter\nTHE HOTLINE
00:49:47.027,00:49:50.777,chyron,Vera Pavlova
00:49:58.527,00:50:06.527,chyron,Steven Seymour
