timestamp,total,type label,subtype label,modifier
00:00:53.053,00:38:00.578,S,G,False
00:00:54.054,00:38:00.578,S,G,False
00:00:55.055,00:38:00.578,S,G,False
00:00:55.522,00:38:00.578,S,G,False
00:00:58.058,00:38:00.578,S,G,False
00:00:59.526,00:38:00.578,S,G,False
00:01:00.060,00:38:00.578,S,G,False
00:01:06.066,00:38:00.578,S,G,False
00:01:07.534,00:38:00.578,S,G,False
00:01:13.540,00:38:00.578,O,,False
00:01:14.007,00:38:00.578,O,,False
00:01:14.541,00:38:00.578,O,,False
00:01:15.008,00:38:00.578,O,,False
00:01:16.009,00:38:00.578,O,,False
00:01:16.543,00:38:00.578,O,,False
00:01:17.010,00:38:00.578,O,,False
00:01:17.544,00:38:00.578,O,,False
00:01:18.011,00:38:00.578,O,,False
00:01:18.545,00:38:00.578,O,,False
00:01:19.012,00:38:00.578,O,,False
00:01:20.547,00:38:00.578,O,,False
00:01:22.015,00:38:00.578,O,,False
00:01:23.016,00:38:00.578,O,,False
00:01:25.552,00:38:00.578,O,,False
00:01:27.554,00:38:00.578,O,,False
00:01:28.021,00:38:00.578,O,,False
00:01:30.557,00:38:00.578,O,,False
00:01:31.024,00:38:00.578,O,,False
00:01:32.559,00:38:00.578,O,,False
00:01:34.027,00:38:00.578,L,,False
00:01:38.031,00:38:00.578,O,,False
00:01:38.565,00:38:00.578,O,,False
00:01:40.033,00:38:00.578,O,,False
00:01:40.533,00:38:00.578,O,,False
00:01:41.534,00:38:00.578,O,,True
00:01:42.035,00:38:00.578,O,,False
00:01:43.036,00:38:00.578,O,,False
00:01:43.536,00:38:00.578,O,,True
00:01:45.038,00:38:00.578,O,,False
00:01:45.538,00:38:00.578,O,,False
00:01:46.039,00:38:00.578,O,,False
00:01:46.539,00:38:00.578,O,,False
00:01:47.540,00:38:00.578,O,,True
00:01:51.544,00:38:00.578,P,,False
00:01:53.046,00:38:00.578,M,,False
00:01:53.546,00:38:00.578,M,,False
00:01:54.047,00:38:00.578,M,,False
00:01:54.547,00:38:00.578,M,,False
00:01:55.048,00:38:00.578,M,,False
00:02:07.060,00:38:00.578,P,,False
00:02:08.061,00:38:00.578,P,,False
00:02:16.035,00:38:00.578,P,,False
00:02:20.507,00:38:00.578,M,,True
00:02:21.040,00:38:00.578,M,,True
00:02:21.508,00:38:00.578,M,,True
00:02:22.041,00:38:00.578,M,,False
00:02:22.509,00:38:00.578,M,,False
00:02:23.042,00:38:00.578,M,,False
00:02:24.043,00:38:00.578,M,,False
00:02:24.511,00:38:00.578,M,,False
00:02:25.044,00:38:00.578,M,,False
00:02:25.512,00:38:00.578,M,,False
00:02:26.045,00:38:00.578,M,,False
00:02:26.513,00:38:00.578,M,,False
00:02:27.046,00:38:00.578,M,,False
00:02:27.514,00:38:00.578,M,,False
00:02:28.047,00:38:00.578,M,,False
00:02:28.515,00:38:00.578,M,,False
00:02:29.048,00:38:00.578,M,,False
00:02:29.516,00:38:00.578,M,,False
00:02:30.049,00:38:00.578,M,,False
00:02:30.517,00:38:00.578,M,,False
00:02:31.050,00:38:00.578,M,,False
00:02:31.518,00:38:00.578,M,,False
00:02:32.051,00:38:00.578,M,,False
00:02:32.519,00:38:00.578,M,,True
00:02:33.052,00:38:00.578,M,,True
00:02:33.520,00:38:00.578,M,,True
00:02:34.053,00:38:00.578,M,,True
00:02:35.054,00:38:00.578,M,,True
00:02:38.525,00:38:00.578,-,,False
00:03:24.037,00:38:00.578,-,,False
00:03:41.054,00:38:00.578,P,,False
00:03:48.561,00:38:00.578,P,,False
00:04:07.046,00:38:00.578,-,,False
00:04:13.553,00:38:00.578,P,,False
00:04:16.055,00:38:00.578,P,,False
00:04:23.062,00:38:00.578,-,,False
00:04:23.563,00:38:00.578,P,,False
00:04:26.065,00:38:00.578,P,,False
00:04:38.011,00:38:00.578,-,,False
00:04:57.563,00:38:00.578,P,,False
00:05:02.035,00:38:00.578,P,,False
00:05:48.047,00:38:00.578,-,,False
00:05:49.048,00:38:00.578,-,,False
00:05:50.550,00:38:00.578,P,,False
00:05:51.551,00:38:00.578,P,,False
00:06:30.056,00:38:00.578,-,,False
00:06:34.560,00:38:00.578,-,,False
00:06:41.033,00:38:00.578,-,,False
00:06:41.534,00:38:00.578,-,,False
00:07:43.062,00:38:00.578,P,,False
00:07:43.563,00:38:00.578,P,,False
00:07:47.033,00:38:00.578,P,,False
00:07:51.037,00:38:00.578,P,,True
00:08:20.066,00:38:00.578,-,,False
00:08:22.034,00:38:00.578,-,,False
00:08:23.035,00:38:00.578,-,,False
00:08:23.536,00:38:00.578,-,,False
00:08:25.037,00:38:00.578,-,,False
00:08:25.538,00:38:00.578,-,,False
00:08:26.038,00:38:00.578,-,,False
00:08:27.540,00:38:00.578,-,,False
00:08:30.042,00:38:00.578,-,,False
00:08:31.043,00:38:00.578,-,,False
00:09:16.055,00:38:00.578,-,,False
00:09:21.060,00:38:00.578,-,,False
00:09:22.562,00:38:00.578,-,,False
00:09:27.533,00:38:00.578,-,,False
00:09:40.046,00:38:00.578,P,,False
00:09:46.552,00:38:00.578,P,,False
00:10:05.037,00:38:00.578,P,,False
00:10:18.551,00:38:00.578,P,,False
00:10:20.052,00:38:00.578,P,,False
00:10:21.554,00:38:00.578,P,,False
00:10:46.045,00:38:00.578,P,,False
00:10:58.557,00:38:00.578,-,,False
00:11:06.565,00:38:00.578,P,,False
00:11:11.037,00:38:00.578,P,,False
00:11:17.043,00:38:00.578,P,,False
00:11:23.049,00:38:00.578,P,,True
00:11:35.561,00:38:00.578,-,,False
00:12:11.063,00:38:00.578,-,,False
00:12:16.535,00:38:00.578,P,,False
00:13:48.561,00:38:00.578,E,,False
00:13:59.538,00:38:00.578,E,,False
00:14:00.539,00:38:00.578,E,,True
00:14:51.056,00:38:00.578,E,,False
00:14:51.557,00:38:00.578,E,,False
00:14:53.559,00:38:00.578,E,,False
00:14:55.060,00:38:00.578,E,,False
00:14:55.561,00:38:00.578,E,,False
00:14:56.562,00:38:00.578,E,,False
00:14:58.564,00:38:00.578,E,,True
00:15:04.036,00:38:00.578,P,,True
00:15:04.536,00:38:00.578,P,,True
00:15:05.537,00:38:00.578,P,,True
00:15:09.041,00:38:00.578,P,,False
00:15:11.543,00:38:00.578,P,,True
00:15:12.544,00:38:00.578,P,,False
00:15:27.559,00:38:00.578,P,,True
00:15:30.062,00:38:00.578,P,,True
00:15:50.049,00:38:00.578,-,,False
00:15:59.558,00:38:00.578,-,,False
00:16:50.542,00:38:00.578,-,,False
00:17:27.046,00:38:00.578,-,,False
00:17:27.546,00:38:00.578,-,,False
00:17:29.048,00:38:00.578,-,,False
00:17:30.049,00:38:00.578,-,,False
00:17:34.553,00:38:00.578,E,,False
00:17:37.056,00:38:00.578,E,,False
00:17:43.062,00:38:00.578,E,,False
00:17:48.033,00:38:00.578,E,,False
00:17:53.038,00:38:00.578,E,,False
00:17:54.540,00:38:00.578,E,,False
00:17:56.041,00:38:00.578,E,,False
00:17:59.044,00:38:00.578,E,,False
00:19:02.040,00:38:00.578,P,,True
00:19:08.547,00:38:00.578,P,,False
00:19:12.050,00:38:00.578,P,,True
00:19:30.035,00:38:00.578,E,,False
00:19:31.537,00:38:00.578,E,,False
00:19:35.541,00:38:00.578,E,,False
00:19:40.045,00:38:00.578,E,,False
00:19:41.547,00:38:00.578,E,,False
00:19:42.548,00:38:00.578,E,,False
00:19:44.049,00:38:00.578,E,,False
00:19:47.553,00:38:00.578,E,,False
00:19:49.054,00:38:00.578,E,,False
00:19:49.555,00:38:00.578,E,,False
00:19:50.055,00:38:00.578,E,,False
00:19:51.557,00:38:00.578,E,,True
00:20:24.556,00:38:00.578,-,,False
00:20:45.544,00:38:00.578,-,,False
00:20:46.545,00:38:00.578,-,,False
00:21:15.540,00:38:00.578,P,,False
00:21:28.053,00:38:00.578,P,,False
00:21:53.545,00:38:00.578,P,,True
00:22:05.557,00:38:00.578,P,,False
00:22:17.035,00:38:00.578,P,,False
00:22:38.557,00:38:00.578,-,,False
00:22:43.061,00:38:00.578,P,,False
00:22:44.062,00:38:00.578,P,,False
00:22:44.563,00:38:00.578,P,,False
00:22:46.064,00:38:00.578,P,,False
00:22:50.535,00:38:00.578,P,,False
00:22:54.539,00:38:00.578,P,,False
00:22:56.041,00:38:00.578,P,,False
00:23:03.048,00:38:00.578,-,,False
00:23:23.535,00:38:00.578,P,,False
00:23:26.037,00:38:00.578,P,,False
00:23:35.547,00:38:00.578,-,,False
00:23:38.550,00:38:00.578,-,,False
00:23:40.051,00:38:00.578,-,,False
00:23:42.053,00:38:00.578,-,,False
00:24:00.038,00:38:00.578,P,,True
00:24:12.050,00:38:00.578,P,,True
00:24:15.554,00:38:00.578,P,,True
00:24:53.058,00:38:00.578,-,,False
00:25:53.552,00:38:00.578,E,,False
00:25:54.052,00:38:00.578,E,,False
00:25:54.553,00:38:00.578,E,,False
00:25:55.053,00:38:00.578,E,,False
00:25:58.056,00:38:00.578,E,,False
00:26:00.559,00:38:00.578,E,,False
00:26:03.061,00:38:00.578,E,,False
00:26:07.532,00:38:00.578,E,,False
00:26:11.036,00:38:00.578,E,,False
00:26:16.041,00:38:00.578,E,,False
00:26:17.042,00:38:00.578,E,,False
00:26:19.044,00:38:00.578,E,,False
00:26:19.544,00:38:00.578,E,,False
00:26:23.048,00:38:00.578,P,,False
00:26:23.548,00:38:00.578,P,,False
00:26:40.532,00:38:00.578,-,,False
00:27:05.557,00:38:00.578,-,,False
00:27:13.531,00:38:00.578,F,,False
00:27:14.532,00:38:00.578,E,,False
00:27:17.035,00:38:00.578,P,,False
00:27:19.037,00:38:00.578,P,,False
00:27:23.041,00:38:00.578,P,,True
00:27:23.541,00:38:00.578,E,,False
00:27:25.543,00:38:00.578,E,,False
00:27:27.045,00:38:00.578,E,,False
00:27:28.046,00:38:00.578,E,,False
00:27:30.048,00:38:00.578,E,,False
00:27:30.548,00:38:00.578,E,,False
00:27:31.549,00:38:00.578,E,,False
00:27:32.550,00:38:00.578,E,,False
00:27:33.051,00:38:00.578,E,,False
00:27:34.052,00:38:00.578,E,,False
00:27:38.556,00:38:00.578,-,,False
00:28:06.051,00:38:00.578,-,,False
00:28:06.551,00:38:00.578,-,,False
00:28:15.060,00:38:00.578,-,,False
00:28:27.539,00:38:00.578,P,,False
00:28:31.042,00:38:00.578,F,,False
00:28:31.543,00:38:00.578,F,,False
00:28:32.043,00:38:00.578,F,,False
00:28:32.544,00:38:00.578,F,,False
00:28:33.545,00:38:00.578,F,,False
00:28:35.046,00:38:00.578,-,,False
00:28:36.548,00:38:00.578,-,,False
00:28:37.048,00:38:00.578,-,,False
00:28:40.552,00:38:00.578,-,,False
00:28:43.054,00:38:00.578,-,,False
00:28:43.555,00:38:00.578,-,,False
00:28:44.055,00:38:00.578,-,,False
00:29:03.041,00:38:00.578,F,,False
00:29:04.042,00:38:00.578,F,,False
00:29:04.542,00:38:00.578,F,,False
00:29:05.043,00:38:00.578,F,,False
00:29:05.543,00:38:00.578,F,,False
00:29:06.044,00:38:00.578,F,,False
00:29:07.045,00:38:00.578,F,,False
00:29:08.046,00:38:00.578,F,,False
00:29:08.546,00:38:00.578,F,,False
00:29:09.047,00:38:00.578,F,,False
00:29:12.050,00:38:00.578,F,,False
00:29:27.532,00:38:00.578,-,,False
00:29:29.033,00:38:00.578,F,,False
00:29:29.534,00:38:00.578,F,,False
00:29:30.034,00:38:00.578,F,,False
00:29:30.535,00:38:00.578,F,,False
00:29:31.035,00:38:00.578,F,,False
00:29:31.536,00:38:00.578,F,,False
00:29:34.038,00:38:00.578,-,,False
00:29:42.547,00:38:00.578,P,,False
00:29:43.047,00:38:00.578,P,,False
00:29:43.548,00:38:00.578,P,,False
00:29:54.559,00:38:00.578,-,,False
00:29:56.060,00:38:00.578,-,,False
00:30:35.033,00:38:00.578,F,,False
00:30:38.036,00:38:00.578,F,,True
00:30:55.053,00:38:00.578,-,,False
00:30:55.553,00:38:00.578,-,,False
00:31:03.061,00:38:00.578,F,,False
00:31:03.561,00:38:00.578,F,,False
00:31:07.031,00:38:00.578,F,,False
00:31:07.532,00:38:00.578,-,,False
00:31:17.542,00:38:00.578,P,,False
00:31:21.546,00:38:00.578,F,,True
00:31:58.049,00:38:00.578,P,,True
00:31:58.549,00:38:00.578,P,,False
00:32:28.046,00:38:00.578,F,,False
00:32:29.547,00:38:00.578,F,,False
00:32:40.058,00:38:00.578,-,,False
00:32:43.061,00:38:00.578,-,,False
00:32:46.064,00:38:00.578,-,,False
00:33:07.051,00:38:00.578,-,,False
00:33:07.552,00:38:00.578,F,,False
00:33:08.052,00:38:00.578,F,,False
00:33:09.554,00:38:00.578,-,,False
00:33:10.054,00:38:00.578,-,,False
00:33:35.046,00:38:00.578,F,,False
00:33:55.033,00:38:00.578,-,,False
00:34:10.548,00:38:00.578,-,,False
00:34:39.043,00:38:00.578,F,,False
00:34:48.052,00:38:00.578,-,,False
00:34:49.554,00:38:00.578,P,,False
00:34:53.057,00:38:00.578,P,,False
00:34:55.560,00:38:00.578,-,,False
00:34:56.561,00:38:00.578,-,,False
00:35:25.056,00:38:00.578,C,,False
00:35:25.556,00:38:00.578,C,,False
00:35:26.057,00:38:00.578,C,,False
00:35:26.557,00:38:00.578,C,,False
00:35:27.058,00:38:00.578,C,,False
00:35:30.061,00:38:00.578,C,,False
00:35:31.062,00:38:00.578,C,,False
00:35:32.063,00:38:00.578,C,,False
00:35:32.563,00:38:00.578,C,,False
00:35:33.064,00:38:00.578,C,,False
00:35:33.531,00:38:00.578,C,,False
00:35:34.031,00:38:00.578,C,,False
00:35:34.532,00:38:00.578,C,,False
00:35:35.032,00:38:00.578,C,,False
00:35:36.033,00:38:00.578,C,,False
00:35:36.534,00:38:00.578,C,,False
00:35:37.034,00:38:00.578,C,,False
00:35:37.535,00:38:00.578,C,,False
00:35:39.537,00:38:00.578,C,,False
00:35:40.538,00:38:00.578,C,,False
00:35:41.038,00:38:00.578,C,,False
00:35:42.039,00:38:00.578,C,,False
00:35:43.040,00:38:00.578,C,,False
00:35:44.041,00:38:00.578,C,,False
00:35:44.542,00:38:00.578,C,,False
00:35:45.543,00:38:00.578,C,,False
00:35:46.544,00:38:00.578,C,,False
00:35:47.545,00:38:00.578,C,,False
00:35:48.045,00:38:00.578,C,,False
00:35:48.546,00:38:00.578,C,,False
00:35:50.047,00:38:00.578,C,,False
00:35:50.548,00:38:00.578,C,,False
00:35:51.048,00:38:00.578,C,,False
00:35:51.549,00:38:00.578,C,,False
00:35:52.049,00:38:00.578,C,,False
00:35:52.550,00:38:00.578,C,,False
00:35:53.050,00:38:00.578,C,,False
00:35:53.551,00:38:00.578,C,,False
00:35:54.051,00:38:00.578,C,,False
00:35:54.552,00:38:00.578,C,,False
00:35:57.054,00:38:00.578,C,,False
00:35:58.055,00:38:00.578,C,,False
00:35:59.056,00:38:00.578,C,,False
00:36:00.558,00:38:00.578,C,,False
00:36:02.560,00:38:00.578,C,,False
00:36:03.060,00:38:00.578,C,,False
00:36:04.562,00:38:00.578,C,,False
00:36:07.031,00:38:00.578,C,,False
00:36:07.532,00:38:00.578,C,,False
00:36:11.035,00:38:00.578,C,,False
00:36:11.536,00:38:00.578,C,,False
00:36:12.036,00:38:00.578,C,,False
00:36:13.037,00:38:00.578,C,,False
00:36:14.038,00:38:00.578,C,,False
00:36:14.539,00:38:00.578,C,,False
00:36:15.039,00:38:00.578,C,,False
00:36:16.541,00:38:00.578,C,,False
00:36:18.042,00:38:00.578,C,,False
00:36:19.043,00:38:00.578,C,,False
00:36:20.044,00:38:00.578,C,,False
00:36:20.545,00:38:00.578,C,,False
00:36:21.546,00:38:00.578,C,,False
00:36:23.548,00:38:00.578,C,,False
00:36:24.048,00:38:00.578,C,,False
00:36:24.549,00:38:00.578,C,,False
00:36:25.049,00:38:00.578,C,,False
00:36:25.550,00:38:00.578,C,,False
00:36:26.551,00:38:00.578,C,,False
00:36:28.553,00:38:00.578,C,,False
00:36:32.056,00:38:00.578,R,,False
00:36:33.057,00:38:00.578,R,,False
00:36:34.559,00:38:00.578,R,,False
00:36:36.060,00:38:00.578,R,,False
00:36:37.562,00:38:00.578,R,,True
00:36:42.033,00:38:00.578,G,,True
00:36:43.534,00:38:00.578,G,,False
00:36:44.035,00:38:00.578,L,,False
00:36:44.535,00:38:00.578,G,,False
00:36:45.036,00:38:00.578,G,,False
00:36:45.536,00:38:00.578,G,,False
00:36:46.537,00:38:00.578,G,,False
00:36:47.038,00:38:00.578,G,,False
00:36:47.538,00:38:00.578,G,,False
00:36:48.039,00:38:00.578,G,,False
00:36:48.539,00:38:00.578,G,,False
00:36:49.040,00:38:00.578,G,,True
00:36:53.544,00:38:00.578,L,,False
00:36:54.045,00:38:00.578,-,,False
00:36:58.549,00:38:00.578,G,,False
00:36:59.550,00:38:00.578,G,,False
00:37:00.551,00:38:00.578,G,,False
00:37:01.052,00:38:00.578,G,,False
00:37:01.552,00:38:00.578,G,,False
00:37:02.053,00:38:00.578,G,,False
00:37:02.553,00:38:00.578,G,,False
00:37:03.054,00:38:00.578,G,,False
00:37:03.554,00:38:00.578,G,,False
00:37:06.557,00:38:00.578,L,,False
00:37:07.558,00:38:00.578,L,,False
00:37:08.059,00:38:00.578,L,,False
00:37:08.559,00:38:00.578,L,,False
00:37:09.060,00:38:00.578,L,,False
00:37:10.061,00:38:00.578,L,,False
00:37:11.062,00:38:00.578,L,,False
00:37:12.563,00:38:00.578,L,,False
