start_time,end_time,text
291.7771,296.5271,Brig. Gen. Daniel Menard\nCOMMANDER OF COALITION FORCES IN KANDAHAR
339.5271,343.7771,Joby Warrick\nTHE WASHINGTON POST
409.7771,418.5271,Joby Warrick\nTHE WASHINGTON POST
523.5271,533.7771,Joby Warrick\nTHE WASHINGTON POST
579.2771,587.0271,Matt Apuzzo\nTHE ASSOCIATED PRESS
679.5271,685.7771,Matt Apuzzo\nTHE ASSOCIATED PRESS
742.7771,755.7771,Matt Apuzzo\nTHE ASSOCIATED PRESS
834.0271,837.2771,Hari Sreenivasan
861.5271,865.7771,DECEMBER 10\nUsman Anwar\nSARGODHA DISTRICT POLICE CHIEF
895.0271,902.7771,DECEMBER 11\nMustafa Abu Maryam\nISLAMIC CIRCLE OF NORTH AMERICA
1117.2771,1121.7771,Charles Allen\nFORMER INTELLIGENCE OFFICIAL
1194.2771,1202.2771,Tyler Drumheller\nFORMER CIA OFFICIAL
1257.7771,1267.5271,Paul Pillar\nFORMER CIA OFFICIAL
1301.2771,1307.0271,Charles Allen\nFORMER INTELLIGENCE OFFICIAL
1366.0271,1368.2771,Tyler Drumheller\nFORMER CIA OFFICIAL
1434.5271,1440.0271,Paul Pillar\nFORMER CIA OFFICIAL
1486.0271,1489.0271,Charles Allen\nFORMER INTELLIGENCE OFFICIAL
1536.0271,1542.0271,Tyler Drumheller\nFORMER CIA OFFICIAL
1577.0271,1581.7771,Paul Pillar\nFORMER CIA OFFICIAL
1612.0271,1617.5271,Charles Allen\nFORMER INTELLIGENCE OFFICIAL
1702.0271,1705.7771,ROBERT SHILLER\nYALE UNIVERSITY
1782.0271,1787.0271,ALAN BLINDER\nPRINCETON UNIVERSITY
1798.2771,1802.7771,CAROLINE HOXBY\nSTANFORD UNIVERSITY
1823.0271,1827.2771,ZVI BODIE\nBOSTON UNIVERSITY
1858.5271,1862.5271,FRANK LEVY\nMASSACHUSETTS INSTITUTE OF TECHNOLOGY
1902.7771,1907.0271,JOSEPH STIGLITZ\nCOLUMBIA UNIVERSITY
1939.0271,1943.5271,WILLIAM DARITY\nDUKE UNIVERSITY
1971.7771,1976.0271,KEN ARROW\nSTANFORD UNIVERSITY
2033.2771,2037.2771,ROBERT SHILLER\nYALE UNIVERSITY
2047.7771,2052.0271,"GEORGE AKERLOF\nUNIVERSITY OF CALIFORNIA, BERKELEY"
2073.0271,2077.5271,ANDREW LO\nMASSACHUSETTS INSTITUTE OF TECHNOLOGY
2128.0271,2129.5271,MARTIN FELDSTEIN\nHARVARD UNIVERSITY
2141.0271,2144.2771,"LAURA TYSON\nUNIVERSITY OF CALIFORNIA, BERKELEY"
2291.2771,2298.5271,Michael Beschloss\nPRESIDENTIAL HISTORIAN
2343.5271,2351.0271,Andrew Kohut\nPEW RESEARCH CENTER
2406.7771,2412.5271,Amy Walter\nTHE HOTLINE
2683.7771,2687.2771,Andrew Kohut\nPEW RESEARCH CENTER
2716.7771,2723.7771,Michael Beschloss\nPRESIDENTIAL HISTORIAN
2754.0271,2761.2771,Amy Walter\nTHE HOTLINE
2987.0271,2990.7771,Vera Pavlova
2998.5271,3006.5271,Steven Seymour
