start,end,type label,modifier
00:00:04.037,00:00:08.041,G,False
00:01:09.002,00:01:26.553,P,False
00:02:23.042,00:02:23.042,P,True
00:02:40.527,00:02:49.536,M,False
00:02:51.538,00:03:28.541,O,False
00:04:01.040,00:04:05.545,F,False
00:09:29.035,00:09:29.035,P,False
00:10:05.037,00:12:37.556,P,False
00:12:43.562,00:12:47.533,F,False
00:13:06.552,00:13:06.552,P,False
00:13:38.050,00:14:44.049,F,False
00:17:39.558,00:18:04.049,P,False
00:20:46.545,00:21:36.061,P,False
00:23:45.557,00:23:45.557,P,False
00:24:06.545,00:24:06.545,P,False
00:24:39.044,00:24:39.544,P,False
00:27:39.557,00:27:42.560,F,False
00:28:43.555,00:28:45.557,P,False
00:29:12.550,00:29:12.550,P,False
00:31:32.557,00:31:32.557,P,False
00:33:20.531,00:34:32.537,P,False
00:37:01.052,00:37:01.052,P,False
00:37:18.035,00:38:27.038,P,False
00:39:17.054,00:40:13.043,P,False
00:41:04.562,00:41:04.562,P,False
00:41:10.034,00:41:10.034,F,False
00:41:38.062,00:41:38.062,E,False
00:41:45.035,00:41:48.539,F,False
00:42:17.535,00:42:17.535,F,False
00:43:43.554,00:43:43.554,E,False
00:45:51.548,00:45:51.548,P,False
00:47:26.043,00:48:03.046,P,False
00:49:33.537,00:49:33.537,P,False
00:50:20.050,00:50:20.050,F,False
00:51:26.049,00:51:37.060,P,False
00:53:10.554,00:53:10.554,P,False
00:54:06.543,00:54:06.543,F,False
00:54:28.031,00:54:28.031,F,False
00:54:49.052,00:54:59.062,P,False
00:55:36.533,00:55:36.533,F,False
00:55:51.548,00:55:52.549,P,False
00:56:08.531,00:56:57.547,C,False
00:57:05.555,00:57:05.555,R,False
00:57:13.062,00:57:21.538,G,True
00:57:22.038,00:57:29.045,L,False
00:57:31.047,00:57:44.561,G,False
