start,end,type label,modifier
00:00:00.000,00:00:36.002,B,False
00:00:38.004,00:01:02.028,S,False
00:01:16.009,00:01:18.011,P,False
00:01:46.005,00:01:52.011,F,False
00:01:54.013,00:01:58.017,P,False
00:02:10.029,00:02:16.002,M,False
00:02:18.004,00:02:18.004,I,False
00:02:20.006,00:02:20.006,P,False
00:02:22.008,00:02:26.012,I,False
00:02:28.014,00:04:52.025,P,False
00:04:54.027,00:05:00.033,I,False
00:05:02.001,00:05:20.019,P,False
00:05:36.002,00:09:26.032,P,True
00:09:28.000,00:09:36.008,I,False
00:09:38.010,00:10:10.009,P,False
00:10:28.027,00:10:28.027,P,False
00:10:30.029,00:10:32.031,I,False
00:10:34.000,00:11:24.016,P,False
00:11:42.001,00:16:20.012,P,False
00:16:38.030,00:17:00.019,P,True
00:17:02.021,00:17:10.029,I,False
00:17:12.031,00:18:54.032,P,False
00:19:42.014,00:20:02.000,F,False
00:20:14.012,00:20:30.028,P,False
00:20:32.030,00:20:40.005,I,False
00:20:42.007,00:22:54.005,P,True
00:22:56.007,00:23:06.017,I,False
00:23:08.019,00:26:14.005,P,False
00:26:30.021,00:29:30.001,P,False
00:29:32.003,00:29:32.003,M,False
00:29:36.007,00:29:48.019,C,False
00:29:50.021,00:29:54.025,P,False
00:30:08.006,00:30:20.018,G,False
