start,end,type label,modifier
00:00:02.002,00:00:12.012,B,False
00:00:34.000,00:00:38.004,B,False
00:01:00.026,00:01:00.026,B,False
00:01:02.028,00:01:10.003,S,False
00:01:26.019,00:01:30.023,L,False
00:01:32.025,00:01:36.029,F,False
00:01:38.031,00:01:42.001,P,False
00:01:50.009,00:01:54.013,P,False
00:01:58.017,00:02:04.023,P,False
00:02:30.016,00:02:30.016,P,False
00:02:32.018,00:02:34.020,I,False
00:02:36.022,00:02:42.028,P,False
00:02:50.003,00:02:52.005,P,False
00:02:56.009,00:03:00.013,P,False
00:03:04.017,00:03:08.021,P,False
00:03:14.027,00:03:18.031,P,False
00:03:40.019,00:03:44.023,M,True
00:03:46.025,00:03:52.031,G,False
00:03:54.000,00:03:58.004,I,False
00:04:00.006,00:04:06.012,P,False
00:04:12.018,00:04:14.020,P,False
00:04:20.026,00:04:22.028,P,False
00:04:50.023,00:04:52.025,P,False
00:05:04.003,00:05:10.009,P,False
00:07:16.002,00:07:20.006,F,False
00:07:22.008,00:07:24.010,I,False
00:07:26.012,00:07:32.018,P,False
00:07:34.020,00:07:36.022,F,False
00:07:58.010,00:08:02.014,P,False
00:08:20.032,00:08:20.032,P,False
00:08:24.003,00:08:24.003,P,False
00:09:12.018,00:09:16.022,G,False
00:09:36.008,00:09:40.012,P,False
00:09:42.014,00:09:46.018,I,False
00:09:48.020,00:09:52.024,P,False
00:09:54.026,00:09:56.028,I,False
00:09:58.030,00:10:04.003,P,False
00:10:54.020,00:10:54.020,P,False
00:11:32.024,00:11:34.026,P,False
00:11:58.017,00:12:04.023,P,False
00:12:12.031,00:12:12.031,P,False
00:12:14.033,00:12:18.003,I,False
00:12:20.005,00:12:26.011,P,False
00:12:30.015,00:12:32.017,P,False
00:12:50.002,00:12:54.006,P,False
00:13:06.018,00:13:10.022,G,False
00:14:04.009,00:14:08.013,F,False
00:14:36.008,00:14:36.008,P,False
00:14:38.010,00:14:40.012,I,False
00:14:42.014,00:14:48.020,P,False
00:14:54.026,00:15:04.003,P,True
00:15:06.005,00:15:10.009,I,False
00:15:12.011,00:15:20.019,P,False
00:15:28.027,00:15:28.027,P,False
00:15:30.029,00:15:32.031,I,False
00:15:34.033,00:15:40.005,P,False
00:15:46.011,00:15:48.013,P,False
00:15:58.023,00:15:58.023,P,False
00:16:24.016,00:16:32.024,P,False
00:16:54.013,00:16:58.017,F,False
00:17:28.013,00:17:28.013,P,False
00:17:30.015,00:17:30.015,I,False
00:17:32.017,00:17:36.021,P,False
00:17:38.023,00:17:40.025,I,False
00:17:42.027,00:17:46.031,P,False
00:18:08.020,00:18:14.026,P,False
00:18:28.006,00:18:36.014,G,False
00:18:38.016,00:18:38.016,P,False
00:18:40.018,00:18:44.022,I,False
00:18:46.024,00:19:14.019,P,False
00:19:18.023,00:19:18.023,P,False
00:19:34.006,00:20:08.006,P,False
00:20:30.028,00:20:32.030,P,False
00:20:44.009,00:21:10.002,P,False
00:22:10.028,00:22:12.030,P,False
00:22:26.011,00:22:30.015,G,False
00:22:54.005,00:22:54.005,P,False
00:22:56.007,00:23:00.011,I,False
00:23:02.013,00:23:12.023,P,False
00:23:16.027,00:23:16.027,F,False
00:23:34.012,00:23:36.014,P,False
00:23:50.028,00:24:12.017,P,False
00:24:22.027,00:24:22.027,P,False
00:24:24.029,00:24:28.033,I,False
00:24:30.001,00:24:34.005,P,False
00:24:42.013,00:24:46.017,P,False
00:25:00.031,00:25:02.000,P,False
00:25:04.002,00:25:06.004,I,False
00:25:08.006,00:25:08.006,P,False
00:25:10.008,00:25:12.010,I,False
00:25:14.012,00:25:30.028,P,False
00:25:52.017,00:26:00.025,P,False
00:26:12.003,00:26:18.009,P,False
00:26:22.013,00:26:24.015,F,False
00:26:26.017,00:26:32.023,P,False
00:27:12.030,00:27:12.030,P,False
00:27:26.011,00:27:26.011,F,False
00:28:02.013,00:28:02.013,P,False
00:28:04.015,00:28:08.019,I,False
00:28:10.021,00:28:20.031,P,False
00:28:30.008,00:28:30.008,P,False
00:28:48.026,00:28:50.028,P,False
00:29:22.026,00:29:40.011,G,True
00:29:42.013,00:30:04.002,C,False
00:30:06.004,00:30:10.008,R,False
