start,end,type label,modifier
00:00:04.004,00:00:34.000,B,False
00:00:48.014,00:00:58.024,S,False
00:01:04.030,00:01:16.009,O,False
00:01:18.011,00:01:28.021,M,False
00:01:30.023,00:01:30.023,P,False
00:01:32.025,00:01:42.001,I,False
00:01:44.003,00:01:56.015,P,False
00:02:02.021,00:02:04.023,P,False
00:02:38.024,00:03:12.025,P,False
00:03:20.033,00:03:38.017,P,False
00:04:06.012,00:04:12.018,P,False
00:04:14.020,00:05:06.005,I,False
00:05:08.007,00:05:28.027,P,False
00:05:30.029,00:06:18.010,I,False
00:06:20.012,00:06:52.011,P,False
00:06:54.013,00:07:32.018,I,False
00:07:34.020,00:07:52.004,P,False
00:07:54.006,00:08:04.016,I,False
00:08:06.018,00:08:08.020,P,False
00:08:14.026,00:08:46.025,P,False
00:08:52.031,00:08:54.000,P,False
00:08:56.002,00:10:20.019,I,False
00:10:22.021,00:10:42.008,P,False
00:10:44.010,00:11:04.030,I,False
00:11:14.006,00:11:14.006,P,False
00:11:16.008,00:11:30.022,I,False
00:11:32.024,00:11:54.013,P,False
00:12:02.021,00:12:04.023,P,False
00:12:06.025,00:12:40.025,I,False
00:12:42.027,00:13:00.012,P,False
00:13:08.020,00:13:10.022,P,False
00:13:12.024,00:13:38.017,I,False
00:13:40.019,00:14:16.021,P,True
00:14:18.023,00:14:44.016,I,False
00:14:52.024,00:15:54.019,P,False
00:16:10.002,00:16:10.002,P,False
00:16:12.004,00:16:42.001,I,False
00:16:44.003,00:16:54.013,P,False
00:17:02.021,00:17:06.025,P,False
00:17:08.027,00:17:36.021,I,False
00:18:00.012,00:18:42.020,P,True
00:18:44.022,00:19:04.009,I,False
00:19:06.011,00:20:58.023,P,False
00:21:12.004,00:21:12.004,P,False
00:21:14.006,00:21:30.022,I,False
00:21:32.024,00:21:32.024,P,False
00:21:48.006,00:21:58.016,P,False
00:22:08.026,00:22:20.005,P,False
00:22:34.019,00:22:46.031,P,False
00:23:02.013,00:23:02.013,P,False
00:23:04.015,00:23:04.015,F,False
00:23:06.017,00:23:06.017,P,False
00:23:08.019,00:23:30.008,I,False
00:23:32.010,00:23:34.012,G,False
00:23:36.014,00:23:38.016,P,False
00:23:42.020,00:23:42.020,F,False
00:23:46.024,00:23:46.024,P,False
00:23:48.026,00:23:48.026,I,False
00:23:50.028,00:23:56.001,F,False
00:23:58.003,00:24:02.007,I,False
00:24:08.013,00:24:12.017,P,False
00:24:16.021,00:24:34.005,P,False
00:24:36.007,00:24:38.009,F,False
00:24:50.021,00:24:52.023,P,False
00:25:10.008,00:25:14.012,P,False
00:25:20.018,00:25:24.022,P,False
00:25:44.009,00:25:48.013,P,False
00:25:56.021,00:26:02.027,F,False
00:26:08.033,00:26:08.033,F,False
00:26:10.001,00:26:34.025,P,False
00:26:38.029,00:26:42.000,P,False
00:26:46.004,00:26:46.004,F,False
00:26:56.014,00:27:00.018,P,False
00:27:02.020,00:27:16.001,N,False
00:27:18.003,00:27:28.013,P,False
00:27:30.015,00:27:46.031,C,False
00:27:48.033,00:27:50.001,L,True
00:27:52.003,00:27:58.009,R,False
00:28:24.002,00:28:32.010,C,False
00:28:34.012,00:28:34.012,R,False
00:28:36.014,00:28:36.014,C,False
00:28:48.026,00:28:54.032,G,False
00:28:58.002,00:29:00.004,P,False
00:29:02.006,00:29:06.010,E,False
00:29:08.012,00:29:12.016,P,False
00:29:14.018,00:29:20.024,I,False
00:29:22.026,00:29:22.026,P,False
00:29:24.028,00:29:26.030,M,False
00:29:36.007,00:30:40.004,B,False
00:30:46.010,00:30:46.010,B,False
00:31:16.007,00:31:44.002,B,False
00:31:56.014,00:32:12.030,S,False
00:32:18.002,00:32:22.006,G,False
00:32:32.016,00:32:34.018,T,False
00:32:58.009,00:33:00.011,M,False
00:33:08.019,00:33:18.029,L,False
00:33:30.008,00:33:30.008,L,False
00:33:46.024,00:33:46.024,L,False
00:33:48.026,00:33:58.002,T,False
00:34:00.004,00:34:06.010,G,False
00:34:12.016,00:34:14.018,O,False
