start,end,type label,modifier
00:00:39.506,00:00:41.508,G,True
00:00:44.511,00:00:55.055,F,False
00:01:14.007,00:01:18.545,P,False
00:01:43.036,00:01:48.041,M,True
00:02:19.506,00:02:19.506,F,False
00:02:26.513,00:02:26.513,P,True
00:02:38.525,00:02:43.530,I,True
00:03:14.027,00:03:32.045,P,False
00:03:53.066,00:03:53.066,P,False
00:04:37.010,00:04:39.545,P,False
00:05:29.562,00:05:58.057,P,False
00:06:55.047,00:07:49.535,P,True
00:07:57.043,00:08:01.547,F,True
00:08:04.550,00:08:29.542,P,True
00:08:42.054,00:08:57.537,F,True
00:08:58.037,00:09:42.548,P,False
00:10:34.033,00:13:07.553,P,False
00:13:39.552,00:13:40.052,P,False
00:13:43.556,00:13:44.557,I,False
00:13:48.561,00:14:05.044,P,False
00:14:31.036,00:15:25.057,P,False
00:15:27.059,00:15:36.035,E,False
00:15:37.536,00:15:42.041,P,False
00:15:55.554,00:15:58.557,P,True
00:15:59.558,00:16:04.063,E,False
00:16:59.051,00:17:19.038,P,False
00:19:00.038,00:19:14.052,P,False
00:19:31.036,00:19:32.037,I,False
00:19:56.061,00:21:11.536,P,False
00:21:13.038,00:21:16.541,F,False
00:21:17.042,00:21:21.546,E,False
00:21:31.056,00:21:31.056,P,False
00:21:42.534,00:21:46.038,F,False
00:22:04.556,00:22:04.556,I,False
00:22:31.550,00:23:18.563,P,False
00:23:23.034,00:23:23.535,E,False
00:23:24.035,00:23:29.040,F,True
00:23:42.554,00:23:42.554,P,True
00:23:44.055,00:23:46.558,I,False
00:24:07.045,00:24:07.045,P,False
00:25:34.533,00:25:35.534,P,False
00:25:42.040,00:26:28.553,P,True
00:26:34.059,00:26:38.563,E,False
00:26:42.534,00:27:28.046,C,False
00:27:29.047,00:27:30.048,R,False
00:28:01.046,00:28:01.046,G,False
00:28:12.557,00:28:40.051,P,False
00:28:53.531,00:29:04.042,M,False
00:29:28.533,00:29:29.033,S,False
00:29:34.539,00:29:37.041,G,False
00:29:43.047,00:29:44.048,M,False
00:29:52.557,00:29:52.557,P,False
