start,end,type label,modifier
00:01:22.549,00:01:42.035,S,False
00:01:55.048,00:01:56.549,L,False
00:01:58.551,00:02:01.554,M,False
00:02:02.555,00:02:24.043,E,False
00:02:44.063,00:02:44.063,F,False
00:02:51.004,00:02:51.004,F,False
00:03:05.018,00:03:05.018,Y,False
00:03:06.553,00:03:14.561,O,False
00:03:15.028,00:03:56.035,L,True
00:04:01.040,00:04:04.043,I,False
00:04:15.555,00:06:19.045,E,False
00:06:25.051,00:06:41.033,G,False
00:07:54.040,00:07:55.541,I,False
00:16:50.042,00:16:50.042,I,True
00:19:06.044,00:19:06.044,L,True
00:19:54.059,00:19:54.059,I,False
00:26:50.041,00:27:13.531,G,False
00:27:57.542,00:29:13.551,I,False
00:34:51.055,00:35:15.046,G,False
00:35:34.532,00:35:34.532,F,False
00:35:37.535,00:35:37.535,P,False
00:41:30.554,00:41:57.047,G,False
00:47:58.041,00:47:58.041,I,False
00:50:10.540,00:50:47.044,G,False
00:52:00.050,00:53:36.046,I,False
00:54:58.061,00:56:12.035,P,False
00:56:22.545,00:56:24.547,I,False
00:57:54.037,00:57:55.538,I,True
00:58:17.060,00:59:00.537,C,False
00:59:03.540,00:59:07.043,R,False
