start,end,type label,modifier
00:00:02.002,00:00:18.018,B,False
00:01:10.003,00:01:22.015,S,True
00:01:24.017,00:01:26.019,L,False
00:01:48.007,00:01:56.015,L,False
00:02:32.018,00:02:36.022,M,False
00:03:14.027,00:03:22.001,P,False
00:03:42.021,00:03:48.027,P,False
00:04:46.019,00:04:48.021,Y,False
00:06:04.030,00:06:10.002,M,False
00:09:30.002,00:09:46.018,G,False
00:30:32.030,00:31:04.028,G,False
00:56:10.033,00:56:38.027,P,False
00:56:42.031,00:58:22.031,C,True
00:58:24.000,00:58:28.004,R,False
00:58:32.008,00:58:38.014,L,False
00:58:54.030,00:59:08.011,T,False
00:59:12.015,00:59:18.021,L,False
