start,end,type label,modifier
00:00:00.000,00:01:06.032,B,False
00:01:14.007,00:01:18.011,S,False
00:01:26.019,00:01:36.029,L,False
00:01:38.031,00:02:02.021,M,False
00:02:08.027,00:02:20.006,P,False
00:02:22.008,00:02:24.010,I,False
00:02:26.012,00:02:30.016,P,False
00:02:34.020,00:02:44.030,P,False
00:02:50.003,00:02:50.003,G,False
00:02:52.005,00:02:54.007,P,False
00:02:58.011,00:03:04.017,P,False
00:03:18.031,00:03:20.033,P,False
00:03:30.009,00:03:36.015,P,False
00:03:44.023,00:03:46.025,P,False
00:03:50.029,00:03:56.002,P,False
00:04:02.008,00:04:08.014,P,False
00:04:14.020,00:04:16.022,P,False
00:04:18.024,00:04:22.028,I,False
00:04:24.030,00:04:54.027,P,False
00:05:00.033,00:05:00.033,P,False
00:05:02.001,00:05:06.005,I,False
00:05:08.007,00:06:16.008,P,False
00:06:32.024,00:06:40.032,P,False
00:06:44.003,00:06:52.011,P,False
00:07:00.019,00:07:08.027,P,False
00:07:12.031,00:07:38.024,P,False
00:07:48.000,00:07:58.010,P,False
00:08:04.016,00:08:12.024,P,False
00:08:16.028,00:08:24.003,P,False
00:08:28.007,00:08:30.009,P,False
00:08:44.023,00:08:54.000,P,False
00:08:58.004,00:09:22.028,P,False
00:09:24.030,00:09:24.030,N,False
00:09:26.032,00:09:30.002,P,False
00:09:32.004,00:09:32.004,F,False
00:09:34.006,00:09:40.012,P,False
00:09:42.014,00:09:50.022,G,False
00:09:52.024,00:09:56.028,P,False
00:10:10.009,00:10:10.009,P,False
00:10:12.011,00:10:16.015,I,False
00:10:18.017,00:10:32.031,P,False
00:10:34.000,00:10:36.002,I,False
00:10:38.004,00:11:04.030,P,False
00:11:10.002,00:11:38.030,P,False
00:11:58.017,00:12:22.007,P,False
00:12:24.009,00:12:24.009,I,False
00:12:26.011,00:12:40.025,P,False
00:12:44.029,00:12:48.000,P,False
00:12:50.002,00:12:52.004,I,False
00:12:54.006,00:13:04.016,P,False
00:13:10.022,00:13:10.022,P,False
00:13:12.024,00:13:16.028,I,False
00:13:18.030,00:13:36.015,P,False
00:13:40.019,00:13:42.021,P,False
00:13:46.025,00:14:08.013,P,False
00:14:14.019,00:14:14.019,Y,False
00:14:18.023,00:14:20.025,P,False
00:14:28.000,00:14:40.012,P,False
00:14:42.014,00:14:52.024,G,False
00:14:54.026,00:15:20.019,P,False
00:15:22.021,00:15:22.021,I,False
00:15:24.023,00:15:38.003,P,False
00:15:42.007,00:15:42.007,N,False
00:15:44.009,00:15:44.009,P,False
00:15:52.017,00:16:02.027,P,False
00:16:12.004,00:16:26.018,G,False
00:16:36.028,00:16:36.028,P,False
00:16:38.030,00:16:40.032,I,False
00:16:42.001,00:17:22.007,P,False
00:17:32.017,00:17:32.017,F,False
00:17:36.021,00:17:38.023,P,False
00:17:42.027,00:17:42.027,P,False
00:17:48.000,00:17:50.002,P,False
00:17:56.008,00:18:06.018,P,False
00:18:08.020,00:18:12.024,I,False
00:18:14.026,00:18:30.008,P,False
00:18:38.016,00:18:38.016,P,False
00:18:40.018,00:18:44.022,I,False
00:18:46.024,00:18:58.003,P,False
00:19:02.007,00:19:34.006,P,False
00:19:42.014,00:19:44.016,P,False
00:19:48.020,00:19:50.022,G,False
00:19:54.026,00:20:00.032,P,False
00:20:02.000,00:20:04.002,I,False
00:20:06.004,00:20:28.026,P,False
00:20:30.028,00:20:32.030,I,False
00:20:34.032,00:20:54.019,P,False
00:20:58.023,00:21:56.014,P,False
00:22:02.020,00:22:12.030,P,False
00:22:20.005,00:22:28.013,P,False
00:22:30.015,00:22:42.027,G,False
00:22:44.029,00:22:52.003,E,False
00:22:54.005,00:22:54.005,G,False
00:22:56.007,00:23:02.013,E,False
00:23:14.025,00:23:30.008,P,False
00:23:32.010,00:23:34.012,I,False
00:23:36.014,00:23:56.001,P,False
00:23:58.003,00:24:02.007,I,False
00:24:04.009,00:24:20.025,P,False
00:24:26.031,00:24:34.005,P,False
00:24:40.011,00:25:02.000,P,False
00:25:06.004,00:25:48.013,P,False
00:25:52.017,00:26:18.009,P,False
00:26:22.013,00:26:32.023,P,False
00:26:34.025,00:26:38.029,E,False
00:26:40.031,00:26:48.006,P,False
00:26:50.008,00:26:54.012,E,False
00:26:56.014,00:27:02.020,P,False
00:27:04.022,00:27:06.024,E,False
00:27:08.026,00:27:12.030,P,False
00:27:16.001,00:27:18.003,G,False
00:27:30.015,00:27:30.015,G,False
00:27:50.001,00:27:50.001,G,False
00:28:02.013,00:28:04.015,G,False
00:28:12.023,00:28:14.025,E,False
00:28:16.027,00:28:18.029,P,False
00:28:22.000,00:28:22.000,G,False
00:28:32.010,00:28:32.010,P,False
00:28:34.012,00:28:34.012,E,False
00:28:36.014,00:28:44.022,P,False
00:28:46.024,00:28:48.026,E,False
00:28:50.028,00:28:54.032,P,True
00:28:56.000,00:28:58.002,G,False
00:29:06.010,00:29:14.018,P,False
00:29:18.022,00:29:20.024,R,False
