start,end,type label,modifier
00:00:00.533,00:00:06.539,S,False
00:00:10.543,00:00:10.543,L,False
00:00:13.013,00:00:14.014,F,False
00:00:18.018,00:00:40.507,T,False
00:00:43.510,00:00:49.049,F,False
00:01:07.534,00:01:11.538,P,False
00:01:21.548,00:01:24.551,N,False
00:02:26.045,00:03:34.547,P,False
00:03:39.552,00:03:39.552,F,False
00:03:52.065,00:03:53.533,N,False
00:03:55.034,00:03:56.035,P,False
00:04:10.049,00:04:10.049,F,False
00:04:22.562,00:04:23.563,T,False
00:04:34.007,00:04:37.010,Y,False
00:04:44.017,00:04:44.017,P,False
00:05:03.036,00:05:05.038,I,False
00:05:07.040,00:05:43.042,P,False
00:05:53.052,00:05:56.055,P,False
00:06:08.534,00:06:13.039,P,False
00:06:15.041,00:06:17.543,I,False
00:06:54.547,00:06:58.551,F,False
00:07:00.553,00:07:06.058,P,False
00:08:55.535,00:08:57.036,F,False
00:09:18.558,00:09:20.560,T,False
00:09:33.039,00:09:34.040,Y,False
00:09:46.052,00:09:46.052,P,False
00:10:39.038,00:11:05.064,P,False
00:11:15.541,00:11:37.563,F,False
00:11:39.565,00:11:51.544,F,False
00:12:29.548,00:12:29.548,P,False
00:13:13.559,00:13:13.559,P,False
00:13:17.563,00:13:19.064,T,False
00:13:37.550,00:13:37.550,I,False
00:14:21.560,00:14:21.560,P,False
00:14:47.553,00:14:51.056,F,False
00:15:35.534,00:15:35.534,F,False
00:15:44.543,00:15:45.544,P,False
00:15:54.053,00:15:57.056,F,False
00:16:05.564,00:16:10.035,F,False
00:16:44.036,00:16:44.036,Y,False
00:17:41.560,00:17:41.560,F,False
00:17:47.032,00:17:50.035,Y,False
00:18:33.045,00:18:33.045,E,False
00:18:35.047,00:18:35.047,T,False
00:18:39.551,00:18:39.551,P,False
00:21:25.550,00:21:34.559,P,False
00:21:53.045,00:21:53.045,P,False
00:23:19.064,00:23:36.548,P,False
00:23:52.564,00:23:53.532,Y,False
00:24:31.036,00:24:36.541,P,False
00:25:30.562,00:25:32.564,F,False
00:25:40.038,00:25:45.544,Y,False
00:26:07.032,00:26:13.538,P,False
00:26:44.035,00:27:04.556,P,False
00:27:29.547,00:27:30.548,T,False
00:27:53.538,00:27:53.538,P,False
00:29:00.538,00:29:08.046,P,False
00:29:21.059,00:29:23.561,T,False
00:29:29.534,00:29:29.534,P,False
00:29:44.048,00:29:44.549,I,False
00:30:37.535,00:30:37.535,F,False
00:30:58.056,00:30:58.056,P,False
00:31:58.549,00:31:58.549,E,False
00:32:03.054,00:32:03.054,P,False
00:32:20.038,00:32:28.546,F,False
00:32:31.549,00:32:33.051,T,False
00:32:42.060,00:32:42.060,P,False
00:32:51.536,00:33:00.044,P,False
00:33:16.561,00:33:19.063,E,False
00:33:19.564,00:34:01.039,P,False
00:34:13.051,00:34:20.058,F,False
00:34:26.564,00:34:26.564,E,False
00:34:35.540,00:34:40.044,P,False
00:34:57.562,00:34:57.562,F,False
00:35:31.562,00:35:34.031,E,False
00:35:44.041,00:35:44.041,P,False
00:36:29.053,00:36:49.040,F,False
00:37:24.041,00:37:26.544,E,False
00:37:29.547,00:37:36.053,P,False
00:37:51.535,00:37:51.535,E,False
00:37:57.541,00:38:10.054,P,False
00:38:49.060,00:38:49.060,F,False
00:38:52.063,00:38:58.035,P,False
00:39:18.556,00:39:26.564,F,False
00:39:53.057,00:39:53.057,E,False
00:40:00.064,00:40:28.559,P,False
00:41:36.560,00:41:36.560,F,False
00:41:42.032,00:41:43.534,L,False
00:41:44.535,00:41:57.548,E,False
00:41:59.049,00:42:05.556,I,False
00:42:07.057,00:42:07.057,E,False
00:42:08.559,00:42:09.560,N,False
00:42:12.062,00:42:13.531,Y,False
00:42:14.031,00:42:14.031,G,False
00:42:26.043,00:42:26.544,E,False
00:42:31.549,00:42:31.549,F,False
00:43:51.061,00:43:51.061,F,False
00:44:29.033,00:45:03.534,P,False
00:45:28.559,00:45:28.559,P,False
00:45:47.044,00:45:47.044,F,False
00:45:47.544,00:45:50.047,Y,False
00:45:52.549,00:45:52.549,T,False
00:45:59.056,00:46:02.559,I,False
00:46:03.060,00:46:04.061,P,False
00:46:09.032,00:46:23.046,T,False
00:46:33.557,00:46:33.557,E,False
00:46:43.033,00:46:53.043,T,False
00:47:07.558,00:47:35.052,F,False
00:47:37.054,00:47:37.054,E,False
00:47:39.556,00:48:28.538,F,False
00:48:31.541,00:48:32.042,E,False
00:48:35.545,00:48:35.545,P,False
00:48:39.049,00:48:40.050,G,False
00:48:56.033,00:48:59.036,Y,False
00:49:13.050,00:49:33.537,F,False
00:49:41.044,00:49:41.044,P,False
00:50:20.550,00:50:24.054,F,False
00:50:48.045,00:50:48.045,P,False
00:51:30.053,00:51:37.060,F,False
00:51:53.043,00:51:56.546,E,False
00:51:58.048,00:52:00.050,N,False
00:52:01.051,00:52:01.051,E,False
00:52:29.045,00:52:34.050,F,False
00:52:38.054,00:52:38.555,I,False
00:52:54.538,00:52:57.541,Y,False
00:53:13.557,00:53:15.058,F,False
00:53:19.062,00:53:19.062,Y,False
00:53:30.040,00:53:30.040,F,False
00:53:48.058,00:53:56.032,P,False
00:55:06.036,00:55:15.545,F,False
00:55:19.549,00:56:34.557,P,False
00:57:33.049,00:57:33.049,P,False
00:57:42.559,00:57:42.559,F,False
00:57:44.561,00:58:10.553,C,True
