start,end,type label,modifier
00:00:23.023,00:00:26.026,M,False
00:00:29.562,00:00:37.037,F,False
00:01:26.019,00:01:27.020,P,True
00:01:33.026,00:01:43.536,M,False
00:01:49.009,00:02:22.509,F,False
00:02:24.044,00:02:24.044,P,False
00:02:28.515,00:02:28.515,P,False
00:03:31.011,00:04:16.523,P,True
00:04:37.010,00:04:39.546,F,False
00:05:19.019,00:05:19.552,P,False
00:06:47.540,00:07:26.513,P,False
00:08:22.535,00:08:39.552,E,False
00:11:11.538,00:11:34.027,P,False
00:15:06.539,00:15:08.008,F,False
00:18:54.501,00:18:56.036,P,False
00:19:50.557,00:19:51.024,P,False
00:21:02.062,00:21:02.529,P,False
00:21:34.561,00:21:34.561,F,False
00:22:29.516,00:22:35.522,P,False
00:22:52.005,00:23:08.021,C,False
00:23:09.556,00:23:11.024,C,False
00:23:12.025,00:23:20.033,C,False
00:23:24.004,00:23:24.004,C,False
00:23:28.008,00:23:31.011,R,False
00:24:01.508,00:24:01.508,C,False
00:24:02.509,00:24:04.044,C,False
00:24:06.046,00:24:19.526,C,False
