start,end,type label,modifier
00:00:00.000,00:00:30.030,B,False
00:01:02.028,00:01:10.003,S,False
00:01:26.019,00:01:30.023,L,False
00:01:40.033,00:01:40.033,F,False
00:01:46.005,00:01:48.007,F,False
00:01:50.009,00:01:52.011,M,False
00:01:58.017,00:02:00.019,P,False
00:02:16.002,00:02:18.004,F,False
00:03:16.029,00:03:18.031,M,False
00:04:30.003,00:04:44.017,P,False
00:05:30.029,00:05:44.010,F,False
00:05:52.018,00:05:56.022,P,False
00:05:58.024,00:06:02.028,F,False
00:06:40.032,00:06:42.001,F,False
00:07:00.019,00:07:06.025,F,False
00:07:12.031,00:07:14.000,F,False
00:07:28.014,00:07:28.014,F,False
00:07:30.016,00:07:32.018,G,False
00:07:46.032,00:07:54.006,F,False
00:08:24.003,00:08:28.007,F,False
00:09:04.010,00:09:12.018,P,False
00:09:20.026,00:09:24.030,P,False
00:09:38.010,00:09:48.020,P,False
00:10:36.002,00:10:42.008,F,False
00:10:44.010,00:10:44.010,P,False
00:10:46.012,00:10:50.016,I,False
00:10:52.018,00:10:56.022,P,False
00:10:58.024,00:11:00.026,F,False
00:11:14.006,00:11:14.006,F,False
00:11:58.017,00:12:00.019,F,False
00:12:16.001,00:12:16.001,P,False
00:12:18.003,00:12:20.005,I,False
00:12:22.007,00:12:32.017,P,False
00:12:56.008,00:12:58.010,P,False
00:13:12.024,00:13:22.001,P,False
00:14:02.007,00:14:22.027,P,False
00:14:42.014,00:14:42.014,F,False
00:14:50.022,00:14:50.022,P,False
00:14:56.028,00:14:56.028,F,False
00:15:00.032,00:15:00.032,F,False
00:15:10.009,00:15:10.009,F,False
00:15:12.011,00:15:14.013,G,False
00:15:22.021,00:15:36.001,P,False
00:15:48.013,00:15:50.015,F,False
00:16:00.025,00:16:00.025,P,False
00:16:02.027,00:16:04.029,I,False
00:16:06.031,00:16:12.004,P,False
00:17:34.019,00:17:40.025,P,False
00:17:44.029,00:17:58.010,P,False
00:18:12.024,00:18:16.028,I,False
00:18:18.030,00:18:18.030,P,False
00:18:28.006,00:18:28.006,P,False
00:18:30.008,00:18:32.010,I,True
00:18:34.012,00:18:34.012,P,False
00:19:18.023,00:19:32.004,P,False
00:19:48.020,00:19:48.020,P,False
00:19:50.022,00:19:54.026,I,False
00:19:56.028,00:20:02.000,P,False
00:20:30.028,00:20:30.028,F,False
00:20:36.001,00:20:36.001,P,False
00:20:38.003,00:20:40.005,I,False
00:20:42.007,00:20:44.009,P,False
00:20:56.021,00:20:58.023,G,False
00:21:16.008,00:21:16.008,F,False
00:22:00.018,00:22:04.022,I,False
00:22:06.024,00:22:08.026,P,False
00:22:10.028,00:22:10.028,F,False
00:22:12.030,00:22:18.003,P,False
00:22:28.013,00:22:28.013,P,False
00:22:34.019,00:22:34.019,P,False
00:22:36.021,00:22:38.023,I,False
00:22:40.025,00:22:50.001,P,False
00:22:52.003,00:22:52.003,F,False
00:23:00.011,00:23:28.006,P,False
00:23:44.022,00:23:56.001,P,False
00:24:04.009,00:24:10.015,F,False
00:24:12.017,00:24:20.025,P,False
00:25:04.002,00:25:08.006,P,False
00:25:10.008,00:25:14.012,F,False
00:25:18.016,00:25:18.016,P,False
00:25:20.018,00:25:24.022,I,False
00:25:26.024,00:25:28.026,P,False
00:25:38.003,00:25:42.007,I,False
00:25:44.009,00:25:46.011,P,False
00:25:58.023,00:25:58.023,P,False
00:26:00.025,00:26:02.027,I,False
00:26:04.029,00:26:14.005,P,False
00:26:54.012,00:27:10.028,P,False
00:27:30.015,00:27:30.015,P,False
00:27:32.017,00:27:34.019,I,False
00:27:36.021,00:27:36.021,P,False
00:27:38.023,00:27:40.025,I,False
00:27:42.027,00:27:50.001,P,False
00:27:52.003,00:27:52.003,I,False
00:28:22.000,00:28:22.000,I,True
00:28:24.002,00:28:26.004,G,True
00:28:28.006,00:28:28.006,I,True
00:28:30.008,00:28:32.010,G,False
00:28:34.012,00:28:36.014,T,False
00:28:38.016,00:28:38.016,G,False
00:28:40.018,00:28:40.018,I,True
00:28:42.020,00:28:46.024,G,False
00:28:48.026,00:28:48.026,F,True
00:28:50.028,00:28:54.032,G,False
00:28:56.000,00:28:56.000,F,True
00:28:58.002,00:29:02.006,G,False
00:29:06.010,00:29:10.014,G,True
00:29:12.016,00:29:46.017,C,False
00:29:48.019,00:29:50.021,R,False
00:29:54.025,00:30:02.000,G,False
