start,end,type label,modifier
00:00:07.007,00:00:25.558,L,False
00:00:27.027,00:00:33.033,O,False
00:00:34.501,00:00:35.502,O,False
00:01:40.033,00:01:54.547,P,False
00:01:57.550,00:02:01.554,M,False
00:02:53.540,00:02:53.540,P,False
00:05:36.536,00:05:37.036,P,False
00:06:20.546,00:06:21.047,P,False
00:11:13.039,00:11:13.039,P,False
00:11:50.543,00:11:53.546,F,False
00:13:13.559,00:13:13.559,P,False
00:13:32.545,00:13:32.545,F,False
00:13:42.054,00:13:43.055,P,False
00:15:02.534,00:15:39.538,F,False
00:18:02.047,00:18:02.047,P,False
00:20:43.041,00:21:03.061,P,False
00:21:38.563,00:21:53.545,P,False
00:22:37.556,00:22:56.041,P,False
00:23:29.541,00:23:29.541,F,False
00:25:13.044,00:25:16.548,P,False
00:27:48.033,00:27:56.041,P,False
00:30:27.058,00:30:53.051,F,False
00:32:16.034,00:32:16.534,F,False
00:32:25.543,00:32:28.046,P,False
00:35:51.549,00:36:06.063,P,False
00:37:39.557,00:37:49.033,P,False
00:39:07.545,00:39:28.032,F,False
00:39:29.033,00:39:33.537,P,False
00:40:28.559,00:40:28.559,P,False
00:41:51.041,00:41:52.042,P,False
00:42:26.043,00:42:29.046,P,False
00:48:52.562,00:49:30.033,P,False
00:51:38.061,00:51:38.061,F,False
00:55:16.546,00:55:16.546,F,False
00:57:05.054,00:58:01.044,C,False
00:58:02.045,00:58:03.546,R,False
00:58:07.050,00:58:27.036,L,False
00:58:28.538,00:58:32.041,G,False
