start,end,type label,modifier
00:00:00.000,00:00:12.012,S,False
00:00:16.016,00:00:22.022,O,False
00:00:26.026,00:00:32.032,O,False
00:00:44.010,00:01:10.003,O,False
00:01:26.019,00:01:38.031,P,False
00:01:44.003,00:02:36.022,P,False
00:02:40.026,00:03:28.007,P,False
00:03:32.011,00:03:54.000,P,False
00:04:10.016,00:04:10.016,P,False
00:04:14.020,00:04:46.019,P,False
00:05:02.001,00:05:02.001,M,False
00:05:06.005,00:05:10.009,M,False
00:05:38.004,00:05:38.004,M,False
00:05:50.016,00:06:18.010,P,False
00:06:22.014,00:06:22.014,P,False
00:06:44.003,00:07:22.008,P,False
00:07:28.014,00:08:12.024,P,False
00:09:30.002,00:09:40.012,P,False
00:10:14.013,00:10:20.019,P,False
00:11:24.016,00:11:28.020,P,False
00:16:36.028,00:16:36.028,P,False
00:16:42.001,00:16:42.001,P,False
00:16:48.007,00:16:48.007,P,False
00:17:04.022,00:17:12.031,P,False
00:17:24.009,00:17:28.013,P,False
00:24:02.007,00:24:06.011,G,False
00:24:08.013,00:24:08.013,P,False
00:24:34.005,00:24:36.007,T,False
00:24:48.019,00:24:50.021,G,False
00:27:00.018,00:27:06.024,P,False
00:27:32.017,00:27:42.027,P,False
00:33:44.022,00:33:50.028,G,False
00:41:18.008,00:41:20.010,N,False
00:41:30.020,00:41:38.028,G,False
00:41:40.030,00:41:44.001,P,False
00:42:44.028,00:43:08.018,P,False
00:43:10.020,00:43:14.024,I,False
00:43:16.026,00:43:52.029,P,False
00:44:10.014,00:44:12.016,P,False
00:44:18.022,00:44:42.012,P,False
00:44:52.022,00:44:56.026,P,False
00:45:06.003,00:45:14.011,P,True
00:45:16.013,00:45:20.017,I,False
00:45:22.019,00:45:24.021,P,False
00:45:28.025,00:45:52.015,P,False
00:46:10.000,00:46:18.008,P,False
00:46:32.022,00:46:40.030,P,False
00:46:58.015,00:47:14.031,P,False
00:47:48.031,00:47:54.004,P,False
00:48:10.020,00:48:10.020,P,False
00:48:22.032,00:48:38.015,P,False
00:48:46.023,00:48:46.023,P,False
00:49:02.005,00:49:12.015,P,False
00:49:16.019,00:49:48.018,P,False
00:49:54.024,00:50:02.032,P,False
00:57:26.009,00:58:18.027,C,False
00:58:20.029,00:58:24.000,R,False
00:58:30.006,00:58:34.010,L,False
