start,end,type label,modifier
00:00:14.014,00:00:26.026,S,False
00:00:56.022,00:01:08.001,O,False
00:01:10.003,00:01:14.007,M,False
00:01:16.009,00:01:24.017,O,False
00:01:26.019,00:02:42.028,P,False
00:02:58.011,00:04:16.022,P,False
00:05:00.033,00:05:18.017,P,False
00:05:46.012,00:05:48.014,P,False
00:06:00.026,00:06:08.000,P,False
00:06:28.020,00:06:58.017,P,False
00:07:06.025,00:07:06.025,P,False
00:07:14.000,00:07:36.022,P,False
00:07:52.004,00:09:08.014,P,False
00:09:38.010,00:10:02.001,P,False
00:10:16.015,00:14:32.004,P,False
00:14:46.018,00:14:46.018,P,False
00:14:50.022,00:14:50.022,P,False
00:15:00.032,00:15:44.009,P,False
00:15:56.021,00:20:32.030,P,False
00:20:42.007,00:21:42.000,P,False
00:21:46.004,00:21:48.006,F,False
00:21:50.008,00:21:54.012,E,False
00:21:56.014,00:22:20.005,P,False
00:22:44.029,00:23:32.010,P,False
00:23:34.012,00:24:04.009,F,False
00:24:06.011,00:24:28.033,P,False
00:24:30.001,00:24:34.005,F,False
00:24:36.007,00:25:36.001,P,False
00:26:18.009,00:28:10.021,P,False
00:28:12.023,00:28:16.027,F,False
00:28:18.029,00:28:22.000,P,False
00:28:50.028,00:29:40.011,P,True
00:29:42.013,00:29:52.023,M,False
00:29:54.025,00:29:58.029,O,False
00:30:00.031,00:30:00.031,C,False
00:30:04.002,00:30:08.006,L,False
