start	end	alignment-start	alignment-end
00:02:52.290	00:02:54.960	0	66
00:02:54.970	00:02:58.200	67	122
00:02:58.210	00:03:00.860	123	173
00:03:00.870	00:03:03.570	174	230
00:03:03.580	00:03:05.540	231	275
00:03:05.550	00:03:07.970	276	317
00:03:07.980	00:03:11.110	318	378
00:03:11.120	00:03:14.160	379	439
00:03:14.170	00:03:17.890	440	502
00:03:17.900	00:03:23.020	503	578
00:03:23.030	00:03:26.140	579	638
00:03:26.150	00:03:30.160	639	705
00:03:30.170	00:03:34.030	705	757
00:03:34.040	00:03:36.170	758	815
00:03:36.180	00:03:38.260	816	868
00:03:38.270	00:03:42.990	869	933
00:03:43.000	00:03:46.400	935	996
00:03:46.410	00:03:50.250	997	1061
00:03:50.260	00:03:52.810	1062	1112
00:03:52.820	00:03:56.770	1113	1185
00:03:56.780	00:04:01.960	1186	1263
00:04:01.970	00:04:05.290	1264	1325
00:04:05.300	00:04:08.590	1326	1382
00:04:08.600	00:04:12.790	1383	1460
00:04:12.800	00:04:16.770	1461	1528
00:04:16.780	00:04:20.760	1529	1603
00:04:20.770	00:04:25.600	1604	1654
00:04:25.610	00:04:31.060	1655	1706
00:04:31.070	00:04:35.220	1707	1770
00:04:35.230	00:04:39.440	1771	1839
00:04:39.450	00:04:42.880	1840	1900
00:04:42.890	00:04:46.820	1901	1978
00:04:46.830	00:04:51.390	1979	2054
00:04:51.400	00:04:54.030	2055	2106
00:04:54.040	00:04:58.010	2107	2175
00:04:58.020	00:05:00.920	2176	2221
00:05:00.930	00:05:04.270	2222	2272
00:05:04.280	00:05:08.070	2273	2340
00:05:08.080	00:05:11.610	2341	2397
00:05:11.620	00:05:15.350	2398	2462
00:05:15.360	00:05:19.440	2463	2548
00:05:19.450	00:05:23.400	2549	2599
00:05:23.410	00:05:30.240	2600	2664
00:05:30.250	00:05:35.180	2665	2732
00:05:35.190	00:05:37.940	2733	2791
00:05:37.950	00:05:40.240	2792	2853
00:05:40.250	00:05:42.130	2854	2896
00:05:42.140	00:05:45.180	2897	2948
00:05:45.190	00:05:47.850	2949	3008
00:05:47.860	00:05:51.060	3009	3079
00:05:51.070	00:05:54.370	3080	3145
00:05:54.380	00:05:57.940	3146	3202
00:05:57.950	00:06:06.000	3203	3283
00:06:06.010	00:06:10.370	3284	3357
00:06:10.380	00:06:16.110	3358	3410
00:06:16.120	00:06:19.830	3411	3474
00:06:19.840	00:06:22.360	3475	3521
00:06:22.370	00:06:28.050	3522	3592
00:06:28.060	00:06:30.870	3593	3648
00:06:30.880	00:06:34.310	3649	3707
00:06:34.320	00:06:37.220	3708	3769
00:06:37.230	00:06:40.780	3770	3838
00:06:40.790	00:06:43.440	3839	3915
00:06:43.450	00:06:46.460	3916	3976
00:06:46.470	00:06:49.500	3977	4032
00:06:49.510	00:06:52.290	4033	4089
00:06:52.300	00:06:58.070	4090	4165
00:06:58.080	00:07:01.780	4166	4221
00:07:01.790	00:07:05.490	4222	4273
00:07:05.500	00:07:07.610	4274	4333
00:07:07.620	00:07:13.100	4334	4406
00:07:13.110	00:07:17.560	4407	4480
00:07:17.570	00:07:20.210	4481	4541
00:07:20.220	00:07:22.560	4542	4597
00:07:22.570	00:07:24.950	4598	4638
00:07:24.960	00:07:27.620	4639	4699
00:07:27.630	00:07:31.300	4700	4748
00:07:31.310	00:07:33.740	4749	4795
00:07:33.750	00:07:37.620	4796	4848
00:07:37.630	00:07:41.330	4849	4906
00:07:41.340	00:07:44.370	4907	4963
00:07:44.380	00:07:47.710	4964	5018
00:07:47.720	00:07:50.630	5019	5080
00:07:50.640	00:07:53.640	5081	5146
00:07:53.650	00:07:56.930	5147	5209
00:07:56.940	00:07:59.820	5210	5278
00:07:59.830	00:08:04.410	5279	5367
00:08:04.420	00:08:07.080	5368	5423
00:08:07.090	00:08:08.930	5424	5477
00:08:08.940	00:08:12.680	5478	5535
00:08:12.690	00:08:16.380	5536	5598
00:08:16.390	00:08:20.030	5599	5663
00:08:20.040	00:08:23.450	5664	5737
00:08:23.460	00:08:25.690	5738	5809
00:08:25.700	00:08:27.810	5810	5888
00:08:27.820	00:08:30.710	5889	5950
00:08:30.720	00:08:32.490	5951	6003
00:08:32.500	00:08:35.780	6004	6061
00:08:35.790	00:08:38.830	6062	6113
00:08:38.840	00:08:41.820	6114	6182
00:08:41.830	00:08:45.460	6183	6232
00:08:45.470	00:08:47.900	6233	6269
00:08:47.910	00:08:50.310	6270	6327
00:08:50.320	00:08:52.410	6328	6368
00:08:52.420	00:08:55.040	6369	6415
00:08:55.050	00:08:56.690	6416	6462
00:08:56.700	00:08:58.170	6463	6508
00:08:58.180	00:09:01.160	6509	6568
00:09:01.170	00:09:04.870	6569	6623
00:09:04.880	00:09:08.800	6624	6687
00:09:08.810	00:09:12.330	6688	6763
00:09:12.340	00:09:16.440	6764	6815
00:09:16.450	00:09:19.600	6816	6887
00:09:19.610	00:09:22.970	6888	6965
00:09:22.980	00:09:26.280	6966	7029
00:09:26.290	00:09:31.970	7030	7093
00:09:31.980	00:09:34.500	7094	7147
00:09:34.510	00:09:36.820	7148	7204
00:09:36.830	00:09:40.100	7205	7266
00:09:40.110	00:09:42.310	7267	7315
00:09:42.320	00:09:44.900	7316	7376
00:09:44.910	00:09:47.930	7377	7429
00:09:47.940	00:09:50.670	7430	7483
