"filename","seen","type label","subtype label","modifier","transcript","note"
"cpb-aacip-259-pr7msz5c_01872103_00000000.jpg",true,"B","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00002001.jpg",true,"B","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00004003.jpg",true,"B","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00006006.jpg",true,"B","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00008007.jpg",true,"B","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00010010.jpg",true,"B","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00012012.jpg",true,"B","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00014014.jpg",true,"B","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00016015.jpg",true,"B","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00018018.jpg",true,"B","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00020020.jpg",true,"B","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00022022.jpg",true,"B","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00024024.jpg",true,"B","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00026026.jpg",true,"B","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00028028.jpg",true,"B","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00030030.jpg",true,"G","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00032031.jpg",true,"G","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00034000.jpg",true,"G","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00036002.jpg",true,"G","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00038004.jpg",true,"G","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00040006.jpg",true,"G","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00042008.jpg",true,"G","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00044010.jpg",true,"G","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00046012.jpg",true,"S","D",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00048014.jpg",true,"S","D",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00050016.jpg",true,"S","D",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00052018.jpg",true,"S","D",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00054020.jpg",true,"S","D",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00056022.jpg",true,"","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00058024.jpg",true,"","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00060026.jpg",true,"","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00062028.jpg",true,"L","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00064030.jpg",true,"L","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00066032.jpg",true,"","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00068001.jpg",true,"G","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00070003.jpg",true,"G","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00072005.jpg",true,"G","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00074007.jpg",true,"G","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00076009.jpg",true,"E","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00078011.jpg",true,"E","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00080013.jpg",true,"","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00082015.jpg",true,"E","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00084017.jpg",true,"E","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00086019.jpg",true,"E","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00088021.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00090023.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00092025.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00094027.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00096029.jpg",true,"G","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00098031.jpg",true,"G","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00100033.jpg",true,"G","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00102001.jpg",true,"G","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00104003.jpg",true,"L","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00106005.jpg",true,"L","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00108007.jpg",true,"L","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00110009.jpg",true,"L","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00112011.jpg",true,"","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00114013.jpg",true,"O","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00116015.jpg",true,"O","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00118017.jpg",true,"O","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00120019.jpg",true,"M","",true,"",""
"cpb-aacip-259-pr7msz5c_01872103_00122021.jpg",true,"M","",true,"",""
"cpb-aacip-259-pr7msz5c_01872103_00124023.jpg",true,"M","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00126025.jpg",true,"M","",true,"",""
"cpb-aacip-259-pr7msz5c_01872103_00128027.jpg",true,"M","",true,"",""
"cpb-aacip-259-pr7msz5c_01872103_00130029.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00132031.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00134000.jpg",true,"I","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00136002.jpg",true,"I","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00138004.jpg",true,"I","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00140006.jpg",true,"E","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00142008.jpg",true,"E","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00144010.jpg",true,"E","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00146012.jpg",true,"G","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00148014.jpg",true,"G","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00150016.jpg",true,"","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00152018.jpg",true,"F","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00154020.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00156022.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00158024.jpg",true,"I","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00160026.jpg",true,"I","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00162028.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00164030.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00166032.jpg",true,"","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00168001.jpg",true,"","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00170003.jpg",true,"","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00172005.jpg",true,"","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00174007.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00176009.jpg",true,"I","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00178011.jpg",true,"I","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00180013.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00182015.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00184017.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00186019.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00188021.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00190023.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00192025.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00194027.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00196029.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00198031.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00200033.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00202001.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00204003.jpg",true,"P","",false,"",""
"cpb-aacip-259-pr7msz5c_01872103_00206005.jpg",true,"P","",false,"",""
