filename,seen,type label,subtype label,modifier,transcript,note
cpb-aacip-35-36tx99h9_03619315_00077010_00077010.jpg,true,S,D,false,,O: 0.49 Sandwich; Low confidence
cpb-aacip-35-36tx99h9_03619315_00078011_00078011.jpg,true,S,D,false,,B: 0.93 Sandwich
cpb-aacip-35-36tx99h9_03619315_00083016_00083016.jpg,true,G,,false,,M: 0.60 Sandwich; Low confidence
cpb-aacip-35-36tx99h9_03619315_00085018_00085018.jpg,true,G,,false,,M: 0.78 Low confidence
cpb-aacip-35-36tx99h9_03619315_00086520_00086553.jpg,true,G,,false,,M: 0.72 Low confidence
cpb-aacip-35-36tx99h9_03619315_00088522_00088555.jpg,true,G,,false,,NEG: 0.98 Sandwich
cpb-aacip-35-36tx99h9_03619315_00089022_00089022.jpg,true,G,,false,,M: 0.76 Low confidence
cpb-aacip-35-36tx99h9_03619315_00093026_00093026.jpg,true,L,,false,,M: 0.19 Sandwich; Low confidence
cpb-aacip-35-36tx99h9_03619315_00093527_00093560.jpg,true,L,,false,,L: 0.40 Low confidence
cpb-aacip-35-36tx99h9_03619315_00094027_00094027.jpg,true,L,,false,,G: 0.41 Low confidence
cpb-aacip-35-36tx99h9_03619315_00094528_00094561.jpg,true,L,,false,,M: 0.47 Low confidence
cpb-aacip-35-36tx99h9_03619315_00095028_00095028.jpg,true,L,,false,,M: 0.29 Low confidence
cpb-aacip-35-36tx99h9_03619315_00096029_00096029.jpg,true,L,,false,,G: 0.33 Low confidence
cpb-aacip-35-36tx99h9_03619315_00096530_00096563.jpg,true,L,,false,,M: 0.43 Low confidence
cpb-aacip-35-36tx99h9_03619315_00097531_00097564.jpg,true,L,,false,,G: 0.28 Low confidence
cpb-aacip-35-36tx99h9_03619315_00098532_00098565.jpg,true,L,,false,,G: 0.46 Low confidence
cpb-aacip-35-36tx99h9_03619315_00099032_00099032.jpg,true,L,,false,,G: 0.54 Low confidence
cpb-aacip-35-36tx99h9_03619315_00099533_00099566.jpg,true,L,,false,,M: 0.56 Sandwich; Low confidence
cpb-aacip-35-36tx99h9_03619315_00101502_00101534.jpg,true,L,,false,,G: 0.48 Low confidence
cpb-aacip-35-36tx99h9_03619315_00102002_00102035.jpg,true,L,,false,,M: 0.73 Low confidence
cpb-aacip-35-36tx99h9_03619315_00102503_00102535.jpg,true,L,,false,,M: 0.33 Low confidence
cpb-aacip-35-36tx99h9_03619315_00103003_00103036.jpg,true,L,,false,,G: 0.80 Sandwich
cpb-aacip-35-36tx99h9_03619315_00105005_00105038.jpg,true,L,,false,,G: 0.49 Low confidence
cpb-aacip-35-36tx99h9_03619315_00105506_00105538.jpg,true,L,,false,,G: 0.59 Low confidence
cpb-aacip-35-36tx99h9_03619315_00106006_00106039.jpg,true,L,,false,,M: 0.71 Low confidence
cpb-aacip-35-36tx99h9_03619315_00106507_00106539.jpg,true,L,,false,,L: 0.55 Low confidence
cpb-aacip-35-36tx99h9_03619315_00107007_00107040.jpg,true,,,false,,NEG: 1.00 Sandwich
cpb-aacip-35-36tx99h9_03619315_00107508_00107540.jpg,true,L,,false,,L: 0.47 Low confidence
cpb-aacip-35-36tx99h9_03619315_00109510_00109542.jpg,true,L,,true,,L: 0.35 Low confidence
cpb-aacip-35-36tx99h9_03619315_00110010_00110043.jpg,true,O,,false,,L: 0.33 Low confidence
cpb-aacip-35-36tx99h9_03619315_00112012_00112045.jpg,true,O,,false,,G: 0.42 Sandwich; Low confidence
cpb-aacip-35-36tx99h9_03619315_00112513_00112545.jpg,true,O,,false,,M: 0.48 Low confidence
cpb-aacip-35-36tx99h9_03619315_00114515_00114547.jpg,true,M,,false,,O: 0.30 Low confidence
cpb-aacip-35-36tx99h9_03619315_00116016_00116049.jpg,true,M,,false,,L: 0.31 Sandwich; Low confidence
cpb-aacip-35-36tx99h9_03619315_00118018_00118051.jpg,true,M,,false,,G: 0.56 Low confidence
cpb-aacip-35-36tx99h9_03619315_00118519_00118551.jpg,true,M,,false,,L: 0.48 Sandwich; Low confidence
cpb-aacip-35-36tx99h9_03619315_00120020_00120053.jpg,true,M,,false,,S: 0.32 Low confidence
cpb-aacip-35-36tx99h9_03619315_00121021_00121054.jpg,true,M,,false,,G: 0.60 Sandwich
cpb-aacip-35-36tx99h9_03619315_00122022_00122055.jpg,true,M,,false,,O: 0.47 Low confidence
cpb-aacip-35-36tx99h9_03619315_00122523_00122555.jpg,true,M,,false,,G: 0.42 Low confidence
cpb-aacip-35-36tx99h9_03619315_00123023_00123056.jpg,true,M,,false,,G: 0.42 Low confidence
cpb-aacip-35-36tx99h9_03619315_00123524_00123556.jpg,true,M,,true,,L: 0.28 Low confidence
cpb-aacip-35-36tx99h9_03619315_00125526_00125558.jpg,true,E,,true,,P: 0.52 Low confidence
cpb-aacip-35-36tx99h9_03619315_00127528_00127560.jpg,true,E,,false,,E: 0.55 Low confidence
cpb-aacip-35-36tx99h9_03619315_00132032_00132065.jpg,true,I,,false,,M: 0.59 Sandwich; Low confidence
cpb-aacip-35-36tx99h9_03619315_00134501_00134501.jpg,true,I,,false,,E: 0.91 Sandwich
cpb-aacip-35-36tx99h9_03619315_00135002_00135034.jpg,true,I,,false,,P: 0.51 Sandwich; Low confidence
cpb-aacip-35-36tx99h9_03619315_00137504_00137504.jpg,true,I,,false,,P: 0.42 Low confidence
cpb-aacip-35-36tx99h9_03619315_00138505_00138505.jpg,true,I,,false,,M: 0.67 Sandwich; Low confidence
cpb-aacip-35-36tx99h9_03619315_00139506_00139506.jpg,true,I,,false,,I: 0.85 Sandwich
cpb-aacip-35-36tx99h9_03619315_00142009_00142041.jpg,true,I,,false,,M: 0.29 Sandwich; Low confidence
cpb-aacip-35-36tx99h9_03619315_00142509_00142509.jpg,true,I,,false,,E: 0.59 Low confidence
cpb-aacip-35-36tx99h9_03619315_00143010_00143042.jpg,true,I,,false,,I: 0.73 Sandwich; Low confidence
cpb-aacip-35-36tx99h9_03619315_00144011_00144043.jpg,true,I,,false,,P: 0.61 Sandwich
cpb-aacip-35-36tx99h9_03619315_00146513_00146513.jpg,true,I,,false,,E: 0.52 Low confidence
cpb-aacip-35-36tx99h9_03619315_00151518_00151518.jpg,true,P,,false,,P: 0.42 Low confidence
cpb-aacip-35-36tx99h9_03619315_00169002_00169002.jpg,true,P,,false,,E: 0.96 Sandwich
cpb-aacip-35-36tx99h9_03619315_00173507_00173540.jpg,true,P,,false,,E: 0.50 Sandwich; Low confidence
cpb-aacip-35-36tx99h9_03619315_00194528_00194561.jpg,true,I,,false,,I: 0.57 Low confidence
cpb-aacip-35-36tx99h9_03619315_00209009_00209042.jpg,true,P,,true,,NEG: 0.61 Sandwich
cpb-aacip-35-36tx99h9_03619315_00217017_00217050.jpg,true,P,,true,,NEG: 0.84 Sandwich
