filename,seen,type label,subtype label,modifier,transcript,note
cpb-aacip-83-23612txx_03816379_00063530_00063530.jpg,true,,,false,,M: 0.56 Low confidence
cpb-aacip-83-23612txx_03816379_00065532_00065532.jpg,true,L,,false,,O: 0.78 Sandwich; Low confidence
cpb-aacip-83-23612txx_03816379_00070003_00070003.jpg,true,M,,false,,O: 0.47 Low confidence
cpb-aacip-83-23612txx_03816379_00071505_00071538.jpg,true,M,,false,,G: 0.57 Low confidence
cpb-aacip-83-23612txx_03816379_00072506_00072539.jpg,true,M,,false,,O: 0.39 Low confidence
cpb-aacip-83-23612txx_03816379_00073006_00073006.jpg,true,M,,false,,L: 0.56 Low confidence
cpb-aacip-83-23612txx_03816379_00074007_00074007.jpg,true,M,,true,,O: 0.41 Low confidence
cpb-aacip-83-23612txx_03816379_00077511_00077544.jpg,true,,,false,,M: 0.61 Low confidence
cpb-aacip-83-23612txx_03816379_00078011_00078011.jpg,true,,,false,,NEG: 0.44 Low confidence
cpb-aacip-83-23612txx_03816379_00081014_00081014.jpg,true,,,false,,M: 0.56 Low confidence
cpb-aacip-83-23612txx_03816379_00082516_00082549.jpg,true,F,,false,,NEG: 0.30 Low confidence
cpb-aacip-83-23612txx_03816379_00083016_00083016.jpg,true,F,,false,,O: 0.32 Low confidence
cpb-aacip-83-23612txx_03816379_00083517_00083550.jpg,true,F,,false,,B: 0.50 Low confidence
cpb-aacip-83-23612txx_03816379_00116016_00116049.jpg,true,L,,true,,O: 0.53 Low confidence
cpb-aacip-83-23612txx_03816379_00117017_00117050.jpg,true,L,,true,,S: 0.84 Sandwich
cpb-aacip-83-23612txx_03816379_00121021_00121054.jpg,true,L,,false,,L: 0.57 Low confidence
cpb-aacip-83-23612txx_03816379_00125526_00125558.jpg,true,,,false,,NEG: 0.84 Sandwich
cpb-aacip-83-23612txx_03816379_00137504_00137504.jpg,true,,,false,,M: 0.51 Low confidence
cpb-aacip-83-23612txx_03816379_00139506_00139506.jpg,true,M,,false,,M: 0.73 Low confidence
cpb-aacip-83-23612txx_03816379_00140507_00140507.jpg,true,M,,false,,M: 0.53 Low confidence
cpb-aacip-83-23612txx_03816379_00141008_00141040.jpg,true,M,,false,,M: 0.53 Low confidence
cpb-aacip-83-23612txx_03816379_00141508_00141508.jpg,true,M,,false,,F: 0.24 Sandwich; Low confidence
cpb-aacip-83-23612txx_03816379_00142009_00142041.jpg,true,M,,false,,M: 0.44 Sandwich; Low confidence
cpb-aacip-83-23612txx_03816379_00142509_00142509.jpg,true,M,,false,,F: 0.79 Sandwich
cpb-aacip-83-23612txx_03816379_00143010_00143042.jpg,true,,,false,,M: 0.50 Low confidence
cpb-aacip-83-23612txx_03816379_00145512_00145512.jpg,true,M,,false,,M: 0.57 Low confidence
cpb-aacip-83-23612txx_03816379_00146013_00146045.jpg,true,M,,false,,G: 0.43 Sandwich; Low confidence
cpb-aacip-83-23612txx_03816379_00146513_00146513.jpg,true,M,,false,,M: 0.61 Low confidence
cpb-aacip-83-23612txx_03816379_00148015_00148047.jpg,true,M,,false,,L: 0.51 Low confidence
cpb-aacip-83-23612txx_03816379_00148515_00148515.jpg,true,M,,false,,NEG: 0.36 Low confidence
cpb-aacip-83-23612txx_03816379_00152019_00152051.jpg,true,O,,false,,G: 0.49 Low confidence
