filename,seen,type label,subtype label,modifier,transcript,note
cpb-aacip-17-07tmq941_01830395_00035002_00035035.jpg,true,,,false,,NEG: 0.51 Sandwich
cpb-aacip-17-07tmq941_01830395_00039506_00039506.jpg,true,G,,false,,M: 0.36 Sandwich; Low confidence
cpb-aacip-17-07tmq941_01830395_00041508_00041508.jpg,true,G,,false,,L: 0.55 Low confidence
cpb-aacip-17-07tmq941_01830395_00044511_00044511.jpg,true,F,,true,,G: 0.40 Low confidence
cpb-aacip-17-07tmq941_01830395_00045012_00045045.jpg,true,F,,false,,O: 0.58 Low confidence
cpb-aacip-17-07tmq941_01830395_00045512_00045512.jpg,true,F,,false,,M: 0.54 Low confidence
cpb-aacip-17-07tmq941_01830395_00047014_00047047.jpg,true,F,,false,,S: 0.53 Low confidence
cpb-aacip-17-07tmq941_01830395_00048015_00048048.jpg,true,F,,false,,L: 0.36 Sandwich; Low confidence
cpb-aacip-17-07tmq941_01830395_00049516_00049516.jpg,true,F,,false,,O: 0.76 Sandwich; Low confidence
cpb-aacip-17-07tmq941_01830395_00050517_00050517.jpg,true,F,,false,,M: 0.35 Sandwich; Low confidence
cpb-aacip-17-07tmq941_01830395_00052019_00052052.jpg,true,F,,false,,O: 0.38 Sandwich; Low confidence
cpb-aacip-17-07tmq941_01830395_00052519_00052519.jpg,true,F,,false,,S: 0.61 Sandwich
cpb-aacip-17-07tmq941_01830395_00053020_00053053.jpg,true,F,,false,,O: 0.40 Low confidence
cpb-aacip-17-07tmq941_01830395_00053520_00053520.jpg,true,F,,false,,M: 0.61 Sandwich; Low confidence
cpb-aacip-17-07tmq941_01830395_00054021_00054054.jpg,true,F,,false,,O: 0.56 Sandwich; Low confidence
cpb-aacip-17-07tmq941_01830395_00054521_00054521.jpg,true,F,,false,,M: 0.61 Low confidence
cpb-aacip-17-07tmq941_01830395_00055022_00055055.jpg,true,F,,false,,NEG: 0.21 Low confidence
cpb-aacip-17-07tmq941_01830395_00059526_00059526.jpg,true,,,false,,P: 0.55 Low confidence
cpb-aacip-17-07tmq941_01830395_00063530_00063530.jpg,true,,,false,,P: 0.51 Low confidence
cpb-aacip-17-07tmq941_01830395_00064531_00064531.jpg,true,,,false,,NEG: 0.85 Sandwich
