filename,seen,type label,subtype label,modifier,transcript,note
cpb-aacip-77-81jhbv89_01781212_00029530_00029562.jpg,true,S,D,false,,S: 0.53 Low confidence
cpb-aacip-77-81jhbv89_01781212_00033033_00033033.jpg,true,G,,false,,L: 0.55 Low confidence
cpb-aacip-77-81jhbv89_01781212_00035002_00035035.jpg,true,G,,false,,L: 0.42 Low confidence
cpb-aacip-77-81jhbv89_01781212_00035502_00035502.jpg,true,G,,false,,L: 0.41 Low confidence
cpb-aacip-77-81jhbv89_01781212_00074508_00074541.jpg,true,M,,true,,M: 0.54 Low confidence
cpb-aacip-77-81jhbv89_01781212_00077511_00077544.jpg,true,M,,true,,M: 0.74 Low confidence
cpb-aacip-77-81jhbv89_01781212_00078512_00078545.jpg,true,M,,false,,M: 0.70 Low confidence
cpb-aacip-77-81jhbv89_01781212_00081014_00081014.jpg,true,M,,false,,G: 0.72 Sandwich
cpb-aacip-77-81jhbv89_01781212_00085018_00085018.jpg,true,M,,false,,M: 0.77 Low confidence
cpb-aacip-77-81jhbv89_01781212_00086019_00086019.jpg,true,M,,false,,M: 0.67 Low confidence
cpb-aacip-77-81jhbv89_01781212_00089022_00089022.jpg,true,M,,true,,M: 0.54 Low confidence
cpb-aacip-77-81jhbv89_01781212_00137504_00137504.jpg,true,E,,false,,N: 0.78 Sandwich
cpb-aacip-77-81jhbv89_01781212_00138005_00138037.jpg,true,E,,false,,E: 0.36 Low confidence
cpb-aacip-77-81jhbv89_01781212_00138505_00138505.jpg,true,E,,false,,E: 0.50 Low confidence
cpb-aacip-77-81jhbv89_01781212_00140007_00140039.jpg,true,E,,false,,E: 0.59 Low confidence
cpb-aacip-77-81jhbv89_01781212_00141508_00141508.jpg,true,E,,false,,E: 0.39 Low confidence
cpb-aacip-77-81jhbv89_01781212_00142009_00142041.jpg,true,E,,false,,I: 0.33 Sandwich; Low confidence
cpb-aacip-77-81jhbv89_01781212_00143510_00143510.jpg,true,E,,false,,S: 0.43 Sandwich; Low confidence
cpb-aacip-77-81jhbv89_01781212_00144011_00144043.jpg,true,E,,false,,E: 0.99 Sandwich
cpb-aacip-77-81jhbv89_01781212_00144511_00144511.jpg,true,E,,false,,S: 0.45 Sandwich; Low confidence
cpb-aacip-77-81jhbv89_01781212_00146513_00146513.jpg,true,E,,false,,I: 0.29 Sandwich; Low confidence
cpb-aacip-77-81jhbv89_01781212_00148015_00148047.jpg,true,E,,false,,N: 0.60 Sandwich
