"filename","seen","type-label","subtype-label","modifier","note-3","note-4"
"cpb-aacip-526-p55db7wx8k_01610041_00003504_00003503.jpg",true,"S","G",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00052636_00052652.jpg",true,"M","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00065882_00065899.jpg",true,"L","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00072005_00072005.jpg",true,"M","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00111512_00111511.jpg",true,"E","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00180514_00180513.jpg",true,"F","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00187521_00187520.jpg",true,"I","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00204505_00204504.jpg",true,"I","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00219769_00219786.jpg",true,"G","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00222022_00222021.jpg",true,"G","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00223272_00223289.jpg",true,"G","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00226775_00226793.jpg",true,"G","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00268526_00268534.jpg",true,"F","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00288529_00288521.jpg",true,"F","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00290023_00290023.jpg",true,"F","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00310511_00310510.jpg",true,"","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00342509_00342508.jpg",true,"F","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00383517_00383516.jpg",true,"P","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00450517_00450516.jpg",true,"P","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00517517_00517517.jpg",true,"P","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00555522_00555521.jpg",true,"F","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00591024_00591023.jpg",true,"F","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00659025_00659025.jpg",true,"","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00727026_00727026.jpg",true,"","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00795027_00795027.jpg",true,"P","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00831532_00831530.jpg",true,"G","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00884017_00884016.jpg",true,"F","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00891525_00891523.jpg",true,"F","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00918519_00918517.jpg",true,"I","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00942009_00942007.jpg",true,"I","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_00969503_00969501.jpg",true,"I","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01012513_01012511.jpg",true,"F","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01031532_01031530.jpg",true,"I","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01063530_01063529.jpg",true,"P","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01096530_01096528.jpg",true,"F","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01147280_01147279.jpg",true,"","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01199533_01199531.jpg",true,"I","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01240257_01240272.jpg",true,"","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01312763_01312778.jpg",true,"","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01385269_01385283.jpg",true,"F","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01421522_01421520.jpg",true,"P","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01458775_01458790.jpg",true,"P","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01496530_01496528.jpg",true,"F","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01504004_01504002.jpg",true,"F","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01524024_01524022.jpg",true,"T","",true,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01525775_01525790.jpg",true,"T","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01529278_01529294.jpg",true,"T","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01540443_01540438.jpg",true,"L","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01544319_01544309.jpg",true,"L","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01548195_01548213.jpg",true,"L","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01552071_01552083.jpg",true,"C","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01555947_01555954.jpg",true,"C","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01558525_01558523.jpg",true,"C","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01559823_01559824.jpg",true,"C","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01563699_01563695.jpg",true,"C","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01567575_01567566.jpg",true,"C","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01571451_01571436.jpg",true,"C","",false,"",""
"cpb-aacip-526-p55db7wx8k_01610041_01575327_01575340.jpg",true,"C","",false,"",""
