"filename","seen","type-label","subtype-label","modifier","note-3","note-4"
"cpb-aacip-77-440s02bw_01737202_00004505_00004504.jpg",true,"B","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00008509_00008508.jpg",true,"S","G",false,"",""
"cpb-aacip-77-440s02bw_01737202_00011261_00011277.jpg",true,"S","G",false,"",""
"cpb-aacip-77-440s02bw_01737202_00023773_00023790.jpg",true,"S","G",false,"",""
"cpb-aacip-77-440s02bw_01737202_00038906_00038905.jpg",true,"S","G",false,"",""
"cpb-aacip-77-440s02bw_01737202_00053020_00053019.jpg",true,"S","G",false,"",""
"cpb-aacip-77-440s02bw_01737202_00053654_00053653.jpg",true,"S","G",false,"",""
"cpb-aacip-77-440s02bw_01737202_00074007_00074007.jpg",true,"L","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00075633_00075642.jpg",true,"","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00078886_00078878.jpg",true,"M","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00113514_00113513.jpg",true,"T","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00126527_00126526.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00163530_00163530.jpg",true,"I","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00194027_00194027.jpg",true,"F","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00200000_00199999.jpg",true,"F","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00213514_00213513.jpg",true,"I","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00248015_00248014.jpg",true,"I","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00274508_00274507.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00305532_00305538.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00319532_00319519.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00333532_00333533.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00347532_00347547.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00361532_00361527.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00375532_00375541.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00389532_00389522.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00403532_00403536.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00417532_00417517.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00426026_00426025.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00431532_00431531.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00445532_00445545.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00459532_00459525.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00469002_00469001.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00483517_00483516.jpg",true,"I","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00517017_00517016.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00522022_00522021.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00568001_00568000.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00607007_00607006.jpg",true,"T","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00612012_00612011.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00618260_00618250.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00631756_00631764.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00677010_00677009.jpg",true,"I","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00704505_00704503.jpg",true,"I","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00762029_00762027.jpg",true,"I","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00821522_00821520.jpg",true,"I","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00856106_00856121.jpg",true,"P","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00918268_00918284.jpg",true,"P","",false,"",""
"cpb-aacip-77-440s02bw_01737202_00980430_00980446.jpg",true,"P","",false,"",""
"cpb-aacip-77-440s02bw_01737202_01013013_01013012.jpg",true,"I","",false,"",""
"cpb-aacip-77-440s02bw_01737202_01033500_01033499.jpg",true,"I","",false,"",""
"cpb-aacip-77-440s02bw_01737202_01049016_01049014.jpg",true,"I","",false,"",""
"cpb-aacip-77-440s02bw_01737202_01082516_01082514.jpg",true,"P","",false,"",""
"cpb-aacip-77-440s02bw_01737202_01143510_01143509.jpg",true,"P","",false,"",""
"cpb-aacip-77-440s02bw_01737202_01175008_01175007.jpg",true,"I","",false,"",""
"cpb-aacip-77-440s02bw_01737202_01213013_01213011.jpg",true,"I","",false,"",""
"cpb-aacip-77-440s02bw_01737202_01230030_01230028.jpg",true,"N","",false,"",""
"cpb-aacip-77-440s02bw_01737202_01251885_01251883.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_01264631_01264630.jpg",true,"E","",false,"",""
"cpb-aacip-77-440s02bw_01737202_01266033_01266031.jpg",true,"E","",false,"",""
