"filename","seen","type label","subtype label","modifier","transcript","note"
"cpb-aacip-512-542j67b12n_01820618_00000000.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00002002.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00004004.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00006006.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00008008.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00010010.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00012012.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00014014.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00016016.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00018001.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00020003.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00022005.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00024007.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00026009.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00028011.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00030013.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00032015.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00034000.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00036002.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00038004.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00040006.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00042008.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00044010.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00046012.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00048014.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00050016.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00052001.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00054003.jpg",true,"B","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00056005.jpg",true,"","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00058007.jpg",true,"","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00060009.jpg",true,"","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00062011.jpg",true,"S","H",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00064013.jpg",true,"S","H",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00066015.jpg",true,"S","H",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00068001.jpg",true,"S","H",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00070003.jpg",true,"S","H",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00072005.jpg",true,"","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00074007.jpg",true,"","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00076009.jpg",true,"","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00078011.jpg",true,"","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00080013.jpg",true,"","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00082015.jpg",true,"","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00084000.jpg",true,"","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00086002.jpg",true,"","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00088004.jpg",true,"","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00090006.jpg",true,"","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00092008.jpg",true,"L","",true,"",""
"cpb-aacip-512-542j67b12n_01820618_00094010.jpg",true,"L","",true,"",""
"cpb-aacip-512-542j67b12n_01820618_00096012.jpg",true,"L","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00098014.jpg",true,"L","",false,"",""
"cpb-aacip-512-542j67b12n_01820618_00100016.jpg",true,"L","",false,"",""
