"filename","seen","type-label","subtype-label","modifier","note-3","note-4"
"cpb-aacip-60-752fr5nn_01662127_00003003_00003003.jpg",true,"B","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00009927_00009943.jpg",true,"S","D",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00018769_00018785.jpg",true,"S","D",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00019019_00019019.jpg",true,"S","D",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00027611_00027627.jpg",true,"S","D",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00037504_00037504.jpg",true,"O","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00055522_00055522.jpg",true,"O","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00057273_00057290.jpg",true,"O","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00060776_00060794.jpg",true,"O","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00068362_00068368.jpg",true,"O","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00070504_00070503.jpg",true,"O","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00072021_00072038.jpg",true,"O","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00075680_00075675.jpg",true,"O","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00089523_00089522.jpg",true,"F","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00096029_00096029.jpg",true,"I","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00141008_00141007.jpg",true,"","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00182516_00182515.jpg",true,"","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00186520_00186519.jpg",true,"F","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00208509_00208508.jpg",true,"F","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00243135_00243142.jpg",true,"","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00304379_00304370.jpg",true,"","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00337004_00337003.jpg",true,"I","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00372005_00372004.jpg",true,"I","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00424257_00424257.jpg",true,"","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00475008_00475007.jpg",true,"F","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00499533_00499532.jpg",true,"I","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00557024_00557023.jpg",true,"I","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00580514_00580513.jpg",true,"G","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00616766_00616782.jpg",true,"P","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00651518_00651517.jpg",true,"G","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00652894_00652885.jpg",true,"G","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00655647_00655655.jpg",true,"G","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00692025_00692024.jpg",true,"","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00762028_00762027.jpg",true,"","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00799533_00799532.jpg",true,"Y","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00836878_00836869.jpg",true,"","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00904629_00904637.jpg",true,"","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00943510_00943509.jpg",true,"G","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00951518_00951517.jpg",true,"F","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00974007_00974006.jpg",true,"F","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_00994027_00994026.jpg",true,"F","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_01017518_01017516.jpg",true,"I","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_01043510_01043509.jpg",true,"I","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_01094528_01094526.jpg",true,"F","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_01114014_01114012.jpg",true,"F","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_01119520_01119518.jpg",true,"","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_01141508_01141507.jpg",true,"F","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_01144011_01144009.jpg",true,"","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_01156023_01156021.jpg",true,"","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_01167000_01166999.jpg",true,"","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_01196530_01196528.jpg",true,"F","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_01226527_01226525.jpg",true,"F","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_01276777_01276775.jpg",true,"P","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_01325025_01325023.jpg",true,"F","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_01360527_01360525.jpg",true,"P","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_01427527_01427526.jpg",true,"P","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_01494527_01494526.jpg",true,"","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_01561527_01561526.jpg",true,"P","",false,"",""
"cpb-aacip-60-752fr5nn_01662127_01628527_01628526.jpg",true,"C","",false,"",""
