"filename","seen","type-label","subtype-label","modifier","note-3","note-4"
"cpb-aacip-f8010e8912b_01666498_00010010_00010010.jpg",true,"G","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00023524_00023523.jpg",true,"I","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00067000_00067000.jpg",true,"G","",true,"",""
"cpb-aacip-f8010e8912b_01666498_00068626_00068635.jpg",true,"G","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00071879_00071871.jpg",true,"G","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00130030_00130029.jpg",true,"F","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00171280_00171271.jpg",true,"","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00252778_00252785.jpg",true,"P","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00293527_00293526.jpg",true,"","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00330780_00330797.jpg",true,"","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00366533_00366532.jpg",true,"","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00372005_00372004.jpg",true,"","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00411887_00411878.jpg",true,"P","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00486645_00486652.jpg",true,"P","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00529530_00529529.jpg",true,"F","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00571021_00571037.jpg",true,"P","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00610511_00610509.jpg",true,"I","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00655639_00655655.jpg",true,"","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00740891_00740906.jpg",true,"P","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00789523_00789522.jpg",true,"F","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00793527_00793526.jpg",true,"F","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00847014_00847012.jpg",true,"F","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00881390_00881380.jpg",true,"","",false,"",""
"cpb-aacip-f8010e8912b_01666498_00944136_00944143.jpg",true,"","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01006882_01006872.jpg",true,"","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01069628_01069635.jpg",true,"","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01105005_01105003.jpg",true,"F","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01142509_01142508.jpg",true,"I","",true,"",""
"cpb-aacip-f8010e8912b_01666498_01143510_01143509.jpg",true,"I","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01145512_01145511.jpg",true,"I","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01202503_01202501.jpg",true,"F","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01245629_01245644.jpg",true,"P","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01330881_01330896.jpg",true,"P","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01376009_01376007.jpg",true,"F","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01406510_01406505.jpg",true,"","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01466511_01466498.jpg",true,"P","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01526512_01526525.jpg",true,"","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01586513_01586518.jpg",true,"","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01618322_01618316.jpg",true,"C","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01621933_01621920.jpg",true,"C","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01625544_01625557.jpg",true,"C","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01629155_01629160.jpg",true,"C","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01632533_01632530.jpg",true,"C","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01632766_01632764.jpg",true,"C","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01636377_01636368.jpg",true,"C","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01639988_01640005.jpg",true,"C","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01643599_01643608.jpg",true,"C","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01647210_01647212.jpg",true,"R","",false,"",""
"cpb-aacip-f8010e8912b_01666498_01655022_01655020.jpg",true,"G","",false,"",""
