start_time,end_time,text
224.5271,230.2771,JIM LEHRER\nWASHINGTON
311.2771,319.2771,JERRY JONES\nUMW LOCAL PRESIDENT
409.7771,418.5271,JERRY JONES\nUMW LOCAL PRESIDENT
543.5271,548.5271,"THOMAS N. BETHELL\nEDITOR, ""COAL PATROL"""
665.7771,670.0271,"THOMAS N. BETHELL\nEDITOR, ""COAL PATROL"""
774.2771,780.2771,JOHN HOERR\nBUSINESS WEEK
1046.0271,1049.7771,"THOMAS N. BETHELL\nEDITOR, ""COAL PATROL"""
1213.0271,1217.0271,JOHN HOERR\nBUSINESS WEEK
1353.5271,1360.5271,JERRY JONES\nUMW LOCAL PRESIDENT
1517.0271,1520.5271,JOHN HOERR\nBUSINESS WEEK
1595.5271,1598.7771,"THOMAS N. BETHELL\nEDITOR, ""COAL PATROL"""
1679.0271,1683.0271,JOHN HOERR\nBUSINESS WEEK
