guid	anno_id	type	begin_offset	end_offset	text	wiki_url	qid
cpb-aacip-507-v11vd6pz5w-transcript.ann	T1	person	2	12	JIM LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-v11vd6pz5w-transcript.ann	T2	person	32	42	Jim Lehrer	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-v11vd6pz5w-transcript.ann	T3	title	51	59	NewsHour	https://en.wikipedia.org/wiki/PBS_NewsHour	https://www.wikidata.org/wiki/Q7118447
cpb-aacip-507-v11vd6pz5w-transcript.ann	T4	location	148	152	Iraq	https://en.wikipedia.org/wiki/Iraq	https://www.wikidata.org/wiki/Q796
cpb-aacip-507-v11vd6pz5w-transcript.ann	T5	location	169	173	Iraq	https://en.wikipedia.org/wiki/Iraq	https://www.wikidata.org/wiki/Q796
cpb-aacip-507-v11vd6pz5w-transcript.ann	T6	title	203	217	New York Times	https://en.wikipedia.org/wiki/The_New_York_Times	https://www.wikidata.org/wiki/Q9684
cpb-aacip-507-v11vd6pz5w-transcript.ann	T7	organization	326	360	Senate Foreign Relations Committee	https://en.wikipedia.org/wiki/United_States_Senate_Committee_on_Foreign_Relations	https://www.wikidata.org/wiki/Q1806257
cpb-aacip-507-v11vd6pz5w-transcript.ann	T8	person	379	384	Lugar	https://en.wikipedia.org/wiki/Richard_Lugar	https://www.wikidata.org/wiki/Q363079
cpb-aacip-507-v11vd6pz5w-transcript.ann	T9	person	389	394	Biden	https://en.wikipedia.org/wiki/Joe_Biden	https://www.wikidata.org/wiki/Q6279
cpb-aacip-507-v11vd6pz5w-transcript.ann	T10	organization	475	496	Major League Baseball	https://en.wikipedia.org/wiki/Major_League_Baseball	https://www.wikidata.org/wiki/Q1163715
cpb-aacip-507-v11vd6pz5w-transcript.ann	T11	title	507	519	NEWS SUMMARY		
cpb-aacip-507-v11vd6pz5w-transcript.ann	T12	person	521	531	JIM LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-v11vd6pz5w-transcript.ann	T13	location	533	537	U.S.	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
cpb-aacip-507-v11vd6pz5w-transcript.ann	T14	location	611	615	Iraq	https://en.wikipedia.org/wiki/Iraq	https://www.wikidata.org/wiki/Q796
cpb-aacip-507-v11vd6pz5w-transcript.ann	T15	location	626	633	Baghdad	https://en.wikipedia.org/wiki/Baghdad	https://www.wikidata.org/wiki/Q1530
