guid	anno_id	type	begin_offset	end_offset	text	wiki_url	qid
cpb-aacip-507-pr7mp4wf25-transcript.ann	T1	person	2	12	JIM LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-pr7mp4wf25-transcript.ann	T2	person	32	42	Jim Lehrer	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-pr7mp4wf25-transcript.ann	T3	title	51	59	NewsHour	https://en.wikipedia.org/wiki/PBS_NewsHour	https://www.wikidata.org/wiki/Q7118447
cpb-aacip-507-pr7mp4wf25-transcript.ann	T4	location	126	139	New Hampshire	https://en.wikipedia.org/wiki/New_Hampshire	https://www.wikidata.org/wiki/Q759
cpb-aacip-507-pr7mp4wf25-transcript.ann	T5	person	158	170	Tom Oliphant	https://en.wikipedia.org/wiki/Thomas_Oliphant	https://www.wikidata.org/wiki/Q7792873
cpb-aacip-507-pr7mp4wf25-transcript.ann	T6	person	175	187	David Brooks	https://en.wikipedia.org/wiki/David_Brooks_(commentator)	https://www.wikidata.org/wiki/Q938475
cpb-aacip-507-pr7mp4wf25-transcript.ann	T7	person	206	218	Mark Shields	https://en.wikipedia.org/wiki/Mark_Shields	https://www.wikidata.org/wiki/Q6769698
cpb-aacip-507-pr7mp4wf25-transcript.ann	T8	person	223	233	Paul Gigot	https://en.wikipedia.org/wiki/Paul_Gigot	https://www.wikidata.org/wiki/Q7150895
cpb-aacip-507-pr7mp4wf25-transcript.ann	T9	person	237	250	Terence Smith	https://en.wikipedia.org/wiki/Terence_Smith_(journalist)	https://www.wikidata.org/wiki/Q7702012
cpb-aacip-507-pr7mp4wf25-transcript.ann	T10	event	293	312	TV morning news war		
cpb-aacip-507-pr7mp4wf25-transcript.ann	T11	person	320	330	Ray Suarez	https://en.wikipedia.org/wiki/Ray_Suarez	https://www.wikidata.org/wiki/Q7298172
cpb-aacip-507-pr7mp4wf25-transcript.ann	T12	location	370	377	Nigeria	https://en.wikipedia.org/wiki/Nigeria	https://www.wikidata.org/wiki/Q1033
cpb-aacip-507-pr7mp4wf25-transcript.ann	T13	title	433	445	NEWS SUMMARY		
cpb-aacip-507-pr7mp4wf25-transcript.ann	T14	person	447	457	JIM LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-pr7mp4wf25-transcript.ann	T15	person	459	476	President Clinton	https://en.wikipedia.org/wiki/Bill_Clinton	https://www.wikidata.org/wiki/Q1124
cpb-aacip-507-pr7mp4wf25-transcript.ann	T16	location	880	891	White House	https://en.wikipedia.org/wiki/White_House	https://www.wikidata.org/wiki/Q35525
cpb-aacip-507-pr7mp4wf25-transcript.ann	T17	person	894	911	PRESIDENT CLINTON	https://en.wikipedia.org/wiki/Bill_Clinton	https://www.wikidata.org/wiki/Q1124
cpb-aacip-507-pr7mp4wf25-transcript.ann	T18	person	1337	1350	George Orwell	https://en.wikipedia.org/wiki/George_Orwell	https://www.wikidata.org/wiki/Q3335
cpb-aacip-507-pr7mp4wf25-transcript.ann	T19	title	1354	1358	1984	https://en.wikipedia.org/wiki/Nineteen_Eighty-Four	https://www.wikidata.org/wiki/Q208460
cpb-aacip-507-pr7mp4wf25-transcript.ann	T20	person	1362	1372	JIM LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-pr7mp4wf25-transcript.ann	T21	organization	1462	1473	Wall Street	https://en.wikipedia.org/wiki/Wall_Street	https://www.wikidata.org/wiki/Q11690
cpb-aacip-507-pr7mp4wf25-transcript.ann	T22	organization	1517	1545	Dow Jones Industrial Average	https://en.wikipedia.org/wiki/Dow_Jones_Industrial_Average	https://www.wikidata.org/wiki/Q180816
cpb-aacip-507-pr7mp4wf25-transcript.ann	T23	organization	1582	1594	NASDAQ Index	https://en.wikipedia.org/wiki/Nasdaq_Composite	https://www.wikidata.org/wiki/Q575782
cpb-aacip-507-pr7mp4wf25-transcript.ann	T24	organization	1786	1792	Senate	https://en.wikipedia.org/wiki/United_States_Senate	https://www.wikidata.org/wiki/Q66096
cpb-aacip-507-pr7mp4wf25-transcript.ann	T25	location	1861	1867	Africa	https://en.wikipedia.org/wiki/Africa	https://www.wikidata.org/wiki/Q15
cpb-aacip-507-pr7mp4wf25-transcript.ann	T26	location	1876	1885	Caribbean	https://en.wikipedia.org/wiki/Caribbean	https://www.wikidata.org/wiki/Q664609
cpb-aacip-507-pr7mp4wf25-transcript.ann	T27	location	2081	2088	Nigeria	https://en.wikipedia.org/wiki/Nigeria	https://www.wikidata.org/wiki/Q1033
cpb-aacip-507-pr7mp4wf25-transcript.ann	T28	location	2119	2125	Russia	https://en.wikipedia.org/wiki/Russia	https://www.wikidata.org/wiki/Q159
cpb-aacip-507-pr7mp4wf25-transcript.ann	T29	location	2207	2215	Chechnya	https://en.wikipedia.org/wiki/Chechnya	https://www.wikidata.org/wiki/Q5187
cpb-aacip-507-pr7mp4wf25-transcript.ann	T30	organization	2223	2240	Russian air force	https://en.wikipedia.org/wiki/Russian_Air_Force	https://www.wikidata.org/wiki/Q209833
cpb-aacip-507-pr7mp4wf25-transcript.ann	T31	location	2275	2281	Grozny	https://en.wikipedia.org/wiki/Grozny	https://www.wikidata.org/wiki/Q5196
cpb-aacip-507-pr7mp4wf25-transcript.ann	T32	location	2377	2383	Moscow	https://en.wikipedia.org/wiki/Moscow	https://www.wikidata.org/wiki/Q649
cpb-aacip-507-pr7mp4wf25-transcript.ann	T33	location	2385	2389	U.S.	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
cpb-aacip-507-pr7mp4wf25-transcript.ann	T34	person	2390	2430	Deputy Secretary of State Strobe Talbott	https://en.wikipedia.org/wiki/Strobe_Talbott	https://www.wikidata.org/wiki/Q1287886
