1	2022-11-10 14:38:22	cpb-aacip-507-154dn40c26-transcript.ann	ROBERT MacNEIL	person	1	https://en.wikipedia.org/wiki/Robert_MacNeil	
2	2022-11-10 14:38:54	cpb-aacip-507-154dn40c26-transcript.ann	U.S.	location	4	https://en.wikipedia.org/wiki/United_States	
3	2022-11-10 14:39:11	cpb-aacip-507-154dn40c26-transcript.ann	Health and Human Services Secretary Margaret Heckler	person	1	https://en.wikipedia.org/wiki/Margaret_Heckler	
4	2022-11-10 14:39:33	cpb-aacip-507-154dn40c26-transcript.ann	Hoffman-LaRoche Corporation	organization	1	https://en.wikipedia.org/wiki/Roche	
5	2022-11-10 14:39:56	cpb-aacip-507-154dn40c26-transcript.ann	FDA	organization	2	https://en.wikipedia.org/wiki/Food_and_Drug_Administration	
6	2022-11-10 14:40:02	cpb-aacip-507-154dn40c26-transcript.ann	Food and Drug Administration	organization	1	https://en.wikipedia.org/wiki/Food_and_Drug_Administration	
7	2022-11-10 14:40:29	cpb-aacip-507-154dn40c26-transcript.ann	WOODRUFF	person	25	https://en.wikipedia.org/wiki/Judy_Woodruff	
8	2022-11-10 14:41:01	cpb-aacip-507-154dn40c26-transcript.ann	Moscow	organization	4	https://en.wikipedia.org/wiki/Russian_Soviet_Federative_Socialist_Republic	
9	2022-11-10 14:41:20	cpb-aacip-507-154dn40c26-transcript.ann	Farm Credit Administration	organization	6	https://en.wikipedia.org/wiki/Farm_Credit_Administration	
10	2022-11-10 14:41:43	cpb-aacip-507-154dn40c26-transcript.ann	South Africa	location	6	https://en.wikipedia.org/wiki/South_Africa	
11	2022-11-10 14:42:02	cpb-aacip-507-154dn40c26-transcript.ann	Delta Airlines	organization	3	https://en.wikipedia.org/wiki/Delta_Air_Lines	
12	2022-11-10 14:42:18	cpb-aacip-507-154dn40c26-transcript.ann	FAA	organization	1	https://en.wikipedia.org/wiki/Federal_Aviation_Administration	
13	2022-11-10 14:42:33	cpb-aacip-507-154dn40c26-transcript.ann	Dallas	location	2	https://en.wikipedia.org/wiki/Dallas	
14	2022-11-10 14:42:53	cpb-aacip-507-154dn40c26-transcript.ann	Jim Lehrer	person	1	https://en.wikipedia.org/wiki/Jim_Lehrer	
15	2022-11-10 14:43:14	cpb-aacip-507-154dn40c26-transcript.ann	Judy Woodruff	person	2	https://en.wikipedia.org/wiki/Judy_Woodruff	
16	2022-11-10 15:01:03	cpb-aacip-507-154dn40c26-transcript.ann	Washington	location	3	https://en.wikipedia.org/wiki/Washington,_D.C.	
17	2022-11-10 15:01:11	cpb-aacip-507-154dn40c26-transcript.ann	Judy	person	5	https://en.wikipedia.org/wiki/Judy_Woodruff	
18	2022-11-10 15:01:24	cpb-aacip-507-154dn40c26-transcript.ann	Delta	organization	4	https://en.wikipedia.org/wiki/Delta_Air_Lines	
