guid	anno_id	type	begin_offset	end_offset	text	wiki_url	qid
cpb-aacip-507-9882j68s35-transcript.ann	T1	person	0	14	ROBERT MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T2	location	58	66	Brooklyn	https://en.wikipedia.org/wiki/Brooklyn	https://www.wikidata.org/wiki/Q18419
cpb-aacip-507-9882j68s35-transcript.ann	T3	person	1399	1402	Jim	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T4	person	1405	1415	JIM LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T5	person	1417	1422	Robin	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T6	organization	1670	1691	Ohio State University	https://en.wikipedia.org/wiki/Ohio_State_University	https://www.wikidata.org/wiki/Q309331
cpb-aacip-507-9882j68s35-transcript.ann	T7	person	3668	3685	Dr. James Scanlon		
cpb-aacip-507-9882j68s35-transcript.ann	T8	organization	3724	3746	University of Illinois	https://en.wikipedia.org/wiki/University_of_Illinois_System	https://www.wikidata.org/wiki/Q1145814
cpb-aacip-507-9882j68s35-transcript.ann	T9	person	3788	3799	Dr. Scanlon		
cpb-aacip-507-9882j68s35-transcript.ann	T10	person	3854	3871	Dr. JAMES SCANLON		
cpb-aacip-507-9882j68s35-transcript.ann	T11	person	4110	4116	LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T12	person	4128	4135	SCANLON		
cpb-aacip-507-9882j68s35-transcript.ann	T13	person	4289	4295	LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T14	person	4364	4371	SCANLON		
cpb-aacip-507-9882j68s35-transcript.ann	T15	organization	4377	4380	NCT	https://en.wikipedia.org/wiki/National_Curriculum_assessment	https://www.wikidata.org/wiki/Q6972030
cpb-aacip-507-9882j68s35-transcript.ann	T16	person	4250	4260	Mayor Daly	https://en.wikipedia.org/wiki/Richard_J._Daley	https://www.wikidata.org/wiki/Q295267
cpb-aacip-507-9882j68s35-transcript.ann	T17	person	4704	4714	mayor Daly	https://en.wikipedia.org/wiki/Richard_J._Daley	https://www.wikidata.org/wiki/Q295267
cpb-aacip-507-9882j68s35-transcript.ann	T18	person	5312	5318	LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T19	person	5353	5360	SCANLON		
cpb-aacip-507-9882j68s35-transcript.ann	T20	person	5725	5731	LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T21	person	5780	5787	SCANLON		
cpb-aacip-507-9882j68s35-transcript.ann	T22	person	5830	5836	LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T23	person	5860	5867	SCANLON		
cpb-aacip-507-9882j68s35-transcript.ann	T24	person	5905	5911	LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T25	person	6027	6034	SCANLON		
cpb-aacip-507-9882j68s35-transcript.ann	T26	person	6524	6530	LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T27	person	6756	6762	SCALON		
cpb-aacip-507-9882j68s35-transcript.ann	T28	organization	7043	7051	Berkeley	https://en.wikipedia.org/wiki/University_of_California,_Berkeley	https://www.wikidata.org/wiki/Q168756
cpb-aacip-507-9882j68s35-transcript.ann	T29	organization	7053	7058	Texas	https://en.wikipedia.org/wiki/Texas	https://www.wikidata.org/wiki/Q1439
cpb-aacip-507-9882j68s35-transcript.ann	T30	organization	7148	7155	Harvard	https://en.wikipedia.org/wiki/Harvard_University	https://www.wikidata.org/wiki/Q13371
cpb-aacip-507-9882j68s35-transcript.ann	T31	organization	7160	7167	Cornell	https://en.wikipedia.org/wiki/Cornell_University	https://www.wikidata.org/wiki/Q49115
cpb-aacip-507-9882j68s35-transcript.ann	T32	person	7499	7505	LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T33	person	7526	7531	Robin	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T34	person	7534	7541	MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T35	person	9122	9129	MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T36	person	9131	9146	Dr. Jasper Neel		
cpb-aacip-507-9882j68s35-transcript.ann	T37	organization	9191	9218	Modern Language Association	https://en.wikipedia.org/wiki/Modern_Language_Association	https://www.wikidata.org/wiki/Q1506059
cpb-aacip-507-9882j68s35-transcript.ann	T38	location	9222	9230	New York	https://en.wikipedia.org/wiki/New_York_City	https://www.wikidata.org/wiki/Q60
cpb-aacip-507-9882j68s35-transcript.ann	T39	organization	9270	9293	University of Tennessee	https://en.wikipedia.org/wiki/University_of_Tennessee	https://www.wikidata.org/wiki/Q1150105
cpb-aacip-507-9882j68s35-transcript.ann	T40	organization	9301	9318	Baylor University	https://en.wikipedia.org/wiki/Baylor_University	https://www.wikidata.org/wiki/Q812573
cpb-aacip-507-9882j68s35-transcript.ann	T41	person	9321	9329	Dr. Neel		
cpb-aacip-507-9882j68s35-transcript.ann	T42	person	9479	9494	Dr. JASPER NEEL		
cpb-aacip-507-9882j68s35-transcript.ann	T43	person	11522	11529	MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T44	person	11572	11576	NEEL		
cpb-aacip-507-9882j68s35-transcript.ann	T45	person	12431	12438	MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T46	person	12629	12633	NEEL		
cpb-aacip-507-9882j68s35-transcript.ann	T47	person	12845	12852	MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T48	person	12955	12959	NEEL		
cpb-aacip-507-9882j68s35-transcript.ann	T49	organization	13101	13105	Yale	https://en.wikipedia.org/wiki/Yale_University	https://www.wikidata.org/wiki/Q49112
cpb-aacip-507-9882j68s35-transcript.ann	T50	person	13450	13457	MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T51	organization	13680	13698	Cornell University	https://en.wikipedia.org/wiki/Cornell_University	https://www.wikidata.org/wiki/Q49115
cpb-aacip-507-9882j68s35-transcript.ann	T52	organization	13820	13844	Bay Area Writing Project	https://en.wikipedia.org/wiki/National_Writing_Project	https://www.wikidata.org/wiki/Q17070927
cpb-aacip-507-9882j68s35-transcript.ann	T53	person	13929	13939	James Gray		
cpb-aacip-507-9882j68s35-transcript.ann	T54	location	14014	14022	Berkeley	https://en.wikipedia.org/wiki/University_of_California,_Berkeley	https://www.wikidata.org/wiki/Q168756
cpb-aacip-507-9882j68s35-transcript.ann	T55	organization	14037	14061	University of California	https://en.wikipedia.org/wiki/University_of_California	https://www.wikidata.org/wiki/Q184478
cpb-aacip-507-9882j68s35-transcript.ann	T56	person	14064	14072	Mr. Gray		
cpb-aacip-507-9882j68s35-transcript.ann	T57	person	14162	14172	JAMES GRAY		
cpb-aacip-507-9882j68s35-transcript.ann	T58	person	15667	15674	MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T59	person	15819	15823	GRAY		
cpb-aacip-507-9882j68s35-transcript.ann	T60	person	16515	16522	MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T61	person	16587	16591	GRAY		
cpb-aacip-507-9882j68s35-transcript.ann	T62	person	16741	16748	MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T63	person	16847	16851	GRAY		
cpb-aacip-507-9882j68s35-transcript.ann	T64	organization	16879	16887	Berkeley	https://en.wikipedia.org/wiki/University_of_California,_Berkeley	https://www.wikidata.org/wiki/Q168756
cpb-aacip-507-9882j68s35-transcript.ann	T65	person	17023	17030	MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T66	person	17077	17081	GRAY		
cpb-aacip-507-9882j68s35-transcript.ann	T67	person	17838	17845	MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T68	person	17923	17927	GRAY		
cpb-aacip-507-9882j68s35-transcript.ann	T69	person	18466	18473	MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T70	person	18487	18490	Jim	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T71	person	18493	18499	LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T72	person	18626	18633	MacNeil	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T73	person	19644	19650	LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T74	person	19749	19760	Dr. Scanlon		
cpb-aacip-507-9882j68s35-transcript.ann	T75	person	19937	19944	SCANLON		
cpb-aacip-507-9882j68s35-transcript.ann	T76	person	20323	20329	LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T77	person	20440	20447	SCANLON		
cpb-aacip-507-9882j68s35-transcript.ann	T78	person	20731	20737	LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T79	person	20881	20888	SCANLON		
cpb-aacip-507-9882j68s35-transcript.ann	T80	person	22467	22473	LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T81	person	22503	22511	Dr. Neel		
cpb-aacip-507-9882j68s35-transcript.ann	T82	person	22514	22518	NEEL		
cpb-aacip-507-9882j68s35-transcript.ann	T83	person	22539	22550	Dr. Scanlon		
cpb-aacip-507-9882j68s35-transcript.ann	T84	person	23134	23140	LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T85	person	23208	23212	NEEL		
cpb-aacip-507-9882j68s35-transcript.ann	T86	person	23223	23229	LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T87	person	23278	23282	NEEL		
cpb-aacip-507-9882j68s35-transcript.ann	T88	person	23363	23369	LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T89	person	23378	23382	NEEL		
cpb-aacip-507-9882j68s35-transcript.ann	T90	person	23487	23493	LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T91	person	23527	23531	NEEL		
cpb-aacip-507-9882j68s35-transcript.ann	T92	person	23681	23692	Dr. Scanlon		
cpb-aacip-507-9882j68s35-transcript.ann	T93	person	24181	24187	LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T94	person	24479	24483	NEEL		
cpb-aacip-507-9882j68s35-transcript.ann	T95	person	25110	25116	LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T96	person	25137	25151	Robert MacNeil	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T97	person	25201	25206	Robin	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T98	person	25209	25216	MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T99	person	25218	25227	Churchill	https://en.wikipedia.org/wiki/Winston_Churchill	https://www.wikidata.org/wiki/Q8016
cpb-aacip-507-9882j68s35-transcript.ann	T100	person	25561	25565	GRAY		
cpb-aacip-507-9882j68s35-transcript.ann	T101	location	26314	26322	Berkeley	https://en.wikipedia.org/wiki/University_of_California,_Berkeley	https://www.wikidata.org/wiki/Q168756
cpb-aacip-507-9882j68s35-transcript.ann	T102	person	26918	26925	MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T103	person	26948	26959	Dr. Scanlon		
cpb-aacip-507-9882j68s35-transcript.ann	T104	person	27161	27168	SCANLON		
cpb-aacip-507-9882j68s35-transcript.ann	T105	organization	27488	27510	University of Illinois	https://en.wikipedia.org/wiki/University_of_Illinois_System	https://www.wikidata.org/wiki/Q1145814
cpb-aacip-507-9882j68s35-transcript.ann	T106	person	28448	28456	Dr. Gray		
cpb-aacip-507-9882j68s35-transcript.ann	T107	person	28722	28730	Dr. Neel		
cpb-aacip-507-9882j68s35-transcript.ann	T108	person	28704	28711	MaCNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T109	person	28873	28877	NEEL		
cpb-aacip-507-9882j68s35-transcript.ann	T110	person	29050	29056	Carter	https://en.wikipedia.org/wiki/Jimmy_Carter	https://www.wikidata.org/wiki/Q23685
cpb-aacip-507-9882j68s35-transcript.ann	T110	person	29050	29056	Carter		
cpb-aacip-507-9882j68s35-transcript.ann	T111	person	29412	29419	MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T112	location	29525	29535	Washington	https://en.wikipedia.org/wiki/Washington,_D.C.	https://www.wikidata.org/wiki/Q61
cpb-aacip-507-9882j68s35-transcript.ann	T113	person	29549	29552	Jim	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T114	person	29570	29580	Jim Lehrer	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-9882j68s35-transcript.ann	T115	person	29622	29636	Robert MacNeil	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-9882j68s35-transcript.ann	T116	product	1584	1608	Scholastic Aptitude Test	https://en.wikipedia.org/wiki/SAT	https://www.wikidata.org/wiki/Q334113
cpb-aacip-507-9882j68s35-transcript.ann	T117	product	1612	1615	SAT	https://en.wikipedia.org/wiki/SAT	https://www.wikidata.org/wiki/Q334113
cpb-aacip-507-9882j68s35-transcript.ann	T118	product	11683	11686	SAT	https://en.wikipedia.org/wiki/SAT	https://www.wikidata.org/wiki/Q334113
cpb-aacip-507-9882j68s35-transcript.ann	T119	product	22166	22169	ACT	https://en.wikipedia.org/wiki/ACT_(test)	https://www.wikidata.org/wiki/Q288826
cpb-aacip-507-9882j68s35-transcript.ann	T120	product	22211	22214	ACT	https://en.wikipedia.org/wiki/ACT_(test)	https://www.wikidata.org/wiki/Q288826
cpb-aacip-507-9882j68s35-transcript.ann	T121	event	4237	4246	Watergate	https://en.wikipedia.org/wiki/Watergate_scandal	https://www.wikidata.org/wiki/Q42761
cpb-aacip-507-9882j68s35-transcript.ann	T122	event	4352	4361	Watergate	https://en.wikipedia.org/wiki/Watergate_scandal	https://www.wikidata.org/wiki/Q42761
cpb-aacip-507-9882j68s35-transcript.ann	T123	event	4461	4470	Watergate	https://en.wikipedia.org/wiki/Watergate_scandal	https://www.wikidata.org/wiki/Q42761
cpb-aacip-507-9882j68s35-transcript.ann	T124	event	4690	4699	Watergate	https://en.wikipedia.org/wiki/Watergate_scandal	https://www.wikidata.org/wiki/Q42761
