guid	anno_id	type	begin_offset	end_offset	text	wiki_url	qid
cpb-aacip-507-pc2t43js98-transcript.ann	T1	person	2	12	JIM LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-pc2t43js98-transcript.ann	T2	person	52	62	Jim Lehrer	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-pc2t43js98-transcript.ann	T3	title	71	79	NewsHour	https://en.wikipedia.org/wiki/PBS_NewsHour	https://www.wikidata.org/wiki/Q7118447
cpb-aacip-507-pc2t43js98-transcript.ann	T4	person	206	223	Richard Rodriguez	https://en.wikipedia.org/wiki/Richard_Rodriguez	https://www.wikidata.org/wiki/Q7328716
cpb-aacip-507-pc2t43js98-transcript.ann	T5	person	251	258	Madonna	https://en.wikipedia.org/wiki/Madonna	https://www.wikidata.org/wiki/Q1744
cpb-aacip-507-pc2t43js98-transcript.ann	T6	title	313	325	NEWS SUMMARY		
cpb-aacip-507-pc2t43js98-transcript.ann	T7	person	328	338	JIM LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-pc2t43js98-transcript.ann	T8	location	366	375	West Bank	https://en.wikipedia.org/wiki/West_Bank	https://www.wikidata.org/wiki/Q36678
cpb-aacip-507-pc2t43js98-transcript.ann	T9	location	384	390	Hebron	https://en.wikipedia.org/wiki/Hebron	https://www.wikidata.org/wiki/Q168225
cpb-aacip-507-pc2t43js98-transcript.ann	T10	location	570	579	West Bank	https://en.wikipedia.org/wiki/West_Bank	https://www.wikidata.org/wiki/Q36678
cpb-aacip-507-pc2t43js98-transcript.ann	T11	location	696	702	Hebron	https://en.wikipedia.org/wiki/Hebron	https://www.wikidata.org/wiki/Q168225
cpb-aacip-507-pc2t43js98-transcript.ann	T12	person	726	738	Robert Moore		
cpb-aacip-507-pc2t43js98-transcript.ann	T13	organization	742	769	Independent Television News	https://en.wikipedia.org/wiki/ITV_News	https://www.wikidata.org/wiki/Q4189762
cpb-aacip-507-pc2t43js98-transcript.ann	T14	person	772	784	ROBERT MOORE		
cpb-aacip-507-pc2t43js98-transcript.ann	T15	organization	786	789	ITN	https://en.wikipedia.org/wiki/ITN	https://www.wikidata.org/wiki/Q1210241
cpb-aacip-507-pc2t43js98-transcript.ann	T16	location	945	951	Hebron	https://en.wikipedia.org/wiki/Hebron	https://www.wikidata.org/wiki/Q168225
cpb-aacip-507-pc2t43js98-transcript.ann	T17	location	1334	1340	Hebron	https://en.wikipedia.org/wiki/Hebron	https://www.wikidata.org/wiki/Q168225
cpb-aacip-507-pc2t43js98-transcript.ann	T18	location	1455	1461	Hebron	https://en.wikipedia.org/wiki/Hebron	https://www.wikidata.org/wiki/Q168225
cpb-aacip-507-pc2t43js98-transcript.ann	T19	person	1575	1585	JIM LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-pc2t43js98-transcript.ann	T20	person	1648	1661	Noam Friedman		
cpb-aacip-507-pc2t43js98-transcript.ann	T21	person	1696	1704	Friedman		
cpb-aacip-507-pc2t43js98-transcript.ann	T22	location	1801	1807	Hebron	https://en.wikipedia.org/wiki/Hebron	https://www.wikidata.org/wiki/Q168225
cpb-aacip-507-pc2t43js98-transcript.ann	T23	person	1809	1841	Israeli Prime Minister Netanyahu	https://en.wikipedia.org/wiki/Benjamin_Netanyahu	https://www.wikidata.org/wiki/Q43723
cpb-aacip-507-pc2t43js98-transcript.ann	T24	person	1860	1885	Palestinian leader Arafat	https://en.wikipedia.org/wiki/Yasser_Arafat	https://www.wikidata.org/wiki/Q34211
cpb-aacip-507-pc2t43js98-transcript.ann	T25	person	1911	1928	President Clinton	https://en.wikipedia.org/wiki/Bill_Clinton	https://www.wikidata.org/wiki/Q1124
cpb-aacip-507-pc2t43js98-transcript.ann	T26	person	1941	1947	Arafat	https://en.wikipedia.org/wiki/Yasser_Arafat	https://www.wikidata.org/wiki/Q34211
cpb-aacip-507-pc2t43js98-transcript.ann	T27	location	2066	2072	Hebron	https://en.wikipedia.org/wiki/Hebron	https://www.wikidata.org/wiki/Q168225
cpb-aacip-507-pc2t43js98-transcript.ann	T28	event	2081	2103	Peruvian hostage story	https://en.wikipedia.org/wiki/Japanese_embassy_hostage_crisis	https://www.wikidata.org/wiki/Q2309601
cpb-aacip-507-pc2t43js98-transcript.ann	T29	location	2182	2186	Lima	https://en.wikipedia.org/wiki/Lima	https://www.wikidata.org/wiki/Q2868
cpb-aacip-507-pc2t43js98-transcript.ann	T30	location	2615	2624	Northwest	https://en.wikipedia.org/wiki/Northwestern_United_States	https://www.wikidata.org/wiki/Q944857
cpb-aacip-507-pc2t43js98-transcript.ann	T31	location	2651	2661	California	https://en.wikipedia.org/wiki/California	https://www.wikidata.org/wiki/Q99
cpb-aacip-507-pc2t43js98-transcript.ann	T32	organization	2667	2691	National Weather Service	https://en.wikipedia.org/wiki/National_Weather_Service	https://www.wikidata.org/wiki/Q1066823
cpb-aacip-507-pc2t43js98-transcript.ann	T33	location	2734	2757	Russian and Napa Rivers	https://en.wikipedia.org/wiki/Category:Rivers_of_Northern_California	https://www.wikidata.org/wiki/Q25130454
cpb-aacip-507-pc2t43js98-transcript.ann	T34	location	2767	2780	San Francisco	https://en.wikipedia.org/wiki/San_Francisco	https://www.wikidata.org/wiki/Q62
cpb-aacip-507-pc2t43js98-transcript.ann	T35	location	2826	2833	Seattle	https://en.wikipedia.org/wiki/Seattle	https://www.wikidata.org/wiki/Q5083
cpb-aacip-507-pc2t43js98-transcript.ann	T36	location	2872	2882	Washington	https://en.wikipedia.org/wiki/Washington	https://www.wikidata.org/wiki/Q25301
cpb-aacip-507-pc2t43js98-transcript.ann	T37	person	2883	2902	Governor Mike Lowry	https://en.wikipedia.org/wiki/Mike_Lowry	https://www.wikidata.org/wiki/Q880280
cpb-aacip-507-pc2t43js98-transcript.ann	T38	location	3020	3030	Washington	https://en.wikipedia.org/wiki/Washington	https://www.wikidata.org/wiki/Q25301
