guid	anno_id	type	begin_offset	end_offset	text	wiki_url	qid
cpb-aacip-507-n29p26qt59-transcript.ann	T1	person	2	17	MARGARET WARNER	https://en.wikipedia.org/wiki/Margaret_Warner	https://www.wikidata.org/wiki/Q6760001
cpb-aacip-507-n29p26qt59-transcript.ann	T2	title	546	558	NEWS SUMMARY		
cpb-aacip-507-n29p26qt59-transcript.ann	T3	person	560	575	MARGARET WARNER	https://en.wikipedia.org/wiki/Margaret_Warner	https://www.wikidata.org/wiki/Q6760001
cpb-aacip-507-n29p26qt59-transcript.ann	T4	person	1665	1682	PRESIDENT CLINTON	https://en.wikipedia.org/wiki/Bill_Clinton	https://www.wikidata.org/wiki/Q1124
cpb-aacip-507-n29p26qt59-transcript.ann	T5	person	2014	2034	ELIZABETH FARNSWORTH	https://en.wikipedia.org/wiki/Elizabeth_Farnsworth	https://www.wikidata.org/wiki/Q5362750
cpb-aacip-507-n29p26qt59-transcript.ann	T6	person	2599	2610	JOHN IRVINE	https://en.wikipedia.org/wiki/John_Irvine_(journalist)	https://www.wikidata.org/wiki/Q6240858
cpb-aacip-507-n29p26qt59-transcript.ann	T7	person	3520	3535	MARGARET WARNER	https://en.wikipedia.org/wiki/Margaret_Warner	https://www.wikidata.org/wiki/Q6760001
cpb-aacip-507-n29p26qt59-transcript.ann	T8	person	3804	3819	MARGARET WARNER	https://en.wikipedia.org/wiki/Margaret_Warner	https://www.wikidata.org/wiki/Q6760001
cpb-aacip-507-n29p26qt59-transcript.ann	T9	person	37	52	Margaret Warner	https://en.wikipedia.org/wiki/Margaret_Warner	https://www.wikidata.org/wiki/Q6760001
cpb-aacip-507-n29p26qt59-transcript.ann	T10	person	54	64	Jim Lehrer	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-n29p26qt59-transcript.ann	T11	title	90	98	NewsHour	https://en.wikipedia.org/wiki/PBS_NewsHour	https://www.wikidata.org/wiki/Q7118447
cpb-aacip-507-n29p26qt59-transcript.ann	T12	person	122	142	President-elect Bush	https://en.wikipedia.org/wiki/George_W._Bush	https://www.wikidata.org/wiki/Q207
cpb-aacip-507-n29p26qt59-transcript.ann	T13	person	178	189	Paul Solman	https://en.wikipedia.org/wiki/Paul_Solman	https://www.wikidata.org/wiki/Q17402741
cpb-aacip-507-n29p26qt59-transcript.ann	T14	person	272	285	Susan Dentzer	https://en.wikipedia.org/wiki/Susan_Dentzer	https://www.wikidata.org/wiki/Q7647748
cpb-aacip-507-n29p26qt59-transcript.ann	T15	person	340	360	Elizabeth Farnsworth	https://en.wikipedia.org/wiki/Elizabeth_Farnsworth	https://www.wikidata.org/wiki/Q5362750
cpb-aacip-507-n29p26qt59-transcript.ann	T16	person	416	433	Michael Beschloss	https://en.wikipedia.org/wiki/Michael_Beschloss	https://www.wikidata.org/wiki/Q2814226
cpb-aacip-507-n29p26qt59-transcript.ann	T17	person	435	449	Haynes Johnson	https://en.wikipedia.org/wiki/Haynes_Johnson	https://www.wikidata.org/wiki/Q5687072
cpb-aacip-507-n29p26qt59-transcript.ann	T18	person	476	489	Roger Wilkins		
cpb-aacip-507-n29p26qt59-transcript.ann	T19	person	451	471	Richard Norton Smith	https://en.wikipedia.org/wiki/Richard_Norton_Smith	https://www.wikidata.org/wiki/Q3431069
cpb-aacip-507-n29p26qt59-transcript.ann	T20	person	577	597	President-elect Bush	https://en.wikipedia.org/wiki/George_W._Bush	https://www.wikidata.org/wiki/Q207
cpb-aacip-507-n29p26qt59-transcript.ann	T21	person	654	669	Donald Rumsfeld	https://en.wikipedia.org/wiki/Donald_Rumsfeld	https://www.wikidata.org/wiki/Q184650
cpb-aacip-507-n29p26qt59-transcript.ann	T22	organization	680	691	White House	https://en.wikipedia.org/wiki/White_House	https://www.wikidata.org/wiki/Q35525
cpb-aacip-507-n29p26qt59-transcript.ann	T23	person	739	753	President Ford	https://en.wikipedia.org/wiki/Gerald_Ford	https://www.wikidata.org/wiki/Q9582
cpb-aacip-507-n29p26qt59-transcript.ann	T24	person	778	786	Rumsfeld	https://en.wikipedia.org/wiki/Donald_Rumsfeld	https://www.wikidata.org/wiki/Q184650
cpb-aacip-507-n29p26qt59-transcript.ann	T25	title	808	820	News Summary		
cpb-aacip-507-n29p26qt59-transcript.ann	T26	title	851	862	2000 Census	https://en.wikipedia.org/wiki/2000_United_States_census	https://www.wikidata.org/wiki/Q166998
cpb-aacip-507-n29p26qt59-transcript.ann	T27	location	889	893	U.S.	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
cpb-aacip-507-n29p26qt59-transcript.ann	T28	organization	1047	1076	U.S. House of Representatives	https://en.wikipedia.org/wiki/United_States_House_of_Representatives	https://www.wikidata.org/wiki/Q11701
cpb-aacip-507-n29p26qt59-transcript.ann	T29	location	1105	1112	Arizona	https://en.wikipedia.org/wiki/Arizona	https://www.wikidata.org/wiki/Q816
cpb-aacip-507-n29p26qt59-transcript.ann	T30	location	1114	1119	Texas	https://en.wikipedia.org/wiki/Texas	https://www.wikidata.org/wiki/Q1439
cpb-aacip-507-n29p26qt59-transcript.ann	T31	location	1121	1128	Georgia	https://en.wikipedia.org/wiki/Georgia_(U.S._state)	https://www.wikidata.org/wiki/Q1428
cpb-aacip-507-n29p26qt59-transcript.ann	T32	location	1133	1140	Florida	https://en.wikipedia.org/wiki/Florida	https://www.wikidata.org/wiki/Q812
cpb-aacip-507-n29p26qt59-transcript.ann	T33	location	1173	1181	New York	https://en.wikipedia.org/wiki/New_York_(state)	https://www.wikidata.org/wiki/Q1384
cpb-aacip-507-n29p26qt59-transcript.ann	T34	location	1186	1198	Pennsylvania	https://en.wikipedia.org/wiki/Pennsylvania	https://www.wikidata.org/wiki/Q1400
cpb-aacip-507-n29p26qt59-transcript.ann	T35	person	1291	1308	President Clinton	https://en.wikipedia.org/wiki/Bill_Clinton	https://www.wikidata.org/wiki/Q1124
cpb-aacip-507-n29p26qt59-transcript.ann	T36	location	1650	1661	White House	https://en.wikipedia.org/wiki/White_House	https://www.wikidata.org/wiki/Q35525
cpb-aacip-507-n29p26qt59-transcript.ann	T37	title	1843	1851	Medicare	https://en.wikipedia.org/wiki/Medicare_(United_States)	https://www.wikidata.org/wiki/Q559392
cpb-aacip-507-n29p26qt59-transcript.ann	T38	organization	1939	1947	Congress	https://en.wikipedia.org/wiki/United_States_Congress	https://www.wikidata.org/wiki/Q11268
cpb-aacip-507-n29p26qt59-transcript.ann	T39	person	2036	2056	President-elect Bush	https://en.wikipedia.org/wiki/George_W._Bush	https://www.wikidata.org/wiki/Q207
cpb-aacip-507-n29p26qt59-transcript.ann	T40	person	2097	2108	Mr. Clinton	https://en.wikipedia.org/wiki/Bill_Clinton	https://www.wikidata.org/wiki/Q1124
cpb-aacip-507-n29p26qt59-transcript.ann	T41	location	2214	2225	North Korea	https://en.wikipedia.org/wiki/North_Korea	https://www.wikidata.org/wiki/Q423
cpb-aacip-507-n29p26qt59-transcript.ann	T42	organization	2336	2345	Pyongyang	https://en.wikipedia.org/wiki/Pyongyang	https://www.wikidata.org/wiki/Q18808
cpb-aacip-507-n29p26qt59-transcript.ann	T43	location	2403	2414	Middle East	https://en.wikipedia.org/wiki/Middle_East	https://www.wikidata.org/wiki/Q7204
cpb-aacip-507-n29p26qt59-transcript.ann	T44	location	2450	2458	Tel Aviv	https://en.wikipedia.org/wiki/Tel_Aviv	https://www.wikidata.org/wiki/Q33935
cpb-aacip-507-n29p26qt59-transcript.ann	T45	location	2525	2529	Gaza	https://en.wikipedia.org/wiki/Gaza_Strip	https://www.wikidata.org/wiki/Q39760
cpb-aacip-507-n29p26qt59-transcript.ann	T46	person	2553	2564	John Irvine	https://en.wikipedia.org/wiki/John_Irvine_(journalist)	https://www.wikidata.org/wiki/Q6240858
cpb-aacip-507-n29p26qt59-transcript.ann	T47	organization	2568	2595	Independent Television News	https://en.wikipedia.org/wiki/ITV_News	https://www.wikidata.org/wiki/Q4189762
cpb-aacip-507-n29p26qt59-transcript.ann	T48	location	2746	2756	Gaza strip	https://en.wikipedia.org/wiki/Gaza_Strip	https://www.wikidata.org/wiki/Q39760
cpb-aacip-507-n29p26qt59-transcript.ann	T49	location	2873	2881	Tel Aviv	https://en.wikipedia.org/wiki/Tel_Aviv	https://www.wikidata.org/wiki/Q33935
cpb-aacip-507-n29p26qt59-transcript.ann	T50	person	3145	3155	Ehud Barak	https://en.wikipedia.org/wiki/Ehud_Barak	https://www.wikidata.org/wiki/Q125731
cpb-aacip-507-n29p26qt59-transcript.ann	T51	person	3334	3347	Yasser Arafat	https://en.wikipedia.org/wiki/Yasser_Arafat	https://www.wikidata.org/wiki/Q34211
cpb-aacip-507-n29p26qt59-transcript.ann	T52	person	3537	3554	President Clinton	https://en.wikipedia.org/wiki/Bill_Clinton	https://www.wikidata.org/wiki/Q1124
cpb-aacip-507-n29p26qt59-transcript.ann	T53	organization	3821	3836	Montgomery Ward	https://en.wikipedia.org/wiki/Montgomery_Ward	https://www.wikidata.org/wiki/Q3246929
cpb-aacip-507-n29p26qt59-transcript.ann	T54	location	3974	3981	Chicago	https://en.wikipedia.org/wiki/Chicago	https://www.wikidata.org/wiki/Q1297
cpb-aacip-507-n29p26qt59-transcript.ann	T55	organization	4132	4147	Montgomery Ward	https://en.wikipedia.org/wiki/Montgomery_Ward	https://www.wikidata.org/wiki/Q3246929
cpb-aacip-507-n29p26qt59-transcript.ann	T56	organization	4167	4191	General Electric Company	https://en.wikipedia.org/wiki/General_Electric	https://www.wikidata.org/wiki/Q54173
cpb-aacip-507-n29p26qt59-transcript.ann	T57	location	4323	4328	Texas	https://en.wikipedia.org/wiki/Texas	https://www.wikidata.org/wiki/Q1439
cpb-aacip-507-n29p26qt59-transcript.ann	T58	location	4426	4431	Texas	https://en.wikipedia.org/wiki/Texas	https://www.wikidata.org/wiki/Q1439
cpb-aacip-507-n29p26qt59-transcript.ann	T59	organization	4444	4458	National Guard	https://en.wikipedia.org/wiki/National_Guard_(United_States)	https://www.wikidata.org/wiki/Q928670
cpb-aacip-507-n29p26qt59-transcript.ann	T60	location	4555	4562	Abilene	https://en.wikipedia.org/wiki/Abilene,_Texas	https://www.wikidata.org/wiki/Q128295
cpb-aacip-507-n29p26qt59-transcript.ann	T61	title	4582	4594	News Summary		
cpb-aacip-507-n29p26qt59-transcript.ann	T62	organization	4627	4639	Bush cabinet	https://en.wikipedia.org/wiki/Presidency_of_George_W._Bush	https://www.wikidata.org/wiki/Q1719918
cpb-aacip-507-n29p26qt59-transcript.ann	T63	title	4764	4786	FOCUS - DEFENSE CHOICE		
cpb-aacip-507-n29p26qt59-transcript.ann	T64	person	4788	4803	MARGARET WARNER	https://en.wikipedia.org/wiki/Margaret_Warner	https://www.wikidata.org/wiki/Q6760001
cpb-aacip-507-n29p26qt59-transcript.ann	T65	organization	4824	4832	Pentagon	https://en.wikipedia.org/wiki/The_Pentagon	https://www.wikidata.org/wiki/Q11208
cpb-aacip-507-n29p26qt59-transcript.ann	T66	person	4862	4877	Spencer Michels		
cpb-aacip-507-n29p26qt59-transcript.ann	T67	person	4881	4896	SPENCER MICHELS		
cpb-aacip-507-n29p26qt59-transcript.ann	T68	person	4898	4913	Donald Rumsfeld	https://en.wikipedia.org/wiki/Donald_Rumsfeld	https://www.wikidata.org/wiki/Q184650
cpb-aacip-507-n29p26qt59-transcript.ann	T69	organization	5129	5133	Navy	https://en.wikipedia.org/wiki/United_States_Navy	https://www.wikidata.org/wiki/Q11220
cpb-aacip-507-n29p26qt59-transcript.ann	T70	person	5141	5149	Rumsfeld	https://en.wikipedia.org/wiki/Donald_Rumsfeld	https://www.wikidata.org/wiki/Q184650
cpb-aacip-507-n29p26qt59-transcript.ann	T71	organization	5192	5200	congress	https://en.wikipedia.org/wiki/United_States_Congress	https://www.wikidata.org/wiki/Q11268
cpb-aacip-507-n29p26qt59-transcript.ann	T72	person	5226	5241	President Nixon	https://en.wikipedia.org/wiki/Richard_Nixon	https://www.wikidata.org/wiki/Q9588
cpb-aacip-507-n29p26qt59-transcript.ann	T73	organization	5289	5293	NATO	https://en.wikipedia.org/wiki/NATO	https://www.wikidata.org/wiki/Q7184
cpb-aacip-507-n29p26qt59-transcript.ann	T74	person	5300	5311	Gerald Ford	https://en.wikipedia.org/wiki/Gerald_Ford	https://www.wikidata.org/wiki/Q9582
cpb-aacip-507-n29p26qt59-transcript.ann	T75	person	5330	5338	Rumsfeld	https://en.wikipedia.org/wiki/Donald_Rumsfeld	https://www.wikidata.org/wiki/Q184650
cpb-aacip-507-n29p26qt59-transcript.ann	T76	person	5616	5624	Rumsfeld	https://en.wikipedia.org/wiki/Donald_Rumsfeld	https://www.wikidata.org/wiki/Q184650
cpb-aacip-507-n29p26qt59-transcript.ann	T77	person	5640	5648	Mr. Bush	https://en.wikipedia.org/wiki/George_W._Bush	https://www.wikidata.org/wiki/Q207
cpb-aacip-507-n29p26qt59-transcript.ann	T78	organization	5540	5570	General Instrument Corporation	https://en.wikipedia.org/wiki/General_Instrument	https://www.wikidata.org/wiki/Q1501636
cpb-aacip-507-n29p26qt59-transcript.ann	T79	person	5700	5730	PRESIDENT-ELECT GEORGE W. BUSH	https://en.wikipedia.org/wiki/George_W._Bush	https://www.wikidata.org/wiki/Q207
cpb-aacip-507-n29p26qt59-transcript.ann	T80	person	6437	6449	don Rumsfeld	https://en.wikipedia.org/wiki/Donald_Rumsfeld	https://www.wikidata.org/wiki/Q184650
cpb-aacip-507-n29p26qt59-transcript.ann	T81	person	6681	6699	Secretary Rumsfeld	https://en.wikipedia.org/wiki/Donald_Rumsfeld	https://www.wikidata.org/wiki/Q184650
cpb-aacip-507-n29p26qt59-transcript.ann	T82	organization	6761	6769	Pentagon	https://en.wikipedia.org/wiki/The_Pentagon	https://www.wikidata.org/wiki/Q11208
cpb-aacip-507-n29p26qt59-transcript.ann	T83	organization	6365	6384	national commission	https://en.wikipedia.org/wiki/Rumsfeld_Commission	https://www.wikidata.org/wiki/Q5152778
cpb-aacip-507-n29p26qt59-transcript.ann	T84	person	6863	6878	SPENCER MICHELS		
cpb-aacip-507-n29p26qt59-transcript.ann	T85	person	6880	6888	Rumsfeld	https://en.wikipedia.org/wiki/Donald_Rumsfeld	https://www.wikidata.org/wiki/Q184650
cpb-aacip-507-n29p26qt59-transcript.ann	T86	person	6928	6943	DONALD RUMSFELD	https://en.wikipedia.org/wiki/Donald_Rumsfeld	https://www.wikidata.org/wiki/Q184650
cpb-aacip-507-n29p26qt59-transcript.ann	T87	organization	6977	6985	Pentagon	https://en.wikipedia.org/wiki/The_Pentagon	https://www.wikidata.org/wiki/Q11208
cpb-aacip-507-n29p26qt59-transcript.ann	T88	person	7555	7570	SPENCER MICHELS		
cpb-aacip-507-n29p26qt59-transcript.ann	T89	person	7572	7584	Mr. Rumsfeld	https://en.wikipedia.org/wiki/Donald_Rumsfeld	https://www.wikidata.org/wiki/Q184650
cpb-aacip-507-n29p26qt59-transcript.ann	T90	person	7650	7665	DONALD RUMSFELD	https://en.wikipedia.org/wiki/Donald_Rumsfeld	https://www.wikidata.org/wiki/Q184650
cpb-aacip-507-n29p26qt59-transcript.ann	T91	person	8073	8088	SPENCER MICHELS		
cpb-aacip-507-n29p26qt59-transcript.ann	T92	person	8199	8229	PRESIDENT-ELECT GEORGE W. BUSH	https://en.wikipedia.org/wiki/George_W._Bush	https://www.wikidata.org/wiki/Q207
cpb-aacip-507-n29p26qt59-transcript.ann	T93	organization	8458	8466	Congress	https://en.wikipedia.org/wiki/United_States_Congress	https://www.wikidata.org/wiki/Q11268
cpb-aacip-507-n29p26qt59-transcript.ann	T94	person	8686	8698	Don Rumsfeld	https://en.wikipedia.org/wiki/Donald_Rumsfeld	https://www.wikidata.org/wiki/Q184650
cpb-aacip-507-n29p26qt59-transcript.ann	T95	person	8715	8730	SPENCER MICHELS		
