at,scene-type,subtype label,modifier
00:00:31.564,S,G,False
00:00:44.044,O,,False
00:00:46.046,W,,False
00:00:46.513,W,,False
00:01:03.530,P,,False
00:01:04.063,P,,False
00:01:06.066,P,,False
00:01:15.008,P,,False
00:01:16.009,P,,False
00:01:17.010,P,,False
00:01:57.550,-,,False
00:02:14.033,-,,False
00:02:20.507,-,,False
00:02:22.041,-,,False
00:02:48.001,M,,False
00:02:51.538,M,,False
00:02:52.005,M,,False
00:02:52.539,M,,False
00:02:53.006,M,,False
00:03:58.538,-,,False
00:04:26.566,F,,False
00:04:29.002,F,,False
00:04:29.535,F,,False
00:04:30.003,F,,False
00:04:31.004,F,,False
00:04:53.026,P,,False
00:05:13.546,P,,False
00:05:28.561,-,,False
00:05:43.042,P,,False
00:05:47.547,P,,False
00:05:50.550,-,,False
00:05:57.056,-,,False
00:06:00.560,-,,False
00:06:34.560,P,,False
00:06:35.061,P,,False
00:06:41.534,P,,False
00:07:13.533,P,,False
00:07:20.039,P,,False
00:07:20.540,P,,False
00:07:43.563,P,,False
00:07:53.539,P,,False
00:07:55.041,P,,False
00:07:56.042,P,,False
00:07:58.044,P,,False
00:08:02.048,P,,False
00:08:03.049,P,,False
00:08:07.053,P,,False
00:08:07.553,P,,False
00:08:52.064,-,,False
00:10:43.042,P,,False
00:11:36.562,P,,False
00:11:40.533,P,,False
00:11:42.535,P,,False
00:11:48.541,P,,False
00:12:41.060,-,,False
00:13:42.054,-,,False
00:14:18.057,P,,False
00:14:32.037,-,,False
00:14:55.060,P,,False
00:15:01.033,-,,False
00:15:20.052,P,,False
00:15:44.543,-,,False
00:15:45.044,-,,False
00:15:46.545,-,,False
00:15:47.546,-,,False
00:15:51.550,P,,False
00:15:53.552,-,,False
00:15:56.555,-,,False
00:15:57.556,-,,False
00:16:03.062,P,,False
00:16:09.034,-,,False
00:16:11.036,-,,False
00:16:37.062,-,,False
00:17:01.553,-,,False
00:17:04.056,P,,False
00:17:06.058,P,,False
00:17:21.540,P,,False
00:17:22.541,P,,False
00:17:24.543,P,,True
00:17:37.556,P,,False
00:17:39.058,P,,False
00:17:40.559,P,,False
00:17:43.062,P,,False
00:17:44.563,P,,False
00:17:46.565,P,,False
00:17:47.032,P,,False
00:17:49.535,P,,False
00:17:53.038,P,,False
00:18:04.049,P,,False
00:18:10.055,P,,False
00:18:11.056,P,,False
00:18:16.562,U,,False
00:18:17.563,U,,False
00:18:18.564,U,,False
00:18:20.065,U,,False
00:18:22.534,U,,False
00:18:23.035,U,,False
00:18:28.040,U,,False
00:18:30.042,U,,False
00:18:32.044,P,,False
00:18:36.048,U,,False
00:18:36.548,U,,False
00:19:46.552,-,,False
00:20:39.037,P,,False
00:20:57.055,-,,False
00:21:13.538,-,,False
00:21:14.039,-,,False
00:21:20.545,P,,False
00:21:29.054,-,,False
00:22:40.559,-,,False
00:22:42.060,-,,False
00:23:18.063,P,,False
00:23:25.036,-,,False
00:23:48.059,-,,False
00:24:19.558,U,,False
00:24:20.058,U,,False
00:24:20.559,U,,False
00:24:22.060,U,,False
00:24:22.561,U,,False
00:24:23.061,U,,False
00:24:24.563,U,,False
00:24:25.063,U,,False
00:24:25.564,U,,False
00:24:26.064,U,,False
00:24:26.565,U,,False
00:24:27.032,U,,False
00:24:27.532,U,,False
00:24:28.033,U,,False
00:24:28.533,U,,False
00:24:29.034,U,,False
00:24:29.534,U,,False
00:24:31.036,U,,False
00:24:33.038,U,,False
00:24:39.544,U,,False
00:24:41.046,U,,False
00:24:43.548,U,,False
00:24:45.550,U,,True
00:25:40.539,-,,False
00:25:44.042,P,,False
00:26:31.056,U,,False
00:26:50.542,U,,False
00:27:05.557,P,,False
00:27:08.560,-,,False
00:27:42.060,-,,False
00:27:43.061,-,,False
00:28:13.058,-,,False
00:28:24.035,P,,False
00:28:25.537,P,,False
00:28:28.039,P,,False
00:28:31.042,P,,False
00:28:32.043,P,,False
00:28:33.044,P,,False
00:28:35.046,P,,False
00:28:40.051,P,,False
00:28:52.063,P,,False
00:28:59.537,P,,False
00:29:10.048,P,,False
00:30:00.532,F,,False
00:30:01.032,F,,False
00:30:02.534,F,,False
00:30:04.035,F,,False
00:30:04.536,F,,False
00:30:18.550,-,,False
00:30:47.045,U,,False
00:31:00.558,U,,False
00:31:04.062,U,,False
00:31:10.034,U,,False
00:31:10.535,U,,False
00:31:13.037,U,,False
00:31:15.540,U,,False
00:31:16.040,U,,False
00:31:16.541,U,,False
00:31:17.041,U,,False
00:31:17.542,U,,False
00:31:18.042,U,,False
00:31:19.544,U,,False
00:31:20.044,U,,False
00:31:21.045,U,,False
00:31:21.546,U,,False
00:31:23.548,P,,True
00:32:14.032,-,,False
00:35:56.554,-,,False
00:37:04.055,-,,False
00:37:05.056,-,,False
00:37:07.058,-,,False
00:37:09.060,-,,False
00:37:11.062,-,,False
00:37:12.563,-,,False
00:38:19.563,P,,False
00:39:13.050,-,,False
00:39:48.552,-,,False
00:40:11.041,-,,False
00:40:13.043,-,,False
00:40:13.544,-,,False
00:40:14.545,-,,False
00:41:28.552,-,,False
00:41:50.541,P,,False
00:42:01.552,-,,False
00:42:17.535,U,,False
00:42:21.539,U,,False
00:42:29.547,U,,False
00:42:31.048,U,,False
00:42:31.549,U,,False
00:42:32.049,U,,False
00:42:35.052,U,,False
00:42:35.553,U,,False
00:42:37.555,U,,False
00:42:42.560,U,,False
00:42:43.060,U,,False
00:42:43.561,U,,False
00:42:44.061,U,,False
00:42:44.562,U,,False
00:42:45.062,U,,False
00:42:47.031,U,,False
00:42:54.038,U,,False
00:42:56.540,U,,False
00:43:21.532,P,,False
00:43:24.535,P,,False
00:43:31.542,U,,False
00:43:32.042,U,,False
00:43:32.543,U,,False
00:43:40.050,U,,False
00:43:44.555,U,,False
00:43:48.559,U,,False
00:43:49.059,U,,False
00:43:50.060,U,,False
00:43:50.561,U,,False
00:43:51.562,U,,False
00:43:58.035,U,,False
00:43:58.535,U,,False
00:43:59.536,U,,False
00:44:02.039,U,,False
00:44:04.041,U,,False
00:44:05.542,U,,False
00:44:09.546,U,,False
00:44:12.549,U,,False
00:44:16.053,F,,False
00:44:40.544,P,,False
00:44:41.045,P,,False
00:44:56.560,P,,True
00:44:57.561,P,,True
00:45:01.031,P,,False
00:45:03.534,P,,False
00:45:04.034,P,,False
00:45:05.536,P,,False
00:45:10.040,-,,False
00:45:17.047,-,,False
00:45:18.549,-,,False
00:45:19.550,-,,False
00:45:31.061,P,,False
00:45:35.032,P,,False
00:45:35.532,P,,False
00:45:36.033,P,,False
00:45:36.533,P,,False
00:45:38.035,P,,False
00:45:45.542,U,,False
00:45:46.043,U,,False
00:45:47.044,U,,False
00:45:47.544,U,,False
00:45:48.545,U,,False
00:45:49.046,U,,False
00:45:49.546,U,,False
00:45:50.547,U,,False
