at,scene-label,scene-subtype-label,transitional
00:00:04.003,S,H,False
00:00:05.772,S,H,False
00:00:13.279,S,H,False
00:01:08.001,O,,True
00:01:15.775,O,,False
00:01:18.011,O,,False
00:01:19.279,O,,False
00:01:22.749,O,,False
00:01:30.023,M,,False
00:01:31.024,M,,False
00:01:33.026,M,,False
00:01:37.864,O,,False
00:01:40.500,O,,False
00:01:40.533,O,,False
00:01:43.169,O,,False
00:02:15.602,P,,False
00:03:17.764,P,,False
00:04:19.926,P,,False
00:05:22.121,-,,False
00:06:24.283,P,,False
00:07:26.446,P,,False
00:08:28.641,P,,False
00:09:30.803,P,,False
00:10:32.965,P,,False
00:11:35.161,P,,False
00:12:37.323,P,,False
00:13:39.485,P,,False
00:14:41.680,P,,False
00:15:43.842,P,,False
00:16:46.005,P,,False
00:17:48.200,P,,False
00:18:50.362,P,,False
00:19:52.524,P,,False
00:20:54.720,P,,False
00:21:56.882,P,,False
00:22:59.044,P,,False
00:24:01.239,P,,False
00:25:03.401,P,,False
00:26:05.564,P,,False
00:27:07.759,P,,False
00:28:09.921,P,,False
00:28:41.019,C,,False
00:28:42.153,C,,False
00:28:44.389,C,,False
00:28:48.526,C,,False
00:28:49.661,C,,False
00:28:51.896,C,,False
00:28:56.000,C,,False
00:28:57.135,C,,False
00:28:59.370,C,,False
00:29:04.509,C,,True
00:29:05.777,C,,False
00:29:08.279,C,,False
00:29:26.030,C,,False
00:29:29.501,L,,False
00:30:29.761,-,,False
