at,scene-type,subtype label,modifier
00:00:45.045,S,G,False
00:00:45.512,S,G,False
00:00:46.046,S,G,False
00:00:46.513,S,G,False
00:00:47.047,S,G,False
00:00:47.514,S,G,False
00:00:48.048,S,G,False
00:00:48.515,S,G,False
00:00:49.049,S,G,False
00:00:49.516,S,G,False
00:00:51.051,S,G,False
00:00:51.518,S,G,False
00:00:52.052,S,G,False
00:00:52.519,S,G,False
00:00:53.053,S,G,False
00:00:53.520,S,G,False
00:00:54.054,S,G,False
00:00:54.521,S,G,False
00:00:55.055,S,G,False
00:00:55.522,S,G,False
00:00:56.056,S,G,False
00:00:56.523,S,G,False
00:00:57.057,S,G,False
00:00:57.524,S,G,False
00:00:58.058,S,G,False
00:00:59.059,S,G,False
00:00:59.526,S,G,False
00:01:00.060,S,G,False
00:01:01.061,S,G,False
00:01:01.528,S,G,False
00:01:03.063,S,G,False
00:01:04.064,S,G,False
00:01:04.531,S,G,False
00:01:05.065,S,G,False
00:01:06.066,S,G,False
00:01:06.533,S,G,False
00:01:07.000,S,G,False
00:01:07.534,S,G,False
00:01:08.535,S,G,False
00:01:10.003,S,G,False
00:01:11.004,S,G,False
00:01:15.542,L,,False
00:01:16.543,L,,False
00:01:17.544,L,,False
00:01:19.546,L,,True
00:01:26.019,G,,False
00:01:26.553,G,,False
00:01:28.555,L,,False
00:01:29.022,L,,False
00:01:29.556,L,,False
00:01:31.024,L,,False
00:01:34.561,L,,False
00:01:35.028,L,,False
00:01:36.563,L,,False
00:01:38.031,L,,False
00:01:47.007,-,,False
00:01:50.010,P,,False
00:01:50.543,P,,False
00:01:54.014,P,,False
00:01:54.547,P,,False
00:01:56.549,P,,False
00:01:57.017,P,,False
00:02:23.043,P,,False
00:02:56.543,P,,False
00:03:05.552,P,,False
00:03:11.558,P,,False
00:03:18.031,P,,False
00:03:38.551,M,,False
00:03:39.019,M,,False
00:03:39.552,M,,False
00:03:40.020,M,,False
00:03:40.553,M,,False
00:03:41.021,M,,False
00:03:41.554,M,,False
00:03:42.022,M,,False
00:03:42.555,M,,False
00:03:43.023,M,,False
00:03:43.556,M,,False
00:03:44.024,M,,False
00:03:44.557,M,,True
00:03:47.027,-,,False
00:03:55.035,M,,False
00:04:02.509,O,,False
00:04:03.510,O,,False
00:04:04.044,O,,False
00:04:06.046,O,,False
00:04:06.513,O,,False
00:04:20.527,P,,False
00:04:22.529,P,,False
00:04:25.065,P,,False
00:04:28.001,P,,False
00:04:33.006,P,,False
00:04:39.546,P,,False
00:04:42.549,P,,False
00:04:44.551,P,,False
00:04:51.024,P,,False
00:05:00.533,P,,False
00:05:01.534,P,,False
00:05:07.540,P,,False
00:05:16.549,P,,False
00:05:22.022,P,,False
00:05:23.556,P,,False
00:05:27.560,P,,False
00:05:53.053,-,,False
00:05:58.058,-,,False
00:06:04.064,I,,False
00:06:04.531,I,,False
00:06:33.026,P,,False
00:06:46.006,P,,False
00:06:51.544,P,,False
00:06:52.545,P,,False
00:07:00.553,P,,False
00:07:03.023,P,,False
00:07:05.025,P,,False
00:07:06.559,P,,False
00:07:14.501,P,,False
00:07:15.502,P,,False
00:07:16.503,P,,False
00:07:19.039,P,,False
00:07:21.508,P,,False
00:07:24.044,P,,False
00:07:27.514,P,,False
00:08:29.542,-,,False
00:08:30.543,-,,False
00:09:42.549,P,,False
00:09:45.552,P,,False
00:09:47.020,P,,False
00:09:48.021,P,,False
00:09:59.566,P,,False
00:10:03.003,P,,False
00:10:05.538,-,,False
00:10:06.539,-,,False
00:10:08.008,-,,False
00:10:09.009,-,,False
00:10:19.552,I,,False
00:10:27.027,P,,True
00:12:33.053,P,,False
00:14:27.000,P,,False
00:14:29.002,P,,False
00:14:37.544,-,,False
00:14:45.018,-,,False
00:14:56.029,-,,False
00:14:56.563,-,,False
00:15:27.560,-,,False
00:15:34.034,P,,False
00:16:04.064,-,,False
00:16:06.066,-,,False
00:16:06.533,-,,False
00:16:14.541,-,,False
00:16:42.002,P,,False
00:17:45.532,P,,False
00:17:46.533,P,,False
00:18:18.031,P,,False
00:18:19.032,P,,False
00:18:22.002,P,,False
00:18:53.033,P,,False
00:19:17.057,-,,False
00:19:26.533,-,,False
00:19:31.004,-,,False
00:20:11.011,P,,False
00:20:38.038,P,,False
00:20:40.507,P,,False
00:20:42.042,P,,False
00:20:55.522,P,,False
00:21:00.527,P,,False
00:21:02.062,P,,False
00:21:15.008,-,,False
00:21:34.561,P,,False
00:21:47.007,P,,False
00:22:25.512,P,,False
00:22:51.004,P,,False
00:22:52.539,P,,False
00:22:53.540,P,,False
00:22:54.541,P,,False
00:22:55.008,P,,False
00:23:51.564,P,,False
00:23:54.034,P,,False
00:23:55.035,P,,False
00:23:57.037,P,,False
00:24:53.026,P,,False
00:24:59.032,P,,False
00:25:08.008,P,,False
00:26:53.013,-,,False
00:27:05.558,P,,False
00:27:09.562,P,,False
00:27:13.033,-,,False
00:27:17.504,P,,False
00:27:19.506,P,,False
00:27:25.512,P,,False
00:27:27.047,P,,False
00:27:28.515,P,,False
00:27:32.052,P,,False
00:27:34.521,P,,False
00:27:38.058,P,,False
00:27:39.059,P,,False
00:27:41.061,P,,False
00:27:43.063,P,,False
00:27:44.531,P,,False
00:27:50.537,P,,False
00:27:56.009,-,,False
00:27:57.544,-,,False
00:27:58.545,-,,False
00:27:59.546,P,,False
00:28:00.013,P,,False
00:28:00.547,P,,False
00:28:01.548,P,,False
00:28:04.551,P,,False
00:28:05.018,P,,False
00:28:07.554,P,,False
00:28:10.023,P,,False
00:28:11.558,P,,False
00:28:12.025,P,,False
00:28:13.026,P,,False
00:28:13.560,P,,False
00:28:14.027,P,,False
00:28:16.029,P,,False
00:28:21.001,P,,False
00:28:22.535,P,,False
00:28:23.536,P,,False
00:28:25.005,P,,False
00:28:29.009,P,,False
00:28:29.542,P,,False
00:28:30.010,P,,False
00:28:30.543,P,,False
00:28:33.013,P,,False
00:28:33.546,P,,False
00:28:34.547,P,,False
00:28:35.015,P,,False
00:28:36.016,P,,False
00:28:37.550,P,,False
00:28:39.019,P,,False
00:28:41.021,P,,False
00:28:41.554,P,,False
00:28:42.022,P,,False
00:28:43.556,P,,False
00:28:44.024,P,,False
00:28:45.558,P,,False
00:28:49.562,P,,False
00:29:01.508,P,,False
00:29:02.509,P,,False
00:29:06.513,P,,False
00:29:29.536,P,,False
00:30:19.552,P,,False
00:33:18.031,I,,False
00:33:19.566,I,,False
00:33:20.533,I,,True
00:34:44.017,P,,False
00:34:46.553,P,,False
00:34:49.022,P,,False
00:34:50.023,P,,False
00:34:56.029,-,,False
00:35:44.511,P,,False
00:37:00.020,P,,False
00:39:33.540,-,,False
00:39:41.548,P,,False
00:40:43.043,P,,False
00:40:44.511,P,,False
00:42:04.557,P,,False
00:42:07.560,P,,False
00:43:47.560,P,,False
00:43:48.028,P,,False
00:43:49.029,P,,False
00:43:57.504,P,,False
00:44:28.535,P,,False
00:44:30.537,P,,False
00:44:35.542,P,,False
00:44:42.549,P,,False
00:44:44.551,P,,False
00:45:18.018,P,,True
00:45:18.551,-,,False
00:51:11.004,P,,False
00:51:17.010,P,,False
00:51:27.554,P,,False
00:51:29.022,P,,False
00:51:30.557,P,,False
00:51:38.565,P,,False
00:51:53.013,P,,False
00:51:54.014,P,,False
00:53:01.014,P,,False
00:53:28.008,P,,False
00:53:35.548,P,,False
00:53:37.017,P,,False
00:54:03.043,-,,False
00:54:27.000,P,,False
00:54:28.535,P,,False
00:54:31.538,P,,False
00:55:07.007,C,,False
00:55:07.540,C,,False
00:55:09.009,C,,False
00:55:09.542,C,,False
00:55:10.010,C,,False
00:55:10.543,C,,False
00:55:11.011,C,,False
00:55:11.544,C,,True
00:55:12.012,C,,False
00:55:12.545,C,,False
00:55:13.013,C,,False
00:55:13.546,C,,False
00:55:14.014,C,,False
00:55:14.547,C,,True
00:55:15.548,C,,False
00:55:16.016,C,,False
00:55:16.549,C,,False
00:55:19.552,C,,False
00:55:20.020,C,,False
00:55:21.021,C,,False
00:55:23.556,C,,False
00:55:24.024,C,,False
00:55:24.557,C,,False
00:55:25.558,C,,False
00:55:27.560,C,,False
00:55:31.031,C,,False
00:55:32.565,C,,False
00:55:33.500,C,,False
00:55:34.034,C,,False
00:55:35.035,C,,False
00:55:35.502,C,,False
00:55:38.038,C,,False
00:55:39.039,C,,False
00:55:39.506,C,,False
00:55:40.040,C,,False
00:55:40.507,C,,False
00:55:41.041,C,,False
00:55:41.508,C,,False
00:55:43.043,C,,False
00:55:44.044,C,,False
00:55:45.045,C,,False
00:55:45.512,C,,False
00:55:47.514,C,,False
00:55:49.516,C,,False
00:55:50.050,C,,False
00:55:50.517,C,,False
00:55:51.051,C,,False
00:55:51.518,C,,False
00:55:52.052,C,,True
00:55:52.519,C,,False
00:55:53.053,C,,False
00:55:53.520,C,,False
00:55:54.054,C,,False
00:55:54.521,C,,False
00:55:55.522,R,,False
00:55:58.058,C,,True
00:55:58.525,C,,False
00:55:59.059,C,,False
00:56:00.060,C,,False
00:56:00.527,C,,False
00:56:02.062,L,,False
00:56:02.529,L,,False
00:56:03.063,L,,False
00:56:05.065,L,,True
00:56:09.002,-,,False
00:56:09.536,-,,False
00:56:10.003,-,,False
00:56:12.539,G,,False
00:56:15.542,G,,False
00:56:20.013,L,,False
00:56:26.553,M,,True
00:56:27.554,M,,False
00:56:29.022,M,,False
00:56:29.556,M,,False
00:56:30.023,M,,False
00:56:31.558,M,,False
00:56:39.032,-,,False
00:56:42.535,G,,False
00:56:44.537,G,,False
00:56:45.005,G,,False
00:56:45.538,G,,False
00:56:46.006,G,,False
00:56:47.540,G,,False
00:56:48.541,G,,False
00:56:49.542,G,,False
00:56:50.010,G,,False
00:56:50.543,G,,False
00:56:51.011,G,,False
00:56:51.544,G,,False
00:56:52.545,G,,False
00:56:53.013,G,,False
00:56:55.015,G,,False
00:56:55.548,G,,False
00:56:56.016,G,,False
00:56:57.550,G,,False
00:56:58.018,G,,True
