at,scene-type,scene-subtype,transitional
00:00:00.033,S,B,False
00:00:09.509,S,D,False
00:00:20.020,-,,False
00:00:32.532,-,,False
00:00:36.503,M,,True
00:01:27.520,Y,,False
00:02:04.157,P,,False
00:03:13.393,-,,False
00:03:50.029,-,,False
00:04:29.202,P,,False
00:05:47.547,P,,False
00:07:05.858,P,,False
00:07:46.999,-,,False
00:08:16.996,P,,False
00:09:17.023,P,,False
00:09:51.023,G,,False
00:10:13.012,F,,False
00:10:27.526,N,,False
00:10:35.001,I,,False
00:10:40.506,I,,False
00:11:36.529,-,,False
00:12:31.016,E,,False
00:13:18.030,F,,False
00:14:10.049,-,,False
00:15:04.003,-,,False
00:16:05.030,F,,False
00:16:45.004,-,,False
00:17:22.007,-,,False
00:17:55.007,F,,False
00:18:25.504,I,,True
00:19:08.747,P,,False
00:20:29.261,-,,False
00:21:09.501,G,,False
00:21:11.136,G,,False
00:21:14.373,G,,False
00:21:29.521,G,,False
00:22:05.023,F,,False
00:22:43.528,P,,False
00:23:57.536,P,,False
00:25:11.510,-,,False
00:26:25.517,P,,False
00:27:04.022,P,,False
00:27:51.503,C,,False
00:28:02.013,C,,False
00:28:09.521,C,,False
00:28:29.007,C,,False
