at,scene-type,subtype label,modifier
00:00:03.536,-,,False
00:00:05.538,O,,False
00:00:06.006,O,,False
00:00:06.539,O,,False
00:00:07.007,O,,False
00:00:08.541,O,,False
00:00:10.543,O,,True
00:00:11.544,O,,False
00:00:12.545,O,,False
00:00:13.013,O,,False
00:00:14.014,O,,False
00:00:15.015,-,,False
00:00:22.555,-,,False
00:00:42.042,-,,False
00:00:47.047,P,,False
00:00:51.518,P,,True
00:00:53.520,M,,False
00:00:54.521,M,,False
00:01:01.061,M,,False
00:01:07.000,P,,True
00:01:09.536,P,,False
00:01:15.542,P,,False
00:01:17.544,P,,False
00:01:26.019,F,,False
00:01:27.020,F,,False
00:01:28.021,F,,False
00:01:28.555,F,,False
00:01:30.023,F,,False
00:01:30.557,F,,False
00:01:31.024,F,,False
00:01:34.027,T,,True
00:01:34.561,T,,False
00:01:35.028,T,,False
00:01:35.562,T,,False
00:01:36.029,T,,False
00:01:36.563,T,,False
00:01:37.030,T,,False
00:01:37.564,T,,False
00:01:38.031,T,,True
00:01:40.533,T,,False
00:01:41.001,T,,False
00:01:42.002,T,,False
00:01:42.535,T,,False
00:01:43.003,T,,False
00:01:43.536,T,,False
00:01:45.005,T,,True
00:01:46.006,T,,True
00:01:48.541,T,,False
00:01:54.547,T,,True
00:02:00.020,T,,False
00:02:01.554,T,,False
00:02:02.022,T,,False
00:02:03.556,T,,False
00:02:05.558,T,,True
00:02:06.026,-,,False
00:02:06.559,F,,False
00:02:08.028,F,,False
00:02:08.561,F,,False
00:02:09.029,F,,False
00:02:10.563,F,,False
00:02:12.032,F,,False
00:02:15.035,F,,False
00:02:15.502,F,,False
00:02:16.503,F,,False
00:02:17.504,F,,False
00:02:18.038,F,,False
00:02:18.505,F,,False
00:02:19.506,F,,False
00:02:20.040,F,,False
00:02:21.041,F,,False
00:02:21.508,F,,False
00:02:22.042,F,,False
00:02:22.509,F,,False
00:02:23.043,F,,False
00:02:23.510,F,,False
00:02:24.044,F,,False
00:02:24.511,F,,False
00:02:25.045,F,,False
00:02:25.512,F,,False
00:02:26.046,F,,False
00:02:26.513,F,,False
00:02:27.047,F,,False
00:02:27.514,F,,False
00:02:28.515,F,,False
00:02:29.049,F,,False
00:02:29.516,F,,False
00:02:30.050,F,,False
00:02:31.051,F,,False
00:02:31.518,F,,False
00:02:32.052,F,,False
00:02:40.060,F,,False
00:02:52.539,F,,False
00:02:54.007,F,,False
00:02:55.542,F,,False
00:02:56.543,F,,False
00:02:57.010,F,,False
00:03:26.006,P,,False
00:04:03.043,P,,False
00:04:06.513,P,,False
00:04:11.051,P,,False
00:04:48.555,P,,False
00:05:01.001,P,,False
00:05:43.043,P,,False
00:05:55.055,P,,False
00:06:11.004,P,,False
00:09:58.565,-,,False
00:14:23.063,-,,False
00:14:24.064,-,,False
00:14:27.534,-,,False
00:14:29.536,P,,False
00:14:33.006,P,,False
00:14:40.013,P,,False
00:14:42.549,P,,False
00:14:50.023,P,,False
00:20:04.004,I,,False
00:20:04.537,I,,False
00:20:05.005,I,,False
00:26:23.016,-,,False
00:26:33.026,-,,False
00:27:43.063,C,,False
00:27:44.064,C,,False
00:27:45.532,C,,False
00:27:46.533,C,,False
00:27:47.000,C,,False
00:27:49.536,C,,False
00:27:50.537,C,,False
00:27:51.004,C,,False
00:27:52.005,C,,False
00:27:54.541,C,,False
00:27:56.009,C,,False
00:28:00.547,C,,False
00:28:02.549,C,,False
00:28:08.555,C,,False
00:28:09.556,-,,False
00:28:10.023,C,,False
00:28:10.557,C,,False
00:28:12.559,C,,False
00:28:13.026,C,,False
00:28:14.561,C,,False
00:28:16.029,R,,False
00:28:16.563,R,,False
00:28:33.013,-,,False
00:28:36.016,G,,False
00:28:36.549,G,,False
00:28:42.022,G,,False
00:28:45.025,L,,True
00:28:47.027,L,,False
00:28:49.029,L,,False
00:28:49.562,L,,False
00:28:50.030,L,,False
00:28:55.502,L,,False
