at,scene-type,subtype label,modifier
00:00:04.037,G,,False
00:00:05.005,G,,False
00:00:06.006,G,,False
00:00:08.041,G,,False
00:01:09.002,P,,False
00:01:13.006,P,,False
00:01:26.019,P,,False
00:01:26.553,P,,False
00:01:45.038,-,,False
00:02:23.042,P,,False
00:02:40.527,M,,True
00:02:41.060,M,,True
00:02:43.062,M,,True
00:02:44.531,M,,False
00:02:49.536,M,,False
00:02:51.538,O,,False
00:02:55.008,O,,False
00:03:03.016,O,,False
00:03:13.560,O,,False
00:03:15.028,O,,False
00:03:16.563,O,,False
00:03:18.565,O,,False
00:03:19.032,O,,False
00:03:20.033,O,,False
00:03:25.538,O,,False
00:03:27.540,O,,False
00:03:28.041,O,,False
00:03:28.541,O,,False
00:04:01.040,F,,False
00:04:02.542,F,,False
00:04:03.543,F,,False
00:04:04.043,F,,False
00:04:04.544,F,,False
00:04:05.545,F,,False
00:05:26.059,-,,False
00:05:28.561,-,,False
00:05:59.559,-,,False
00:06:00.059,-,,False
00:06:13.039,-,,False
00:06:14.540,-,,False
00:07:51.037,-,,False
00:08:09.055,-,,False
00:08:32.044,-,,False
00:08:33.045,-,,False
00:08:34.547,-,,False
00:08:42.054,-,,False
00:09:22.562,-,,False
00:09:23.062,-,,False
00:09:28.034,-,,False
00:09:29.035,P,,False
00:09:55.061,-,,False
00:10:03.536,-,,False
00:10:05.037,P,,False
00:11:42.034,P,,False
00:12:03.556,P,,False
00:12:37.556,P,,False
00:12:43.562,F,,False
00:12:44.563,F,,False
00:12:47.032,F,,False
00:12:47.533,F,,False
00:13:06.552,P,,False
00:13:19.064,-,,False
00:13:38.050,F,,False
00:14:41.046,F,,False
00:14:44.049,F,,False
00:14:50.556,-,,False
00:15:05.037,-,,False
00:17:39.558,P,,False
00:17:40.559,P,,False
00:17:41.560,P,,False
00:17:43.562,P,,False
00:18:04.049,P,,False
00:18:30.042,-,,False
00:18:47.559,-,,False
00:19:05.043,-,,False
00:19:05.544,-,,False
00:19:06.044,-,,False
00:19:07.045,-,,False
00:20:46.545,P,,False
00:21:08.033,P,,False
00:21:19.544,P,,False
00:21:35.060,P,,False
00:21:36.061,P,,False
00:21:39.564,-,,False
00:22:00.052,-,,False
00:22:37.556,-,,False
00:22:38.056,-,,False
00:22:40.559,-,,False
00:22:48.533,-,,False
00:23:42.554,-,,False
00:23:45.557,P,,False
00:23:49.561,-,,False
00:24:06.545,P,,False
00:24:23.562,-,,False
00:24:26.565,-,,False
00:24:27.032,-,,False
00:24:29.534,-,,False
00:24:30.535,-,,False
00:24:39.044,P,,False
00:24:39.544,P,,False
00:25:02.534,-,,False
00:26:41.533,-,,False
00:27:34.552,-,,False
00:27:39.557,F,,False
00:27:40.058,F,,False
00:27:40.558,F,,False
00:27:41.559,F,,False
00:27:42.060,F,,False
00:27:42.560,F,,False
00:27:44.062,-,,False
00:27:47.532,-,,False
00:28:43.555,P,,False
00:28:45.557,P,,False
00:29:01.539,-,,False
00:29:12.550,P,,False
00:29:40.545,-,,False
00:31:32.557,P,,False
00:32:30.048,-,,False
00:33:20.531,P,,False
00:33:22.533,P,,False
00:33:29.540,P,,False
00:33:30.041,P,,False
00:33:30.541,P,,False
00:34:06.044,P,,False
00:34:32.537,P,,False
00:34:37.041,-,,False
00:34:38.543,-,,False
00:34:49.053,-,,False
00:34:50.555,-,,False
00:36:44.535,-,,False
00:36:47.038,-,,False
00:37:01.052,P,,False
00:37:09.560,-,,False
00:37:18.035,P,,False
00:38:00.544,P,,False
00:38:02.046,P,,False
00:38:06.550,P,,False
00:38:27.038,P,,False
00:38:39.550,-,,False
00:38:44.555,-,,False
00:39:17.054,P,,False
00:40:11.542,P,,False
00:40:12.042,P,,False
00:40:13.043,P,,False
00:40:16.547,-,,False
00:40:19.049,-,,False
00:40:20.050,-,,False
00:40:20.551,-,,False
00:41:04.562,P,,False
00:41:10.034,F,,False
00:41:38.062,E,,False
00:41:45.035,F,,False
00:41:48.539,F,,False
00:41:54.044,-,,False
