at,scene-type,subtype label,modifier
00:00:11.011,O,,True
00:00:14.547,O,,False
00:00:15.015,O,,False
00:00:15.548,O,,False
00:00:18.018,O,,False
00:00:19.019,O,,False
00:00:20.553,-,,False
00:00:29.562,P,,True
00:00:34.034,P,,True
00:00:37.504,P,,True
00:01:22.549,M,,False
00:01:24.017,M,,False
00:01:35.028,M,,False
00:01:38.565,M,,False
00:02:15.035,-,,False
00:02:18.038,P,,False
00:05:50.517,P,,False
00:05:51.518,P,,False
00:05:52.519,P,,False
00:06:56.549,F,,False
00:06:57.550,F,,False
00:06:58.018,F,,False
00:06:59.019,F,,False
00:07:00.020,F,,False
00:07:01.554,F,,False
00:07:02.022,F,,False
00:07:02.555,F,,False
00:07:03.556,F,,False
00:07:04.557,F,,False
00:07:54.541,P,,False
00:19:09.049,P,,True
00:19:09.516,-,,False
00:19:10.050,-,,False
00:19:57.564,-,,False
00:26:21.014,-,,False
00:26:22.015,-,,False
00:26:23.016,-,,False
00:27:33.053,I,,False
00:27:33.520,I,,False
00:29:18.058,I,,False
00:29:19.059,I,,False
00:29:19.526,I,,False
00:29:20.527,I,,False
00:30:29.029,I,,False
00:30:30.030,I,,True
00:39:38.011,-,,False
00:39:40.013,-,,False
00:39:41.014,-,,False
00:40:24.024,-,,False
00:40:53.053,-,,False
00:44:33.540,-,,False
00:51:52.545,I,,False
00:51:56.016,I,,False
00:57:15.502,C,,False
00:57:16.503,C,,False
00:57:18.505,C,,False
00:57:19.506,C,,False
00:57:20.507,C,,False
00:57:21.041,C,,False
00:57:24.044,P,,False
00:57:28.515,P,,False
00:57:31.518,C,,False
00:57:32.519,C,,False
00:57:34.521,C,,False
00:57:36.056,C,,False
00:57:37.057,C,,False
00:57:39.526,C,,False
00:57:40.527,C,,False
00:57:41.061,C,,False
00:57:41.528,C,,False
00:57:42.062,C,,False
00:57:45.532,C,,False
00:57:46.533,C,,False
00:57:47.000,C,,False
00:57:47.534,C,,False
00:57:51.538,C,,False
00:57:52.005,C,,False
00:57:52.539,C,,False
00:57:53.540,C,,False
00:57:54.007,C,,False
00:57:54.541,C,,False
00:57:58.545,C,,False
00:58:02.549,C,,False
00:58:06.019,R,,False
00:58:06.553,R,,False
00:58:07.554,R,,False
00:58:08.021,R,,False
00:58:09.556,R,,False
00:58:10.023,R,,False
00:58:27.540,G,,False
00:58:29.542,G,,False
00:58:30.010,G,,False
00:58:30.543,G,,False
00:58:32.545,G,,False
00:58:33.013,G,,False
00:58:36.016,G,,False
00:58:36.549,G,,False
00:58:37.017,G,,False
00:58:37.550,G,,True
00:58:38.551,L,,True
00:58:42.022,L,,False
00:58:43.556,L,,False
00:58:44.024,L,,False
00:58:46.026,L,,False
00:58:48.028,L,,False
00:58:48.561,L,,False
00:58:49.029,L,,False
