at,scene-type,subtype label,modifier
00:00:31.564,L,,False
00:00:32.065,L,,False
00:00:33.033,L,,False
00:00:33.500,L,,False
00:00:34.034,L,,False
00:00:35.035,-,,False
00:00:35.502,O,,False
00:00:36.503,O,,False
00:00:37.037,O,,False
00:00:37.504,O,,False
00:00:38.038,O,,False
00:00:38.505,O,,False
00:00:39.039,O,,False
00:00:47.047,L,,False
00:00:48.048,L,,False
00:00:48.515,L,,False
00:01:21.548,P,,False
00:01:22.015,P,,False
00:01:23.016,P,,False
00:01:39.032,P,,False
00:01:42.035,P,,False
00:01:45.538,P,,True
00:01:53.546,I,,False
00:01:54.047,I,,False
00:01:56.549,I,,True
00:01:58.551,I,,False
00:02:04.057,P,,False
00:02:09.562,I,,False
00:02:57.010,M,,True
00:03:01.014,M,,False
00:03:01.548,-,,False
00:03:05.552,M,,False
00:03:06.019,M,,False
00:03:07.020,M,,False
00:03:08.021,M,,False
00:03:08.555,M,,False
00:03:11.024,M,,False
00:03:13.026,M,,True
00:03:13.560,M,,False
00:03:16.563,M,,True
00:03:44.557,F,,False
00:03:45.058,F,,False
00:04:10.550,P,,False
00:05:02.035,G,,True
00:05:02.535,G,,False
00:05:03.036,G,,False
00:05:03.536,G,,False
00:05:10.043,P,,False
00:05:32.065,-,,False
00:05:32.565,-,,False
00:05:34.033,Y,,False
00:05:35.034,Y,,False
00:05:37.537,Y,,False
00:05:38.037,Y,,False
00:05:39.038,Y,,False
00:05:40.039,Y,,False
00:05:43.543,Y,,True
00:05:44.544,Y,,False
00:05:45.044,Y,,False
00:05:48.548,I,,False
00:05:50.049,I,,False
00:05:50.550,I,,False
00:05:56.055,P,,False
00:05:57.056,P,,False
00:05:58.558,P,,False
00:05:59.058,P,,False
00:06:04.564,G,,False
00:06:05.064,G,,False
00:06:05.565,G,,False
00:06:07.033,G,,False
00:06:11.037,G,,False
00:06:30.056,-,,False
00:06:38.064,F,,False
00:06:40.533,G,,False
00:06:43.536,G,,False
00:06:45.538,G,,False
00:06:46.038,G,,False
00:06:47.540,G,,False
00:06:48.040,G,,False
00:06:50.543,-,,False
00:07:08.561,-,,False
00:07:10.062,P,,False
00:07:14.534,P,,False
00:08:00.546,P,,False
00:08:13.059,P,,False
00:08:22.535,P,,False
00:08:32.545,G,,False
00:08:34.547,G,,False
00:08:40.553,P,,False
00:08:42.054,P,,False
00:08:45.558,F,,False
00:09:11.050,F,,False
00:09:11.551,F,,False
00:09:36.542,G,,False
00:11:30.056,G,,False
00:11:32.058,G,,False
00:11:32.558,G,,False
00:11:33.059,G,,False
00:11:33.559,G,,False
00:11:34.060,G,,False
00:11:35.561,G,,False
00:11:38.064,G,,False
00:11:39.065,G,,False
00:11:39.565,G,,False
00:11:40.533,G,,False
00:11:41.033,G,,False
00:11:41.534,G,,False
00:11:43.035,G,,False
00:11:43.536,G,,False
00:11:46.038,G,,False
00:11:46.539,G,,True
00:11:47.039,G,,True
00:12:19.038,F,,False
00:12:19.538,F,,False
00:12:20.039,F,,False
00:12:20.539,F,,False
00:12:21.040,F,,False
00:12:27.546,N,,False
00:12:55.541,P,,False
00:12:59.044,P,,False
00:13:01.547,F,,False
00:13:06.051,P,,False
00:13:14.059,P,,False
00:13:14.560,P,,False
00:13:15.060,P,,False
00:13:29.041,P,,False
00:13:43.556,P,,False
00:13:47.560,P,,False
00:13:50.062,P,,False
00:13:52.064,P,,False
00:15:21.053,G,,False
00:16:01.060,G,,False
00:16:20.045,-,,False
00:16:46.038,I,,False
00:16:58.050,P,,False
00:16:59.051,-,,False
00:18:22.034,P,,False
00:18:45.057,P,,False
00:18:45.557,P,,False
00:18:46.558,P,,False
00:18:47.559,P,,False
00:18:48.560,P,,False
00:18:49.561,L,,False
00:18:50.062,L,,False
00:18:50.562,L,,False
00:18:51.063,L,,False
00:18:53.532,L,,False
00:18:54.032,L,,False
00:18:55.033,L,,False
00:18:58.036,Y,,False
00:18:59.037,Y,,False
00:18:59.538,Y,,False
00:19:21.059,P,,False
00:19:22.561,P,,False
00:19:23.061,P,,False
00:19:26.565,P,,False
00:19:38.544,-,,False
00:20:06.038,G,,False
00:20:06.538,G,,False
00:20:07.039,G,,False
00:20:10.042,G,,False
00:20:12.044,G,,False
00:20:19.551,G,,False
00:20:21.053,G,,False
00:20:26.058,G,,False
00:21:34.059,P,,False
00:21:38.063,P,,False
00:21:52.044,P,,False
00:21:53.045,P,,False
00:21:56.548,-,,False
00:21:59.551,-,,False
00:22:14.533,G,,False
00:22:16.034,G,,False
00:22:16.535,G,,False
00:22:17.035,G,,False
00:22:17.536,G,,False
00:22:18.036,G,,False
00:22:18.537,G,,False
00:22:19.037,G,,False
00:22:19.538,G,,False
00:22:20.038,G,,False
00:22:21.039,G,,False
00:22:22.040,G,,False
00:22:23.041,G,,False
00:22:23.542,G,,False
00:22:24.042,G,,False
00:22:25.043,G,,False
00:22:26.545,G,,False
00:22:28.547,G,,True
00:22:33.552,F,,False
00:22:39.558,-,,False
00:22:54.539,-,,False
00:22:58.543,-,,False
00:23:00.545,-,,False
00:23:52.564,-,,False
00:23:54.032,-,,False
00:23:57.035,P,,False
00:23:57.536,P,,False
00:24:13.051,P,,False
00:25:09.541,G,,True
00:25:14.045,G,,False
00:25:14.546,G,,False
00:25:18.049,G,,False
00:26:43.034,P,,False
00:26:58.049,-,,False
00:27:09.561,P,,False
00:27:14.032,P,,False
00:27:15.033,P,,False
00:27:16.534,P,,False
00:27:25.043,P,,False
00:27:44.062,P,,False
00:27:52.537,P,,False
00:28:37.549,I,,False
00:28:38.049,I,,False
00:28:40.552,I,,False
00:29:32.537,-,,False
00:29:34.038,-,,False
00:29:40.545,-,,False
00:30:10.542,-,,False
00:30:18.550,-,,False
00:31:39.063,F,,False
00:31:40.531,F,,False
00:31:44.535,E,,False
00:31:45.536,E,,False
00:32:01.552,-,,False
00:33:16.060,-,,False
00:33:21.532,G,,False
00:33:23.534,G,,False
00:33:24.035,G,,False
00:33:25.036,G,,False
00:33:25.536,G,,False
00:33:27.538,G,,False
00:33:28.539,G,,False
00:33:29.540,G,,False
00:33:30.041,G,,False
00:33:30.541,G,,False
00:33:31.542,G,,False
00:33:32.043,G,,False
00:33:32.543,G,,False
00:33:33.044,G,,False
00:33:38.049,F,,False
00:33:38.549,F,,False
00:33:39.050,F,,False
00:33:40.551,F,,False
00:33:42.053,-,,False
00:34:06.544,G,,False
00:34:07.545,G,,False
00:34:08.045,G,,False
00:34:56.561,G,,False
00:34:58.062,G,,False
00:34:59.063,G,,False
00:35:01.032,G,,False
00:35:09.540,P,,False
00:36:15.039,G,,False
00:36:16.040,G,,False
00:36:16.541,G,,False
00:36:17.041,G,,False
00:36:19.544,G,,False
00:36:20.545,G,,False
00:36:22.046,G,,False
00:36:29.554,G,,False
00:36:31.556,G,,True
00:36:57.548,-,,False
00:37:38.556,F,,False
00:38:34.545,F,,False
00:38:35.546,F,,False
00:38:36.547,F,,False
00:38:40.551,-,,False
00:38:53.064,P,,False
00:39:05.543,P,,False
00:41:28.552,-,,False
00:41:30.054,-,,False
00:41:53.544,-,,False
00:41:54.044,-,,False
00:41:54.545,-,,False
00:42:27.545,I,,False
00:42:48.532,F,,False
00:42:52.536,P,,False
00:43:05.049,F,,False
00:43:06.050,F,,False
00:43:06.550,E,,False
00:43:07.551,E,,False
00:43:08.052,E,,False
00:43:08.552,E,,False
00:43:09.053,E,,False
00:43:09.553,E,,False
00:43:10.054,E,,False
00:43:10.554,E,,False
00:43:12.056,E,,False
00:43:13.057,E,,False
00:43:14.058,E,,False
00:43:15.059,E,,False
00:43:15.559,E,,False
00:43:16.560,E,,False
00:43:18.562,E,,False
00:43:19.063,E,,False
00:44:55.059,-,,False
00:44:56.060,-,,False
00:44:57.061,-,,False
00:45:01.031,-,,False
00:45:01.532,-,,False
00:45:13.043,P,,False
00:45:14.545,P,,False
00:45:15.546,P,,False
00:45:22.052,P,,False
00:46:08.031,-,,False
00:46:59.049,P,,False
00:47:21.538,G,,False
00:47:22.039,G,,False
00:47:22.539,G,,False
00:47:23.040,G,,False
00:47:24.041,G,,False
00:47:24.541,G,,False
00:47:25.542,G,,False
00:47:26.043,G,,False
00:47:27.044,G,,False
00:47:27.544,G,,False
00:47:28.045,G,,False
00:47:29.046,G,,False
00:47:29.546,G,,False
00:47:30.047,G,,False
00:47:31.548,G,,False
00:47:32.049,G,,False
00:47:32.549,G,,False
00:47:33.050,G,,False
00:47:33.550,G,,False
00:47:34.051,G,,False
00:47:34.551,G,,False
00:47:35.052,G,,False
00:47:35.552,G,,False
00:47:36.053,G,,False
00:47:37.054,G,,False
00:47:37.554,G,,False
00:47:38.055,G,,False
00:47:39.056,G,,False
00:47:39.556,G,,False
00:47:46.063,F,,False
00:48:06.550,-,,False
