at,scene-type,subtype label,modifier
00:00:00.533,S,D,True
00:00:10.010,S,D,False
00:00:30.030,M,,False
00:00:32.032,M,,False
00:00:33.033,M,,False
00:00:34.034,M,,False
00:00:34.501,M,,False
00:00:35.502,M,,False
00:00:42.509,-,,False
00:00:51.518,P,,False
00:01:20.013,-,,False
00:01:23.550,M,,False
00:01:24.551,M,,False
00:01:25.018,M,,False
00:01:25.552,M,,False
00:01:26.019,M,,False
00:01:28.555,M,,False
00:01:29.022,M,,False
00:01:29.556,M,,False
00:02:23.510,-,,False
00:02:50.537,-,,False
00:02:54.541,-,,False
00:02:58.011,-,,False
00:02:58.545,-,,False
00:02:59.012,P,,False
00:02:59.546,P,,False
00:03:09.556,P,,False
00:03:11.024,P,,False
00:03:14.027,-,,False
00:03:15.562,-,,False
00:03:17.564,P,,False
00:03:24.004,-,,False
00:04:10.517,-,,False
00:04:13.053,-,,False
00:04:14.054,-,,False
00:04:15.522,-,,False
00:04:17.057,-,,False
00:04:20.527,-,,False
00:04:21.061,-,,False
00:04:28.535,-,,False
00:04:29.002,-,,False
00:04:39.546,-,,False
00:04:41.014,-,,False
00:04:49.022,-,,False
00:05:10.543,P,,False
00:05:16.016,P,,False
00:05:18.551,P,,False
00:05:37.037,-,,False
00:05:39.506,-,,False
00:05:40.040,-,,False
00:05:54.521,-,,False
00:06:01.528,-,,False
00:06:24.551,F,,False
00:06:25.018,F,,False
00:06:26.019,F,,False
00:06:45.538,-,,False
00:06:55.548,F,,False
00:06:56.549,-,,False
00:06:57.017,-,,False
00:07:04.557,F,,False
00:07:05.025,F,,False
00:07:23.043,-,,False
00:08:04.551,-,,False
00:08:11.024,M,,False
00:08:36.016,-,,False
00:08:59.506,-,,False
00:10:20.553,F,,False
00:10:21.021,F,,False
00:10:21.554,F,,False
00:10:22.022,F,,False
00:10:23.023,F,,False
00:10:24.557,F,,False
00:10:39.506,-,,False
00:10:51.051,P,,False
00:11:27.020,P,,False
00:11:31.558,P,,False
00:12:40.060,P,,False
00:12:45.065,F,,False
00:12:53.006,P,,False
00:12:54.541,P,,False
00:13:10.557,F,,False
00:13:11.024,F,,False
00:13:12.025,F,,False
00:14:10.050,P,,False
00:15:05.005,P,,False
00:15:12.012,-,,False
00:15:16.016,-,,False
00:15:18.018,-,,False
00:15:19.019,-,,False
00:15:20.553,P,,False
00:15:38.505,-,,False
00:15:39.506,-,,False
00:15:40.040,-,,False
00:15:47.514,-,,False
00:15:56.523,-,,False
00:15:58.525,-,,False
00:16:00.060,-,,False
00:17:08.561,-,,False
00:17:09.029,-,,False
00:17:09.562,-,,False
00:17:30.050,P,,False
00:17:31.051,-,,False
00:18:30.543,P,,False
00:19:16.056,-,,False
00:19:17.057,-,,False
00:19:20.060,-,,False
00:19:21.528,-,,False
00:19:22.529,-,,False
00:19:58.565,-,,False
00:20:08.541,-,,False
00:20:15.548,P,,True
00:20:26.026,P,,True
00:20:27.027,-,,False
00:21:18.011,F,,False
00:21:21.014,-,,False
00:21:28.555,P,,False
00:21:33.026,P,,False
00:21:38.031,P,,False
00:21:40.033,F,,False
00:21:41.534,F,,False
00:21:42.002,F,,False
00:21:42.535,F,,False
00:21:44.004,F,,False
00:21:47.540,F,,False
00:21:55.015,E,,False
00:21:56.549,-,,False
00:21:59.552,O,,False
00:22:03.556,F,,False
00:22:05.558,F,,False
00:22:18.038,M,,False
00:22:19.039,M,,False
00:22:19.506,M,,False
00:22:21.041,M,,True
00:22:22.042,M,,False
00:22:22.509,M,,False
00:22:23.043,M,,False
00:22:23.510,M,,False
00:22:25.045,M,,False
00:22:25.512,M,,False
00:22:26.046,M,,False
00:22:26.513,M,,False
00:22:27.514,M,,False
00:22:44.064,P,,False
00:22:49.002,P,,False
00:22:52.539,P,,False
00:23:08.555,-,,False
00:23:12.559,-,,False
00:23:13.560,-,,False
00:23:14.561,-,,False
00:23:21.001,P,,False
00:23:25.538,P,,False
00:23:29.009,C,,False
00:23:29.542,C,,False
00:23:31.011,C,,False
00:23:31.544,C,,True
00:23:32.545,C,,False
00:23:33.546,C,,False
00:23:34.547,C,,True
00:23:36.016,C,,False
00:23:37.017,-,,False
00:23:39.019,C,,False
00:23:40.020,C,,False
00:23:41.554,C,,False
00:23:42.022,-,,False
00:23:42.555,C,,False
00:23:43.023,C,,False
00:23:43.556,C,,False
00:23:44.024,C,,False
00:23:44.557,C,,True
00:23:45.025,C,,True
00:23:46.559,C,,False
00:23:47.027,C,,False
00:23:47.560,C,,True
00:23:48.028,C,,False
00:23:48.561,C,,False
00:23:49.029,C,,False
00:23:49.562,C,,False
00:23:51.031,C,,False
00:23:52.565,-,,False
00:23:54.034,C,,False
00:23:55.035,-,,False
00:23:55.502,C,,False
00:23:56.036,C,,False
00:23:56.503,C,,False
00:23:57.037,C,,False
00:23:57.504,C,,False
00:23:58.038,C,,False
00:23:58.505,C,,False
00:23:59.039,C,,False
00:24:00.040,C,,False
00:24:00.507,-,,False
00:24:01.041,C,,False
00:24:01.508,C,,False
00:24:03.043,-,,False
00:24:04.511,C,,False
00:24:05.045,C,,False
00:24:06.046,C,,False
00:24:06.513,C,,False
00:24:07.047,C,,False
00:24:07.514,C,,False
00:24:08.048,-,,False
00:24:09.049,C,,False
00:24:09.516,C,,False
00:24:10.517,C,,False
00:24:11.051,C,,False
00:24:13.520,-,,False
00:24:14.054,C,,False
00:24:14.521,C,,False
00:24:17.524,R,,False
00:24:19.526,R,,False
00:24:42.549,-,,False
00:27:23.043,-,,False
