at,scene-type,scene-subtype,transitional
00:00:07.007,L,,False
00:00:14.514,I,,False
00:01:02.529,-,,False
00:01:53.012,I,,False
00:02:21.508,F,,False
00:02:44.030,F,,False
00:02:50.003,I,,False
00:03:47.527,I,,False
00:04:39.045,P,,False
00:05:34.000,F,,False
00:06:27.520,P,,False
00:07:21.507,-,,False
00:07:36.022,P,,False
00:08:31.777,-,,False
00:09:31.504,P,,False
00:10:02.001,F,,False
00:10:58.257,-,,False
00:11:53.512,E,,False
00:12:26.445,P,,False
00:13:29.341,-,,False
00:14:32.204,P,,False
00:15:35.100,-,,False
00:16:07.499,G,,False
00:16:39.031,-,,False
00:17:10.529,G,,False
00:17:31.016,I,,False
00:18:04.349,P,,False
00:19:10.015,E,,False
00:20:15.681,-,,False
00:21:21.346,-,,False
00:22:27.012,P,,False
00:23:32.677,P,,False
00:24:08.013,E,,False
00:24:56.528,I,,True
00:25:55.520,F,,False
00:26:35.293,P,,False
00:27:11.396,C,,False
00:27:16.001,C,,False
00:27:20.138,C,,False
00:27:33.518,L,,False
