at,scene-label,scene-subtype-label,transitional
00:00:04.003,S,D,False
00:00:22.022,L,,False
00:00:23.023,L,,False
00:00:29.996,L,,False
00:00:40.006,F,,False
00:00:51.017,E,,False
00:01:25.518,M,,False
00:01:30.523,I,,False
00:01:31.391,I,,False
00:01:39.132,E,,False
00:01:49.776,E,,False
00:01:52.512,E,,False
00:02:00.286,E,,False
00:02:08.027,E,,False
00:02:25.512,E,,False
00:02:44.030,I,,False
00:03:17.030,I,,False
00:04:10.516,I,,False
00:04:26.032,E,,False
00:04:30.003,E,,False
00:04:59.532,I,,False
00:05:22.522,E,,False
00:05:54.520,E,,False
00:06:09.502,E,,False
00:06:36.028,E,,False
00:06:55.515,I,,False
00:08:00.012,E,,False
00:08:11.023,I,,False
00:08:36.015,E,,False
00:09:09.515,P,,False
00:09:43.015,E,,False
00:10:07.506,I,,False
00:10:16.782,G,,False
00:10:23.289,G,,False
00:10:25.524,G,,False
00:10:31.030,E,,False
00:10:52.018,E,,False
00:11:01.527,I,,False
00:11:42.034,P,,False
00:12:21.507,E,,False
00:12:38.524,E,,False
00:12:42.528,I,,False
00:12:54.006,F,,False
00:13:18.030,E,,False
00:13:44.523,E,,False
00:13:58.003,E,,False
00:14:07.012,I,,False
00:14:58.030,I,,False
00:16:09.001,E,,False
00:16:24.016,I,,False
00:16:52.511,E,,False
00:17:11.030,I,,False
00:17:41.527,E,,False
00:18:15.027,E,,False
00:18:20.232,M,,False
00:18:22.501,M,,False
00:18:23.602,M,,False
00:18:26.972,M,,False
00:18:30.342,M,,False
00:18:33.512,E,,False
00:19:03.008,I,,False
00:19:21.527,E,,False
00:19:53.025,I,,False
00:20:29.528,E,,False
00:20:53.518,F,,False
00:21:17.509,E,,False
00:21:29.521,E,,False
00:21:37.029,I,,False
00:22:01.520,E,,False
00:22:06.525,I,,False
00:23:08.520,E,,False
00:23:10.155,E,,False
00:23:22.401,E,,False
00:24:03.942,C,,False
00:24:07.746,C,,False
00:24:11.583,C,,False
00:24:15.420,C,,False
00:24:19.257,C,,False
00:24:22.027,C,,False
00:24:23.094,C,,False
00:24:26.932,C,,False
00:24:30.769,C,,False
00:24:34.606,C,,False
00:24:38.443,C,,False
00:24:42.280,C,,False
00:24:46.117,R,,False
00:24:55.160,L,,False
00:25:03.401,L,,False
00:25:05.003,L,,False
