at,scene-label,skipped,role-fillers
00:00:05.005,credits,True,no text in image
00:00:05.505,credits,True,DUPLICATE
00:00:06.006,credits,True,DUPLICATE
00:00:06.506,credits,True,DUPLICATE
00:00:07.007,credits,True,DUPLICATE
00:00:07.507,credits,True,DUPLICATE
00:00:08.008,credits,True,DUPLICATE
00:00:08.508,credits,True,DUPLICATE
00:00:09.009,credits,True,DUPLICATE
00:00:09.509,credits,True,DUPLICATE
00:01:37.097,credits,True,no text in image
00:01:37.597,credits,True,DUPLICATE
00:01:38.098,credits,True,DUPLICATE
00:01:38.598,credits,True,DUPLICATE
00:01:39.099,credits,True,DUPLICATE
00:01:39.599,credits,True,DUPLICATE
00:00:10.010,credits,True,DUPLICATE
00:01:40.100,credits,True,DUPLICATE
00:01:40.600,credits,True,DUPLICATE
00:01:41.101,credits,True,DUPLICATE
00:01:41.601,credits,True,DUPLICATE
00:01:42.102,credits,True,DUPLICATE
00:01:42.602,credits,True,DUPLICATE
00:01:43.103,credits,True,DUPLICATE
00:01:43.603,credits,True,DUPLICATE
00:01:44.104,credits,True,DUPLICATE
00:01:44.604,credits,True,DUPLICATE
00:00:10.510,credits,True,DUPLICATE
00:01:45.105,credits,True,DUPLICATE
00:01:45.605,credits,True,DUPLICATE
00:01:46.106,credits,True,DUPLICATE
00:01:46.606,credits,True,DUPLICATE
00:01:54.114,credits,True,DUPLICATE
00:01:54.614,credits,True,DUPLICATE
00:01:55.115,credits,True,DUPLICATE
00:01:55.615,credits,True,DUPLICATE
00:01:56.116,credits,True,DUPLICATE
00:01:56.616,credits,True,DUPLICATE
00:01:57.117,credits,True,DUPLICATE
00:01:57.617,credits,True,DUPLICATE
00:01:58.118,credits,True,DUPLICATE
00:01:58.618,credits,True,DUPLICATE
00:02:04.124,credits,True,DUPLICATE
00:02:04.624,credits,True,DUPLICATE
00:02:05.125,credits,True,DUPLICATE
00:02:05.625,credits,True,DUPLICATE
00:02:06.126,credits,True,DUPLICATE
00:02:06.626,credits,True,DUPLICATE
00:02:07.127,credits,True,DUPLICATE
00:02:07.627,credits,True,DUPLICATE
00:02:08.128,credits,True,DUPLICATE
00:02:08.628,credits,True,DUPLICATE
00:02:09.129,credits,True,DUPLICATE
00:02:09.629,credits,True,DUPLICATE
00:21:43.303,credits,True,DUPLICATE
00:21:43.803,credits,True,DUPLICATE
00:21:44.304,credits,True,DUPLICATE
00:21:44.804,credits,True,DUPLICATE
00:21:45.305,credits,True,DUPLICATE
00:21:45.805,credits,True,DUPLICATE
00:02:16.136,credits,True,DUPLICATE
00:02:16.636,credits,True,DUPLICATE
00:02:17.137,credits,True,DUPLICATE
00:02:17.637,credits,True,DUPLICATE
00:02:18.138,credits,True,DUPLICATE
00:02:18.638,credits,True,DUPLICATE
00:02:19.139,credits,True,DUPLICATE
00:02:19.639,credits,True,DUPLICATE
00:02:20.140,credits,True,DUPLICATE
00:02:20.640,credits,True,DUPLICATE
00:02:21.141,credits,True,DUPLICATE
00:02:21.641,credits,True,DUPLICATE
00:02:22.142,credits,True,DUPLICATE
00:02:22.642,credits,True,DUPLICATE
00:02:23.143,credits,True,DUPLICATE
00:02:23.643,credits,True,DUPLICATE
00:02:24.144,credits,True,DUPLICATE
00:02:24.644,credits,True,DUPLICATE
00:02:25.145,credits,True,DUPLICATE
00:02:25.645,credits,True,DUPLICATE
00:02:26.146,credits,True,DUPLICATE
00:02:26.646,credits,True,DUPLICATE
00:02:27.147,credits,True,DUPLICATE
00:02:27.647,credits,True,DUPLICATE
00:02:28.148,credits,True,DUPLICATE
00:02:28.648,credits,True,DUPLICATE
00:02:29.149,credits,True,DUPLICATE
00:02:29.649,credits,True,DUPLICATE
00:02:40.160,credits,True,DUPLICATE
00:02:40.660,credits,True,DUPLICATE
00:02:41.161,credits,True,DUPLICATE
00:02:41.661,credits,True,DUPLICATE
00:02:42.162,credits,True,DUPLICATE
00:02:42.662,credits,True,DUPLICATE
00:27:26.646,credits,True,DUPLICATE
00:27:27.147,credits,True,DUPLICATE
00:27:27.647,credits,True,DUPLICATE
00:27:28.148,credits,True,DUPLICATE
00:27:28.648,credits,True,DUPLICATE
00:27:29.149,credits,True,DUPLICATE
00:27:29.649,credits,True,DUPLICATE
00:27:30.150,credits,True,DUPLICATE
00:27:30.650,credits,True,DUPLICATE
00:27:31.151,credits,True,DUPLICATE
00:27:31.651,credits,True,DUPLICATE
00:27:32.152,credits,True,DUPLICATE
00:27:32.652,credits,False,PRODUCERS=Christopher Lindsay|PRODUCERS=Robert Kaiser
00:27:33.153,credits,True,DUPLICATE
00:27:33.653,credits,True,DUPLICATE
00:27:34.154,credits,True,DUPLICATE
00:27:34.654,credits,True,DUPLICATE
00:27:35.155,credits,True,DUPLICATE
00:27:35.655,credits,True,DUPLICATE
00:27:36.156,credits,True,DUPLICATE
00:27:36.656,credits,True,DUPLICATE
00:27:37.157,credits,True,DUPLICATE
00:27:37.657,credits,True,DUPLICATE
00:27:38.158,credits,True,DUPLICATE
00:27:38.658,credits,True,no text in image
00:27:39.159,credits,True,DUPLICATE
00:27:39.659,credits,True,DUPLICATE
00:27:40.160,credits,False,CAMERA=Henry Johnson|CAMERA=Leon Schweir|VIDEOTAGRAPHER=Patricia Terray
00:27:40.660,credits,True,DUPLICATE
00:27:41.161,credits,True,DUPLICATE
00:27:41.661,credits,True,DUPLICATE
00:27:42.162,credits,True,DUPLICATE
00:27:42.662,credits,True,DUPLICATE
00:27:43.163,credits,True,DUPLICATE
00:27:43.663,credits,True,DUPLICATE
00:27:44.164,credits,True,DUPLICATE
00:27:44.664,credits,True,DUPLICATE
00:27:45.165,credits,True,no text in image
00:27:45.665,credits,True,DUPLICATE
