at,scene-label,skipped,role-fillers
00:05:57.357,credits,True,no text in image
00:05:57.857,credits,True,DUPLICATE
00:05:58.358,credits,True,DUPLICATE
00:05:58.858,credits,True,DUPLICATE
00:05:59.359,credits,True,DUPLICATE
00:05:59.859,credits,True,DUPLICATE
00:06:15.375,credits,True,DUPLICATE
00:06:15.875,credits,True,DUPLICATE
00:06:16.376,credits,True,DUPLICATE
00:06:16.876,credits,True,DUPLICATE
00:06:17.377,credits,True,DUPLICATE
00:06:17.877,credits,True,DUPLICATE
00:06:18.378,credits,True,DUPLICATE
00:06:18.878,credits,True,DUPLICATE
00:06:19.379,credits,True,DUPLICATE
00:06:19.879,credits,True,DUPLICATE
00:06:20.380,credits,True,DUPLICATE
00:06:20.880,credits,True,DUPLICATE
00:06:21.381,credits,True,DUPLICATE
00:06:21.881,credits,True,DUPLICATE
00:07:46.466,credits,True,DUPLICATE
00:07:46.966,credits,True,DUPLICATE
00:07:47.467,credits,True,DUPLICATE
00:07:47.967,credits,True,DUPLICATE
00:07:48.468,credits,True,DUPLICATE
00:07:48.968,credits,True,DUPLICATE
00:07:49.469,credits,True,DUPLICATE
00:07:49.969,credits,True,DUPLICATE
00:27:23.643,credits,False,Techical Director=Frank Sparano|National News Manager=Edward M. Fleming|Assignment Editor=Rodney Ward
00:27:24.144,credits,True,DUPLICATE
00:27:24.644,credits,True,DUPLICATE
00:27:25.145,credits,True,DUPLICATE
00:27:25.645,credits,True,DUPLICATE
00:27:26.146,credits,True,DUPLICATE
00:27:26.646,credits,True,DUPLICATE
00:27:27.147,credits,True,DUPLICATE
00:29:44.784,credits,True,no text in image
00:29:45.285,credits,True,DUPLICATE
00:29:45.785,credits,True,DUPLICATE
00:29:46.286,credits,True,DUPLICATE
00:29:46.786,credits,True,DUPLICATE
00:29:47.287,credits,True,DUPLICATE
00:29:47.787,credits,True,DUPLICATE
00:29:48.288,credits,True,DUPLICATE
00:29:48.788,credits,True,DUPLICATE
00:29:49.289,credits,True,DUPLICATE
00:29:49.789,credits,True,DUPLICATE
00:29:50.290,credits,True,DUPLICATE
00:29:50.790,credits,True,DUPLICATE
00:29:51.291,credits,True,DUPLICATE
00:29:51.791,credits,True,DUPLICATE
00:29:52.292,credits,True,DUPLICATE
00:29:52.792,credits,True,DUPLICATE
00:29:53.293,credits,True,DUPLICATE
00:29:53.793,credits,True,DUPLICATE
00:29:54.294,credits,True,DUPLICATE
00:29:54.794,credits,True,DUPLICATE
00:29:55.295,credits,True,DUPLICATE
00:29:55.795,credits,True,DUPLICATE
00:29:56.296,credits,True,DUPLICATE
00:29:56.796,credits,True,DUPLICATE
00:29:57.297,credits,True,DUPLICATE
00:29:57.797,credits,True,DUPLICATE
00:29:58.298,credits,True,DUPLICATE
00:29:58.798,credits,True,DUPLICATE
00:29:59.299,credits,True,DUPLICATE
00:29:59.799,credits,True,DUPLICATE
00:30:00.300,credits,True,DUPLICATE
00:30:00.800,credits,True,DUPLICATE
00:30:01.301,credits,True,DUPLICATE
00:30:01.801,credits,True,DUPLICATE
00:30:02.302,credits,True,DUPLICATE
00:30:02.802,credits,True,DUPLICATE
00:30:03.303,credits,True,DUPLICATE
00:30:03.803,credits,True,DUPLICATE
00:30:04.304,credits,True,DUPLICATE
00:30:04.804,credits,True,DUPLICATE
00:30:05.305,credits,True,DUPLICATE
00:30:05.805,credits,True,DUPLICATE
00:30:06.306,credits,True,DUPLICATE
00:30:06.806,credits,True,DUPLICATE
00:30:07.307,credits,True,DUPLICATE
00:30:07.807,credits,True,DUPLICATE
00:30:08.308,credits,True,DUPLICATE
00:30:08.808,credits,True,DUPLICATE
00:30:09.309,credits,True,DUPLICATE
00:30:09.809,credits,True,DUPLICATE
00:30:10.310,credits,True,DUPLICATE
00:30:10.810,credits,True,DUPLICATE
00:30:11.311,credits,True,DUPLICATE
00:30:11.811,credits,True,DUPLICATE
00:30:12.312,credits,True,DUPLICATE
00:30:12.812,credits,True,DUPLICATE
00:30:13.313,credits,True,DUPLICATE
00:30:13.813,credits,True,DUPLICATE
00:30:14.314,credits,True,DUPLICATE
00:30:14.814,credits,True,DUPLICATE
00:30:15.315,credits,True,DUPLICATE
00:30:15.815,credits,True,DUPLICATE
00:30:16.316,credits,True,DUPLICATE
00:30:16.816,credits,True,DUPLICATE
00:30:17.317,credits,True,DUPLICATE
00:30:17.817,credits,True,DUPLICATE
00:30:18.318,credits,True,DUPLICATE
00:30:18.818,credits,True,DUPLICATE
00:30:19.319,credits,True,DUPLICATE
00:30:19.819,credits,True,DUPLICATE
00:30:20.320,credits,True,DUPLICATE
00:30:20.820,credits,True,DUPLICATE
00:30:21.321,credits,True,DUPLICATE
00:30:21.821,credits,True,DUPLICATE
00:30:22.322,credits,True,DUPLICATE
00:30:22.822,credits,True,DUPLICATE
00:30:23.323,credits,True,DUPLICATE
