at,scene-label,skipped,role-fillers
00:28:22.702,credits,False,PRODUCED BY=LEWIS SILVERMAN|REPORTER=JUNE CROSS
00:28:23.203,credits,True,DUPLICATE
00:28:23.703,credits,True,DUPLICATE
00:28:24.204,credits,True,DUPLICATE
00:28:24.704,credits,True,DUPLICATE
00:28:25.205,credits,True,DUPLICATE
00:28:25.705,credits,True,DUPLICATE
00:28:26.206,credits,True,DUPLICATE
00:28:26.706,credits,True,DUPLICATE
00:28:27.207,credits,True,DUPLICATE
00:28:27.707,credits,True,DUPLICATE
00:28:28.208,credits,True,DUPLICATE
00:28:28.708,credits,True,DUPLICATE
00:28:29.209,credits,True,DUPLICATE
00:28:29.709,credits,True,DUPLICATE
00:28:30.210,credits,True,DUPLICATE
00:28:30.710,credits,False,DIRECTED BY=MICK COLGAN
00:28:31.211,credits,True,DUPLICATE
00:28:31.711,credits,True,DUPLICATE
00:28:32.212,credits,True,DUPLICATE
00:28:32.712,credits,True,DUPLICATE
00:28:33.213,credits,True,DUPLICATE
00:28:33.713,credits,True,DUPLICATE
00:28:34.214,credits,True,DUPLICATE
00:28:51.731,credits,True,not K-V
00:28:52.232,credits,True,DUPLICATE
00:28:52.732,credits,True,DUPLICATE
00:28:53.233,credits,True,DUPLICATE
00:28:53.733,credits,True,DUPLICATE
00:28:54.234,credits,True,DUPLICATE
00:28:54.734,credits,True,DUPLICATE
00:28:55.235,credits,True,DUPLICATE
00:28:55.735,credits,True,DUPLICATE
00:28:56.236,credits,True,DUPLICATE
00:28:56.736,credits,True,DUPLICATE
00:28:57.237,credits,True,DUPLICATE
00:28:57.737,credits,True,DUPLICATE
00:28:58.238,credits,True,DUPLICATE
00:28:58.738,credits,True,DUPLICATE
00:28:59.239,credits,True,DUPLICATE
00:28:59.739,credits,True,DUPLICATE
00:29:00.240,credits,True,DUPLICATE
00:29:25.765,credits,True,DUPLICATE
00:29:26.266,credits,True,DUPLICATE
00:29:26.766,credits,True,DUPLICATE
00:29:27.267,credits,True,DUPLICATE
00:29:27.767,credits,True,DUPLICATE
00:29:28.268,credits,True,DUPLICATE
00:29:28.768,credits,True,DUPLICATE
00:29:29.269,credits,True,DUPLICATE
