at,scene-label,skipped,role-fillers
00:06:01.361,credits,True,DUPLICATE
00:06:01.861,credits,True,DUPLICATE
00:06:02.362,credits,True,DUPLICATE
00:06:02.862,credits,True,DUPLICATE
00:06:03.363,credits,True,DUPLICATE
00:06:03.863,credits,True,DUPLICATE
00:06:04.364,credits,True,DUPLICATE
00:06:04.864,credits,True,DUPLICATE
00:06:05.365,credits,True,DUPLICATE
00:06:05.865,credits,True,DUPLICATE
00:06:06.366,credits,True,DUPLICATE
00:06:06.866,credits,True,DUPLICATE
00:06:07.367,credits,True,DUPLICATE
00:06:07.867,credits,True,DUPLICATE
00:09:17.557,credits,True,DUPLICATE
00:09:18.058,credits,True,DUPLICATE
00:09:18.558,credits,True,DUPLICATE
00:09:19.059,credits,True,DUPLICATE
00:09:19.559,credits,True,DUPLICATE
00:09:20.060,credits,True,DUPLICATE
00:02:30.150,credits,True,no text in image
00:02:30.650,credits,True,DUPLICATE
00:02:31.151,credits,True,DUPLICATE
00:02:31.651,credits,True,DUPLICATE
00:02:32.152,credits,True,DUPLICATE
00:02:32.652,credits,True,DUPLICATE
00:27:32.652,credits,False,EXECUTIVE PRODUCER=KATHLEEN LYNCH
00:27:33.153,credits,True,DUPLICATE
00:27:33.653,credits,True,DUPLICATE
00:27:34.154,credits,True,DUPLICATE
00:27:34.654,credits,False,MANAGING EDITOR=WILLIAM JOBES|SENIOR PRODUCERS=MICHAEL FAIRHURST|SENIOR PRODUCERS=JANICE SELINGER
00:27:35.155,credits,True,DUPLICATE
00:27:35.655,credits,True,DUPLICATE
00:27:36.156,credits,True,DUPLICATE
00:27:36.656,credits,False,DIRECTOR=RAYMOND HERBERT|ASSOCIATE DIRECTORS=RETHA SHERROD|ASSOCIATE DIRECTORS=MICHAEL BARNHART
00:27:37.157,credits,True,DUPLICATE
00:27:37.657,credits,True,DUPLICATE
00:27:38.158,credits,True,DUPLICATE
00:27:41.661,credits,False,"TECHNICAL DIRECTORS=JOANNE W. INGERSOLL|TECHNICAL DIRECTORS=BOB FRACE, Jr.|TECHNICAL DIRECTORS=LOU COPPOLA"
00:27:42.162,credits,False,OPERATIONS MANAGER=TIM O'SULLIVAN|ASSIGNMENT EDITORS=ROGER HERNANDEZ|ASSIGNMENT EDITORS=DAVID SCHRATWIESER|ASSIGNMENT EDITORS=GAIL MACKLER
00:27:42.662,credits,True,DUPLICATE
00:27:43.163,credits,True,DUPLICATE
00:27:43.663,credits,False,VIDEOTAPE EDITORS=PASQUALE SANGIMINO|VIDEOTAPE EDITORS=JOE MARTIN|VIDEOTAPE EDITORS=JIM DEVENNEY
00:27:44.164,credits,True,DUPLICATE
00:27:44.664,credits,True,DUPLICATE
00:27:45.165,credits,True,DUPLICATE
