at,scene-label,skipped,role-fillers
00:01:46.106,credits,True,no text in image
00:01:46.606,credits,True,DUPLICATE
00:01:47.107,credits,True,DUPLICATE
00:01:47.607,credits,True,DUPLICATE
00:01:48.108,credits,True,DUPLICATE
00:01:48.608,credits,True,DUPLICATE
00:01:49.109,credits,True,DUPLICATE
00:01:49.609,credits,True,DUPLICATE
00:18:38.118,credits,True,DUPLICATE
00:18:38.618,credits,True,DUPLICATE
00:18:39.119,credits,True,DUPLICATE
00:18:39.619,credits,True,DUPLICATE
00:18:40.120,credits,True,DUPLICATE
00:18:40.620,credits,True,DUPLICATE
00:18:41.121,credits,True,DUPLICATE
00:18:41.621,credits,True,DUPLICATE
