index	starts	ends	content
1	00:01:04.610	00:01:07.340	Good evening, I'm Margaret Warner. Jim Lehrer is off this
2	00:01:07.350	00:01:11.270	week. On the NewsHour tonight, we'll look at President-elect Bush's
3	00:01:11.280	00:01:14.980	choice for secretary of defense, Paul Solman reports on a
4	00:01:14.990	00:01:17.650	new breed of philanthropists who are changing the rules of
5	00:01:17.660	00:01:20.710	the game, Susan Dentzer offers an update on the risks
6	00:01:20.720	00:01:25.280	of cellular telephones, and Elizabeth Farnsworth gets some historical perspective
7	00:01:25.290	00:01:29.340	on the year 2000 from Michael Beschloss, Haynes Johnson, Richard
8	00:01:29.350	00:01:32.900	Norton Smith and Roger Wilkins. It all follows our summary
9	00:01:32.910	00:02:20.590	of the news this Thursday. President-elect Bush announced his nominee
10	00:02:20.600	00:02:24.250	for defense secretary today. He's Donald Rumsfeld, a former White
11	00:02:24.260	00:02:27.130	House chief of staff who was defense secretary under President
12	00:02:27.140	00:02:30.020	Ford. We'll have more on the Rumsfeld pick right after
13	00:02:30.030	00:02:33.470	the News Summary. The first data from the year 2000
14	00:02:33.480	00:02:36.990	Census, released today, show the U.S. population has jumped more
15	00:02:37.000	00:02:42.530	than 13% since 1990 to more than 281 million people.
16	00:02:42.540	00:02:44.710	The growth has come unevenly--and that will cause a
17	00:02:44.720	00:02:48.230	reallocation in the U.S. House of Representatives. Among the biggest
18	00:02:48.240	00:02:52.620	changes, Arizona, Texas, Georgia and Florida will gain two seats
19	00:02:52.630	00:02:56.620	each, while New York and Pennsylvania will each lose two.
20	00:02:56.630	00:02:59.550	All told, 18 of the 50 states will either gain
21	00:02:59.560	00:03:04.040	or lose representatives. President Clinton raised the federal budget surplus
22	00:03:04.050	00:03:08.800	projection today--to $1.9 trillion over the next decade. That's
23	00:03:08.810	00:03:13.250	$300 billion more than the previous estimate, issued last summer.
24	00:03:13.260	00:03:16.350	The President said the new figures mean the entire $5.6
25	00:03:16.360	00:03:19.780	trillion national debt could be paid off in nine years,
26	00:03:19.790	00:03:22.590	if all of the surplus is used for that purpose.
27	00:03:22.600	00:03:26.230	He spoke at the White House. I have often said
28	00:03:26.240	00:03:28.350	that I believe we should use a portion of the
29	00:03:28.360	00:03:32.630	surplus to make critical investments in education, provide a prescription
30	00:03:32.640	00:03:36.120	drug benefit through Medicare to our seniors and have a
31	00:03:36.130	00:03:40.560	targeted tax cut. If the incoming administration and the new
32	00:03:40.570	00:03:47.320	Congress make such decisions, they could still get us out
33	00:03:47.330	00:03:51.380	of debt early. President-elect Bush has proposed a much bigger
34	00:03:51.390	00:03:55.590	tax cut than Mr. Clinton advocates, some $1.3 trillion over
35	00:03:55.600	00:03:58.980	ten years. Also today, the President said he has decided
36	00:03:58.990	00:04:01.980	not to visit North Korea before leaving office next month.
37	00:04:01.990	00:04:04.320	He said there wasn't enough time to prepare the deal
38	00:04:04.330	00:04:07.540	he sought, under which Pyongyang would agree to stop producing
39	00:04:07.550	00:04:11.470	ballistic missiles. In the Middle East today, a bomb exploded
40	00:04:11.480	00:04:14.650	on a bus in Tel Aviv, injuring 14 people. And
41	00:04:14.660	00:04:17.760	two Israelis were killed in an attack in Gaza. We
42	00:04:17.770	00:04:25.060	have a report from John Irvine of Independent Television News.
43	00:04:25.070	00:04:29.070	Some of the victims of today's upsurge in violence: Israeli
44	00:04:29.080	00:04:32.440	soldiers injured in an ambush that killed two of their
45	00:04:32.450	00:04:37.390	colleagues on the Gaza strip. Earlier, there were bomb explosions
46	00:04:37.400	00:04:39.590	on a bus, as it traveled along one of the
47	00:04:39.600	00:04:44.110	busiest roads in Tel Aviv. Both attacks were probably the
48	00:04:44.120	00:04:48.590	work of Palestinian militants opposed to the peace process, and
49	00:04:48.600	00:04:51.280	the violence was another setback on a day that had
50	00:04:51.290	00:04:55.110	already seen the cancellation of a summit, between the Israeli
51	00:04:55.120	00:05:00.520	and Palestinian leaders. The Israeli prime minister, Ehud Barak, pulled
52	00:05:00.530	00:05:04.150	out of that meeting, deciding it was pointless since the
53	00:05:04.160	00:05:09.260	Palestinians had not given a clear-cut response to American proposals,
54	00:05:09.270	00:05:13.460	meant to be the basis for moving forward. Yasser Arafat,
55	00:05:13.470	00:05:17.270	who's been with the Egyptian President today, says the blueprint
56	00:05:17.280	00:05:21.110	for peace is not detailed enough, and he wants clarification
57	00:05:21.120	00:05:26.720	before accepting or rejecting it outright. President Clinton condemned the
58	00:05:26.730	00:05:29.240	attacks and said they showed the prospects for peace will
59	00:05:29.250	00:05:32.300	not improve with time. He said he's still pursuing an
60	00:05:32.310	00:05:35.060	agreement, but added "There is no point in our talking
61	00:05:35.070	00:05:38.110	further unless both sides accept the parameters I have laid
62	00:05:38.120	00:05:41.940	out." Montgomery Ward said today it was closing its doors
63	00:05:41.950	00:05:43.660	and filing for bankruptcy, after more than a century in
64	00:05:43.670	00:05:46.760	the retailing business. Founded in 1872, the Chicago-based chain grew
65	00:05:46.770	00:05:50.630	to more than 250 stores in 31 states and employed
66	00:05:50.640	00:05:54.720	37,000 people. The company said weak holiday sales made the
67	00:05:54.730	00:05:58.820	decision unavoidable. Montgomery Ward is a subsidiary of General Electric
68	00:05:58.830	00:06:03.570	Company. Record cold and snow continued across the South, Southwest
69	00:06:03.580	00:06:07.420	and Midwest today. 37 deaths are blamed on the storms,
70	00:06:07.430	00:06:11.300	including 22 on Texas highways. Hundreds of thousands of people
71	00:06:11.310	00:06:15.560	remain without power, and more storms are forecast. In Texas,
72	00:06:15.570	00:06:18.710	police and National Guard troops had to rescue about 1,000
73	00:06:18.720	00:06:22.030	motorists stranded overnight by ice and snow on a highway
74	00:06:22.040	00:06:25.710	near Abilene. That's it for the News Summary tonight. Now
75	00:06:25.720	00:06:29.470	it's on to another Bush cabinet choice, giving away money
76	00:06:29.480	00:06:33.630	with a purpose, an update on cellular telephones, and historical
77	00:06:33.640	00:06:44.670	perspectives on the year 2000. A new boss for the
78	00:06:44.680	00:06:48.970	Pentagon. We start with a report from Spencer Michels. Donald
79	00:06:48.980	00:06:53.970	Rumsfeld's appointment as Secretary of Defense is a unprecedented return
80	00:06:53.980	00:06:57.290	engagement. It brings back to government--at the age of
81	00:06:57.300	00:07:01.090	68--a man who began serving in elective and appointed
82	00:07:01.100	00:07:06.180	office in 1963, following a stint as a Navy pilot.
83	00:07:06.190	00:07:08.720	Rumsfeld was elected to the first of four terms in
84	00:07:08.730	00:07:12.180	congress, at the age of 30. Under President Nixon, he
85	00:07:12.190	00:07:16.850	held several jobs, including ambassador to NATO. When Gerald Ford
86	00:07:16.860	00:07:21.980	became President, Rumsfeld became chief of staff, and in 1975
87	00:07:21.990	00:07:25.230	he assumed the job of defense secretary--the youngest in
88	00:07:25.240	00:07:29.260	history. Since leaving government, he worked as a business executive,
89	00:07:29.270	00:07:34.030	most recently as chairman and CEO of General Instrument Corporation,
90	00:07:34.040	00:07:39.000	a television technology firm. In announcing Rumsfeld's appointment, Mr. Bush
91	00:07:39.010	00:07:42.460	outlined his own goals for the nation's defense. One is
92	00:07:42.470	00:07:46.270	to strengthen the bond of trust between the American President
93	00:07:46.280	00:07:51.660	and those who wear our nation's uniform. Secondly is defend
94	00:07:51.670	00:07:57.060	our people and allies against missiles and terror. And thirdly
95	00:07:57.070	00:07:59.670	is to begin creating a military prepared for the dangers
96	00:07:59.680	00:08:03.490	of a new century. We hope to never send our
97	00:08:03.500	00:08:08.300	troops into combat, but if deterrence were to fail, we
98	00:08:08.310	00:08:12.090	must send them fully prepared and equipped for the dangers
99	00:08:12.100	00:08:16.970	that they will face. Secondly, to defend our forces and
100	00:08:16.980	00:08:19.910	allies and our own country from the threat of missile
101	00:08:19.920	00:08:24.700	attack or accidental launch, we must develop a missile defense
102	00:08:24.710	00:08:29.160	system. I was most impressed by the chairman of the
103	00:08:29.170	00:08:35.180	national commission's ballistic missile threats work. That chairman was Don
104	00:08:35.190	00:08:40.180	Rumsfeld. I felt he did an extraordinary job with a
105	00:08:40.190	00:08:47.760	delicate assignment. He brought people together to understand the realities
106	00:08:47.770	00:08:53.540	of the modern world. Our nation is positioned well to
107	00:08:53.550	00:09:01.210	use technologies to redefine the military. And so, one of
108	00:09:01.220	00:09:06.040	Secretary Rumsfeld's first tasks will be to challenge the status
109	00:09:06.050	00:09:11.820	quo inside the Pentagon, to develop a strategy necessary to
110	00:09:11.830	00:09:16.700	have a force equipped for warfare of the 21st century.
111	00:09:16.710	00:09:20.410	Rumsfeld endorsed that blueprint for defense. It is clearly not
112	00:09:20.420	00:09:26.780	a time at the Pentagon for presiding or calibrating modestly.
113	00:09:26.790	00:09:30.650	Rather, we are in a new national security environment. We
114	00:09:30.660	00:09:33.370	do need to be arranged to deal with the new
115	00:09:33.380	00:09:37.220	threats, not the old ones, as you point out, with
116	00:09:37.230	00:09:42.950	information warfare, missile defense, terrorism, defense of our space assets
